step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,12,543251.5311036727,38.34073389703368,12.706136422679453,20,40,12,7,40,0,19,-105.0,70.5,-47.5,192878,16,32,20,7,20,5.0,2027732,17.080828,nan,2.027732,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,2688,16,7
12,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,13,524202.15355411224,40.287927445526,7.146713833163925,27,54,13,7,54,0,20,-105.0,70.5,-47.5,192878,18,32,27,7,25,5.0,2028068,19.108896,nan,2.028068,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,3024,18,7
13,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,12,499208.7138756152,32.800846800597995,6.908781233023838,28,56,12,8,56,0,20,-105.0,70.5,-47.5,192878,18,32,28,7,27,5.0,2317360,21.426256,nan,2.31736,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,3024,18,8
14,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,13,562500.0,41.38629225052579,18.3976450737533,28,56,13,7,56,0,20,-105.0,70.5,-47.5,192878,51,32,28,7,25,5.0,2033612,23.459868,nan,2.033612,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,8568,51,7
15,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,13,562500.0,39.78460604151078,18.556643337757237,25,50,13,7,50,0,20,-105.0,70.5,-47.5,192878,8,32,25,7,24,5.0,2026388,25.486256,nan,2.026388,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,1344,8,7
16,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,12,562500.0,38.1508014291806,18.982115592993022,24,48,12,7,48,0,19,-105.0,70.5,-47.5,192878,56,32,24,8,23,5.0,2034452,27.520708,nan,2.034452,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,9408,56,7
17,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,12,562500.0,33.519954668635265,18.050513637016586,21,42,12,8,42,0,20,-105.0,70.5,-47.5,192878,36,32,21,7,20,5.0,2320384,29.841092,nan,2.320384,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,6048,36,8
18,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,11,516282.3700970027,29.909681252576622,9.603305871428823,19,38,11,9,38,0,20,-105.0,70.5,-47.5,192878,29,32,19,7,19,5.0,2608860,32.449952,nan,2.60886,nan,9,360,2602440,18,0,0,9,1188,576,144,612,153,297,9,4872,29,9
19,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,11,504487.38634246995,30.847217291874898,10.263824262130324,19,38,11,7,38,0,18,-105.0,70.5,-47.5,192878,26,32,19,7,18,5.0,2029844,34.479796,nan,2.029844,nan,7,432,2024120,14,0,0,7,924,448,112,476,119,231,7,4368,26,7
20,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,11,539701.9317922803,33.06156366383344,11.255359829969237,22,44,11,8,44,0,19,-105.0,70.5,-47.5,192878,72,32,22,8,21,5.0,2327080,36.806876,nan,2.32708,nan,8,648,2313280,16,0,0,8,1056,512,128,544,136,264,8,12096,72,8
21,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,12,562500.0,35.00706772513097,19.84545143879998,24,48,12,6,48,0,18,-105.0,70.5,-47.5,192878,58,32,24,8,24,5.0,1747152,38.554028,nan,1.747152,nan,6,1656,1734960,12,0,0,6,792,384,96,408,102,198,6,9744,58,6
22,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,11,562500.0,47.699334439407984,40.14065691045383,24,48,11,8,48,0,19,-105.0,70.5,-47.5,192878,142,32,24,7,22,5.0,2340352,40.89438,nan,2.340352,nan,8,2160,2313280,16,0,0,8,1056,512,128,544,136,264,8,23856,142,8
23,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,13,562500.0,35.429102748302654,19.017083724777635,22,44,13,7,44,0,20,-105.0,70.5,-47.5,192878,82,32,22,7,21,5.0,2041268,42.935648,nan,2.041268,nan,7,2448,2024120,14,0,0,7,924,448,112,476,119,231,7,13776,82,7
24,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,11,562500.0,33.94912051824079,19.01708564501001,21,42,11,7,42,0,18,-105.0,70.5,-47.5,192878,34,32,21,7,21,5.0,2032916,44.968564,nan,2.032916,nan,7,2160,2024120,14,0,0,7,924,448,112,476,119,231,7,5712,34,7
25,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,11,562500.0,39.348546486406555,19.01276677356998,20,40,11,7,40,0,18,-105.0,70.5,-47.5,192878,80,32,20,8,20,5.0,2040932,47.009496,nan,2.040932,nan,7,2448,2024120,14,0,0,7,924,448,112,476,119,231,7,13440,80,7
26,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,10,562500.0,54.81724910515703,44.339162424425744,17,34,10,7,34,0,17,-105.0,70.5,-47.5,192878,62,32,17,6,15,5.0,2037908,49.047404,nan,2.037908,nan,7,2448,2024120,14,0,0,7,924,448,112,476,119,231,7,10416,62,7
27,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,11,562500.0,40.33529362157316,18.251014070276245,17,34,11,7,34,0,18,-105.0,70.5,-47.5,192878,10,32,17,7,17,5.0,2029100,51.076504,nan,2.0291,nan,7,2376,2024120,14,0,0,7,924,448,112,476,119,231,7,1680,10,7
28,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,10,562500.0,40.41590716802942,18.25099170425551,17,34,10,8,34,0,18,-105.0,70.5,-47.5,192878,63,32,17,7,17,5.0,2327296,53.4038,nan,2.327296,nan,8,2376,2313280,16,0,0,8,1056,512,128,544,136,264,8,10584,63,8
29,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,42.64836503165975,18.29532249065209,18,36,11,6,36,0,17,-105.0,70.5,-47.5,192878,24,32,18,7,18,5.0,1742232,55.146032,nan,1.742232,nan,6,2448,1734960,12,0,0,6,792,384,96,408,102,198,6,4032,24,6
30,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,11,540469.467775374,34.70593388524775,9.923118719110388,20,40,11,8,40,0,19,-105.0,70.5,-47.5,192878,70,32,20,6,18,5.0,2328688,57.47472,nan,2.328688,nan,8,2592,2313280,16,0,0,8,1056,512,128,544,136,264,8,11760,70,8
31,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,14,562500.0,36.79196994673085,20.20518120531098,23,46,14,5,46,0,19,-105.0,70.5,-47.5,192878,70,32,23,7,23,5.0,1461244,58.935964,nan,1.461244,nan,5,3024,1445800,10,0,0,5,660,320,80,340,85,165,5,11760,70,5
32,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,11,562500.0,35.55434526878955,20.143911746031037,23,46,11,8,46,0,19,-105.0,70.5,-47.5,192878,66,32,23,8,22,5.0,2328376,61.26434,nan,2.328376,nan,8,2952,2313280,16,0,0,8,1056,512,128,544,136,264,8,11088,66,8
33,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,10,562500.0,37.84544654480442,18.660516279342037,22,44,10,9,44,0,19,-105.0,70.5,-47.5,192878,73,32,22,7,22,5.0,2618916,63.883256,nan,2.618916,nan,9,3024,2602440,18,0,0,9,1188,576,144,612,153,297,9,12264,73,9
34,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,13,562500.0,56.15160942138045,46.1385476662858,21,42,13,6,42,0,19,-105.0,70.5,-47.5,192878,42,32,21,7,20,5.0,1745688,65.628944,nan,1.745688,nan,6,2880,1734960,12,0,0,6,792,384,96,408,102,198,6,7056,42,6
35,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,12,562500.0,55.5585953277575,39.50745311153949,19,38,12,6,38,0,18,-105.0,70.5,-47.5,192878,74,32,19,6,17,5.0,1750776,67.37972,nan,1.750776,nan,6,2592,1734960,12,0,0,6,792,384,96,408,102,198,6,12432,74,6
36,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,37.88628230055656,19.601983005964,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,40,32,18,6,17,5.0,2034212,69.413932,nan,2.034212,nan,7,2448,2024120,14,0,0,7,924,448,112,476,119,231,7,6720,40,7
37,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,43.13927162960185,19.075397366128573,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,94,32,18,8,17,5.0,2043428,71.45736,nan,2.043428,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,15792,94,7
38,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,38.958322311208306,19.253482434560787,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,49,32,18,8,18,5.0,2035868,73.493228,nan,2.035868,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,8232,49,7
39,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,21.619564797296132,18.140886335085366,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,40,32,18,7,17,5.0,2034356,75.527584,nan,2.034356,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,6720,40,7
40,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,21.10757017925302,18.186940626502373,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,43,32,18,8,18,5.0,2034860,77.562444,nan,2.03486,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,7224,43,7
41,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,21.541065756983908,18.140886335085366,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,7,32,18,7,17,5.0,2028812,79.591256,nan,2.028812,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,1176,7,7
42,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,11,562500.0,20.938177950925944,18.140886335085366,18,36,11,7,36,0,18,-105.0,70.5,-47.5,192878,10,32,18,7,17,5.0,2029316,81.620572,nan,2.029316,nan,7,2592,2024120,14,0,0,7,924,448,112,476,119,231,7,1680,10,7
43,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,11,528922.6504277942,31.840945875729982,6.6757823117096216,19,38,11,8,38,0,19,-105.0,70.5,-47.5,192878,12,32,19,8,19,5.0,2319016,83.939588,nan,2.319016,nan,8,2664,2313280,16,0,0,8,1056,512,128,544,136,264,8,2016,12,8
44,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,12,562500.0,21.17632656426884,18.140886335085366,22,44,12,7,44,0,19,-105.0,70.5,-47.5,192878,79,32,22,8,21,5.0,2041484,85.981072,nan,2.041484,nan,7,3168,2024120,14,0,0,7,924,448,112,476,119,231,7,13272,79,7
45,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,11,562500.0,27.68495648955989,18.140886335085366,24,48,11,9,48,0,20,-105.0,70.5,-47.5,192878,103,32,24,9,24,5.0,2624388,88.60546,nan,2.624388,nan,9,3456,2602440,18,0,0,9,1188,576,144,612,153,297,9,17304,103,9
46,-47.5,57.5,62,31,0,0.0,0.0,0,0.0,57.5,12,548251.2038500403,34.30798318682345,12.658746542030023,31,62,12,8,62,0,20,-105.0,70.5,-47.5,192878,68,32,31,9,31,5.0,2330224,90.935684,nan,2.330224,nan,8,4464,2313280,16,0,0,8,1056,512,128,544,136,264,8,11424,68,8
47,-47.5,57.5,64,32,0,0.0,0.0,0,0.0,57.5,14,562500.0,37.221382248195034,18.03980378656962,32,64,14,6,64,0,20,-105.0,70.5,-47.5,192878,105,32,32,8,30,5.0,1758000,92.693684,nan,1.758,nan,6,4608,1734960,12,0,0,6,792,384,96,408,102,198,6,17640,105,6
48,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,13,562500.0,39.29951421151741,21.213858232850697,33,66,13,7,66,0,20,-105.0,70.5,-47.5,192878,141,32,33,7,31,5.0,2053484,94.747168,nan,2.053484,nan,7,4752,2024120,14,0,0,7,924,448,112,476,119,231,7,23688,141,7
49,-47.5,57.5,74,37,0,0.0,0.0,0,0.0,57.5,13,562500.0,48.92579766480453,38.087637774569075,37,74,13,7,74,0,20,-105.0,70.5,-47.5,192878,121,32,37,9,37,5.0,2050700,96.797868,nan,2.0507,nan,7,5328,2024120,14,0,0,7,924,448,112,476,119,231,7,20328,121,7
50,-47.5,57.5,76,38,0,0.0,0.0,0,0.0,57.5,14,562500.0,27.192054099554884,19.45427547197046,38,76,14,6,76,0,20,-105.0,70.5,-47.5,192878,177,32,38,9,36,5.0,1770960,98.568828,nan,1.77096,nan,6,5472,1734960,12,0,0,6,792,384,96,408,102,198,6,29736,177,6
51,-47.5,57.5,74,37,0,0.0,0.0,0,0.0,57.5,12,562500.0,33.43880501676584,18.678214030586304,37,74,12,7,74,0,19,-105.0,70.5,-47.5,192878,103,32,37,8,34,5.0,2047676,100.616504,nan,2.047676,nan,7,5328,2024120,14,0,0,7,924,448,112,476,119,231,7,17304,103,7
52,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,12,562500.0,43.96060370356194,22.176021821062605,33,66,12,6,66,0,18,-105.0,70.5,-47.5,192878,54,32,33,7,31,5.0,1749576,102.36608,nan,1.749576,nan,6,4752,1734960,12,0,0,6,792,384,96,408,102,198,6,9072,54,6
53,-47.5,57.5,68,34,0,0.0,0.0,0,0.0,57.5,13,562500.0,39.417191130027405,19.52795253249117,34,68,13,5,68,0,18,-105.0,70.5,-47.5,192878,87,32,34,7,32,5.0,1465972,103.832052,nan,1.465972,nan,5,4896,1445800,10,0,0,5,660,320,80,340,85,165,5,14616,87,5
54,-47.5,57.5,64,32,0,0.0,0.0,0,0.0,57.5,12,518200.602070209,25.894329790980063,10.06911597319802,32,64,12,7,64,0,19,-105.0,70.5,-47.5,192878,80,32,32,7,28,5.0,2043092,105.875144,nan,2.043092,nan,7,4608,2024120,14,0,0,7,924,448,112,476,119,231,7,13440,80,7
55,-47.5,57.5,62,31,0,0.0,0.0,0,0.0,57.5,13,562500.0,50.36587981817922,40.91527077505273,31,62,13,6,62,0,19,-105.0,70.5,-47.5,192878,130,32,31,8,30,5.0,1762056,107.6372,nan,1.762056,nan,6,4464,1734960,12,0,0,6,792,384,96,408,102,198,6,21840,130,6
56,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,12,543815.9155941544,35.57585198841069,13.33947083369816,29,58,12,6,58,0,18,-105.0,70.5,-47.5,192878,142,32,29,7,27,5.0,1763784,109.400984,nan,1.763784,nan,6,4176,1734960,12,0,0,6,792,384,96,408,102,198,6,23856,142,6
57,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,11,562500.0,41.853536314969006,19.087483860124667,26,52,11,6,52,0,17,-105.0,70.5,-47.5,192878,100,32,26,6,23,5.0,1756296,111.15728,nan,1.756296,nan,6,3744,1734960,12,0,0,6,792,384,96,408,102,198,6,16800,100,6
58,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,12,562500.0,51.39141874979001,44.423378560602345,26,52,12,5,52,0,17,-105.0,70.5,-47.5,192878,48,32,26,5,23,5.0,1458268,112.615548,nan,1.458268,nan,5,3744,1445800,10,0,0,5,660,320,80,340,85,165,5,8064,48,5
59,-47.5,57.5,44,22,0,0.0,0.0,0,0.0,57.5,12,562500.0,48.59491639554927,41.89093705091861,22,44,12,5,44,0,17,-105.0,70.5,-47.5,192878,106,32,22,6,20,5.0,1467436,114.082984,nan,1.467436,nan,5,3168,1445800,10,0,0,5,660,320,80,340,85,165,5,17808,106,5
60,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,11,487965.5702226423,36.2486778529621,6.612394062780961,21,42,11,8,42,0,19,-105.0,70.5,-47.5,192878,238,32,21,8,20,5.0,2357344,116.440328,nan,2.357344,nan,8,3024,2313280,16,0,0,8,1056,512,128,544,136,264,8,39984,238,8
61,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,11,562500.0,42.79755527029182,25.10062863270251,21,42,11,7,42,0,18,-105.0,70.5,-47.5,192878,261,32,21,8,21,5.0,2071916,118.512244,nan,2.071916,nan,7,3024,2024120,14,0,0,7,924,448,112,476,119,231,7,43848,261,7
62,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,11,562500.0,37.24495362367891,27.958660040571928,25,50,11,6,50,0,17,-105.0,70.5,-47.5,192878,268,32,25,7,25,5.0,1784376,120.29662,nan,1.784376,nan,6,3600,1734960,12,0,0,6,792,384,96,408,102,198,6,45024,268,6
63,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,11,562500.0,47.59834520056711,34.772596332052814,23,46,11,5,46,0,16,-105.0,70.5,-47.5,192878,322,32,23,6,22,5.0,1503868,121.800488,nan,1.503868,nan,5,3312,1445800,10,0,0,5,660,320,80,340,85,165,5,54096,322,5
64,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,11,562500.0,42.02219535415506,23.75876931266234,27,54,11,5,54,0,16,-105.0,70.5,-47.5,192878,394,32,27,8,27,5.0,1516540,123.317028,nan,1.51654,nan,5,3888,1445800,10,0,0,5,660,320,80,340,85,165,5,66192,394,5
65,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,11,562500.0,42.93548479108582,35.06598481982573,28,56,11,5,56,0,16,-105.0,70.5,-47.5,192878,250,32,28,6,27,5.0,1492492,124.80952,nan,1.492492,nan,5,4032,1445800,10,0,0,5,660,320,80,340,85,165,5,42000,250,5
66,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,11,562500.0,41.548508018382286,21.94010873655558,27,54,11,5,54,0,16,-105.0,70.5,-47.5,192878,81,32,27,6,27,5.0,1463956,126.273476,nan,1.463956,nan,5,3888,1445800,10,0,0,5,660,320,80,340,85,165,5,13608,81,5
67,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,10,562500.0,34.998765352827945,25.610260393449558,23,46,10,4,46,0,14,-105.0,70.5,-47.5,192878,267,32,23,5,20,5.0,1205336,127.478812,nan,1.205336,nan,4,3312,1156640,8,0,0,4,528,256,64,272,68,132,4,44856,267,4
68,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,9,562500.0,37.40881712553919,22.29794941347283,23,46,9,5,46,0,14,-105.0,70.5,-47.5,192878,231,32,23,5,21,5.0,1488580,128.967392,nan,1.48858,nan,5,3312,1445800,10,0,0,5,660,320,80,340,85,165,5,38808,231,5
69,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,10,562500.0,44.495457803540944,33.58105713215649,21,42,10,5,42,0,15,-105.0,70.5,-47.5,192878,183,32,21,6,21,5.0,1480228,130.44762,nan,1.480228,nan,5,3024,1445800,10,0,0,5,660,320,80,340,85,165,5,30744,183,5
70,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,10,562500.0,44.73569140570057,32.82572024680632,21,42,10,5,42,0,15,-105.0,70.5,-47.5,192878,102,32,21,6,21,5.0,1466620,131.91424,nan,1.46662,nan,5,3024,1445800,10,0,0,5,660,320,80,340,85,165,5,17136,102,5
71,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,12,562500.0,46.2300538052776,25.789266973064255,26,52,12,6,52,0,18,-105.0,70.5,-47.5,192878,117,32,26,6,25,5.0,1758936,133.673176,nan,1.758936,nan,6,3528,1734960,12,0,0,6,792,384,96,408,102,198,6,19656,117,6
72,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,12,562500.0,40.48034073480972,23.65624968573507,28,56,12,6,56,0,18,-105.0,70.5,-47.5,192878,92,32,28,7,26,5.0,1755024,135.4282,nan,1.755024,nan,6,3816,1734960,12,0,0,6,792,384,96,408,102,198,6,15456,92,6
73,-47.5,57.5,58,29,0,0.0,0.0,0,0.0,57.5,12,562500.0,38.21601470069134,18.139719968224085,29,58,12,8,58,0,20,-105.0,70.5,-47.5,192878,129,32,29,8,27,5.0,2340184,137.768384,nan,2.340184,nan,8,4176,2313280,16,0,0,8,1056,512,128,544,136,264,8,21672,129,8
74,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,12,562500.0,41.83810983034208,24.06941106407392,27,54,12,7,54,0,19,-105.0,70.5,-47.5,192878,134,32,27,8,26,5.0,2051444,139.819828,nan,2.051444,nan,7,3888,2024120,14,0,0,7,924,448,112,476,119,231,7,22512,134,7
75,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,12,562500.0,38.385530835607874,19.957088127114147,23,46,12,6,46,0,18,-105.0,70.5,-47.5,192878,108,32,23,8,23,5.0,1757208,141.577036,nan,1.757208,nan,6,3312,1734960,12,0,0,6,792,384,96,408,102,198,6,18144,108,6
76,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,10,562500.0,45.58589896984238,31.53344702078623,21,42,10,5,42,0,15,-105.0,70.5,-47.5,192878,67,32,21,5,20,5.0,1460740,143.037776,nan,1.46074,nan,5,3024,1445800,10,0,0,5,660,320,80,340,85,165,5,11256,67,5
77,-47.5,57.5,48,24,0,0.0,0.0,0,0.0,57.5,13,562500.0,43.71191373981976,19.85206787172499,24,48,13,6,48,0,19,-105.0,70.5,-47.5,192878,136,32,24,7,23,5.0,1761912,144.799688,nan,1.761912,nan,6,3312,1734960,12,0,0,6,792,384,96,408,102,198,6,22848,136,6
78,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,12,562500.0,39.58124204934358,24.428151533913997,25,50,12,7,50,0,19,-105.0,70.5,-47.5,192878,91,32,25,7,25,5.0,2043788,146.843476,nan,2.043788,nan,7,3456,2024120,14,0,0,7,924,448,112,476,119,231,7,15288,91,7
