step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,0,0,0,0,0
2,0,0,1,1,1
3,0,0,1,2,1
4,0,0,6,8,6
5,0,0,4,12,4
6,0,0,5,17,5
7,0,0,4,21,4
8,0,0,2,23,2
9,0,0,4,27,4
10,0,0,4,31,4
11,0,0,4,35,4
12,0,0,4,39,4
13,0,0,3,42,3
14,0,0,5,47,5
15,0,0,2,49,2
16,0,0,6,55,6
17,0,0,4,59,4
18,0,0,5,64,5
19,0,0,6,70,6
20,0,0,7,77,7
21,0,0,1,78,1
22,0,0,4,82,4
23,0,0,6,88,6
24,0,0,6,94,6
25,0,0,2,96,2
26,0,0,7,103,7
27,0,0,7,110,7
28,0,0,4,114,4
29,0,0,3,117,3
30,0,0,3,120,3
31,0,0,3,123,3
32,0,0,5,128,5
33,0,0,4,132,4
34,0,0,9,141,9
35,0,0,3,144,3
36,0,0,6,150,6
37,0,0,4,154,4
38,0,0,4,158,4
39,0,0,5,163,5
40,0,0,3,166,3
41,0,0,4,170,4
42,0,0,5,175,5
43,0,0,5,180,5
44,0,0,5,185,5
45,0,0,5,190,5
46,0,0,1,191,1
47,0,0,4,195,4
48,0,0,5,200,5
49,0,0,5,205,5
50,0,0,3,208,3
51,0,0,2,210,2
52,0,0,2,212,2
53,0,0,4,216,4
54,0,0,7,223,7
55,0,0,3,226,3
56,0,0,3,229,3
57,0,0,5,234,5
58,0,0,6,240,6
59,0,0,4,244,4
60,0,0,4,248,4
61,0,0,3,251,3
62,0,0,2,253,2
63,0,0,5,258,5
64,0,0,5,263,5
65,0,0,3,266,3
66,0,0,3,269,3
67,0,0,4,273,4
68,0,0,4,277,4
69,0,0,0,277,0
70,0,0,2,279,2
71,0,0,4,283,4
72,0,0,4,287,4
73,0,0,5,292,5
74,0,0,2,294,2
75,0,0,7,301,7
76,0,0,4,305,4
77,0,0,3,308,3
78,0,0,2,310,2
79,0,0,4,314,4
80,0,0,1,315,1
81,0,0,6,321,6
82,0,0,2,323,2
83,0,0,7,330,7
84,0,0,2,332,2
85,0,0,2,334,2
86,0,0,2,336,2
87,0,0,5,341,5
88,0,0,5,346,5
89,0,0,1,347,1
90,0,0,5,352,5
91,0,0,5,357,5
92,0,0,3,360,3
93,0,0,6,366,6
94,0,0,5,371,5
95,0,0,4,375,4
96,0,0,4,379,4
97,0,0,5,384,5
98,0,0,4,388,4
99,0,0,4,392,4
100,0,0,4,396,4
101,0,0,3,399,3
102,0,0,2,401,2
103,0,0,4,405,4
104,0,0,6,411,6
105,0,0,4,415,4
106,0,0,5,420,5
107,0,0,4,424,4
108,0,0,3,427,3
109,0,0,4,431,4
110,0,0,3,434,3
111,0,0,4,438,4
112,0,0,2,440,2
113,0,0,2,442,2
114,0,0,4,446,4
115,0,0,5,451,5
116,0,0,3,454,3
117,0,0,6,460,6
118,0,0,5,465,5
119,0,0,2,467,2
120,0,0,4,471,4
121,0,0,4,475,4
122,0,0,4,479,4
123,0,0,3,482,3
124,0,0,4,486,4
125,0,0,3,489,3
126,0,0,4,493,4
127,0,0,5,498,5
128,0,0,2,500,2
129,0,0,4,504,4
130,0,0,6,510,6
131,0,0,1,511,1
132,0,0,4,515,4
133,0,0,1,516,1
134,0,0,5,521,5
135,0,0,6,527,6
136,0,0,4,531,4
137,0,0,5,536,5
138,0,0,2,538,2
139,0,0,5,543,5
140,0,0,3,546,3
141,0,0,4,550,4
142,0,0,3,553,3
143,0,0,3,556,3
144,0,0,5,561,5
145,0,0,4,565,4
146,0,0,1,566,1
147,0,0,4,570,4
148,0,0,4,574,4
149,0,0,3,577,3
150,0,0,3,580,3
151,0,0,7,587,7
152,0,0,5,592,5
153,0,0,4,596,4
154,0,0,3,599,3
155,0,0,2,601,2
156,0,0,2,603,2
157,0,0,3,606,3
158,0,0,4,610,4
159,0,0,1,611,1
160,0,0,3,614,3
161,0,0,3,617,3
162,0,0,5,622,5
163,0,0,5,627,5
164,0,0,4,631,4
165,0,0,4,635,4
166,0,0,2,637,2
167,0,0,3,640,3
168,0,0,2,642,2
169,0,0,3,645,3
170,0,0,4,649,4
171,0,0,4,653,4
172,0,0,2,655,2
173,0,0,5,660,5
174,0,0,5,665,5
175,0,0,6,671,6
176,0,0,3,674,3
177,0,0,3,677,3
178,0,0,3,680,3
179,0,0,4,684,4
180,0,0,6,690,6
181,0,0,3,693,3
182,0,0,3,696,3
183,0,0,2,698,2
184,0,0,4,702,4
185,0,0,3,705,3
186,0,0,4,709,4
187,0,0,6,715,6
188,0,0,2,717,2
189,0,0,4,721,4
190,0,0,7,728,7
191,0,0,5,733,5
192,0,0,6,739,6
193,0,0,5,744,5
194,0,0,5,749,5
195,0,0,2,751,2
196,0,0,5,756,5
197,0,0,4,760,4
198,0,0,4,764,4
199,0,0,1,765,1
200,0,0,2,767,2
201,0,0,2,769,2
202,0,0,3,772,3
203,0,0,5,777,5
204,0,0,4,781,4
205,0,0,2,783,2
206,0,0,7,790,7
207,0,0,4,794,4
208,0,0,5,799,5
209,0,0,6,805,6
210,0,0,4,809,4
211,0,0,4,813,4
212,0,0,5,818,5
213,0,0,3,821,3
214,0,0,4,825,4
215,0,0,5,830,5
216,0,0,3,833,3
217,0,0,3,836,3
218,0,0,4,840,4
219,0,0,8,848,8
220,0,0,5,853,5
221,0,0,6,859,6
222,0,0,2,861,2
223,0,0,2,863,2
224,0,0,5,868,5
225,0,0,5,873,5
226,0,0,2,875,2
227,0,0,9,884,9
228,0,0,3,887,3
229,0,0,2,889,2
230,0,0,5,894,5
231,0,0,2,896,2
232,0,0,1,897,1
233,0,0,4,901,4
234,0,0,5,906,5
235,0,0,3,909,3
236,0,0,5,914,5
237,0,0,3,917,3
238,0,0,4,921,4
239,0,0,5,926,5
240,0,0,4,930,4
241,0,0,3,933,3
242,0,0,6,939,6
243,0,0,2,941,2
244,0,0,3,944,3
245,0,0,4,948,4
246,0,0,6,954,6
247,0,0,1,955,1
248,0,0,5,960,5
249,0,0,5,965,5
250,0,0,6,971,6
251,0,0,4,975,4
252,0,0,2,977,2
253,0,0,7,984,7
254,0,0,3,987,3
255,0,0,3,990,3
256,0,0,1,991,1
257,0,0,4,995,4
258,0,0,5,1000,5
259,0,0,1,1001,1
260,0,0,5,1006,5
261,0,0,3,1009,3
262,0,0,4,1013,4
263,0,0,4,1017,4
264,0,0,5,1022,5
265,0,0,3,1025,3
266,0,0,5,1030,5
267,0,0,3,1033,3
268,0,0,5,1038,5
269,0,0,2,1040,2
270,0,0,5,1045,5
271,0,0,3,1048,3
272,0,0,4,1052,4
273,0,0,5,1057,5
274,0,0,3,1060,3
275,0,0,4,1064,4
276,0,0,4,1068,4
277,0,0,3,1071,3
278,0,0,2,1073,2
279,0,0,5,1078,5
280,0,0,4,1082,4
281,0,0,4,1086,4
282,0,0,4,1090,4
283,0,0,3,1093,3
284,0,0,4,1097,4
285,0,0,3,1100,3
286,0,0,5,1105,5
287,0,0,5,1110,5
288,0,0,5,1115,5
289,0,0,4,1119,4
290,0,0,5,1124,5
291,0,0,4,1128,4
292,0,0,5,1133,5
293,0,0,5,1138,5
294,0,0,4,1142,4
295,0,0,4,1146,4
296,0,0,3,1149,3
297,0,0,6,1155,6
298,0,0,3,1158,3
299,0,0,4,1162,4
300,0,0,6,1168,6
301,0,0,5,1173,5
302,0,0,2,1175,2
303,0,0,5,1180,5
304,0,0,4,1184,4
305,0,0,3,1187,3
306,0,0,4,1191,4
307,0,0,4,1195,4
308,0,0,3,1198,3
309,0,0,6,1204,6
310,0,0,1,1205,1
311,0,0,3,1208,3
312,0,0,6,1214,6
313,0,0,3,1217,3
314,0,0,5,1222,5
315,0,0,3,1225,3
316,0,0,5,1230,5
317,0,0,1,1231,1
318,0,0,4,1235,4
319,0,0,9,1244,9
320,0,0,7,1251,7
321,0,0,3,1254,3
322,0,0,3,1257,3
323,0,0,3,1260,3
324,0,0,1,1261,1
325,0,0,4,1265,4
326,0,0,4,1269,4
327,0,0,5,1274,5
328,0,0,3,1277,3
329,0,0,7,1284,7
330,0,0,5,1289,5
331,0,0,2,1291,2
332,0,0,3,1294,3
333,0,0,4,1298,4
334,0,0,4,1302,4
335,0,0,3,1305,3
336,0,0,5,1310,5
337,0,0,3,1313,3
338,0,0,4,1317,4
339,0,0,4,1321,4
340,0,0,4,1325,4
341,0,0,2,1327,2
342,0,0,3,1330,3
343,0,0,3,1333,3
344,0,0,5,1338,5
345,0,0,4,1342,4
346,0,0,6,1348,6
347,0,0,1,1349,1
348,0,0,4,1353,4
349,0,0,2,1355,2
350,0,0,5,1360,5
351,0,0,6,1366,6
352,0,0,4,1370,4
353,0,0,2,1372,2
354,0,0,3,1375,3
355,0,0,4,1379,4
356,0,0,4,1383,4
357,0,0,1,1384,1
358,0,0,2,1386,2
359,0,0,5,1391,5
360,0,0,5,1396,5
361,0,0,2,1398,2
362,0,0,7,1405,7
363,0,0,5,1410,5
364,0,0,4,1414,4
365,0,0,6,1420,6
366,0,0,7,1427,7
367,0,0,5,1432,5
368,0,0,1,1433,1
369,0,0,3,1436,3
370,0,0,2,1438,2
371,0,0,2,1440,2
372,0,0,3,1443,3
373,0,0,3,1446,3
374,0,0,6,1452,6
375,0,0,2,1454,2
376,0,0,4,1458,4
377,0,0,6,1464,6
378,0,0,3,1467,3
379,0,0,6,1473,6
380,0,0,5,1478,5
381,0,0,4,1482,4
382,0,0,6,1488,6
383,0,0,0,1488,0
384,0,0,3,1491,3
385,0,0,4,1495,4
386,0,0,3,1498,3
387,0,0,3,1501,3
388,0,0,0,1501,0
389,0,0,5,1506,5
390,0,0,5,1511,5
391,0,0,3,1514,3
392,0,0,3,1517,3
393,0,0,4,1521,4
394,0,0,6,1527,6
395,0,0,1,1528,1
396,0,0,0,1528,0
397,0,0,4,1532,4
398,0,0,4,1536,4
399,0,0,3,1539,3
400,0,0,3,1542,3
401,0,0,6,1548,6
402,0,0,3,1551,3
403,0,0,3,1554,3
404,0,0,4,1558,4
405,0,0,5,1563,5
406,0,0,4,1567,4
407,0,0,2,1569,2
408,0,0,3,1572,3
409,0,0,5,1577,5
410,0,0,4,1581,4
411,0,0,4,1585,4
412,0,0,4,1589,4
413,0,0,1,1590,1
414,0,0,1,1591,1
415,0,0,4,1595,4
416,0,0,6,1601,6
417,0,0,6,1607,6
418,0,0,3,1610,3
419,0,0,4,1614,4
420,0,0,3,1617,3
421,0,0,1,1618,1
422,0,0,5,1623,5
423,0,0,5,1628,5
424,0,0,3,1631,3
425,0,0,5,1636,5
426,0,0,5,1641,5
427,0,0,6,1647,6
428,0,0,4,1651,4
429,0,0,5,1656,5
430,0,0,4,1660,4
431,0,0,3,1663,3
432,0,0,6,1669,6
433,0,0,2,1671,2
434,0,0,5,1676,5
435,0,0,4,1680,4
436,0,0,6,1686,6
437,0,0,4,1690,4
438,0,0,3,1693,3
439,0,0,5,1698,5
440,0,0,6,1704,6
441,0,0,3,1707,3
442,0,0,1,1708,1
443,0,0,5,1713,5
444,0,0,3,1716,3
445,0,0,5,1721,5
446,0,0,5,1726,5
447,0,0,3,1729,3
448,0,0,3,1732,3
449,0,0,2,1734,2
450,0,0,4,1738,4
451,0,0,6,1744,6
452,0,0,3,1747,3
453,0,0,6,1753,6
454,0,0,7,1760,7
455,0,0,4,1764,4
456,0,0,4,1768,4
457,0,0,3,1771,3
458,0,0,7,1778,7
459,0,0,4,1782,4
460,0,0,3,1785,3
461,0,0,5,1790,5
462,0,0,4,1794,4
463,0,0,5,1799,5
464,0,0,4,1803,4
465,0,0,5,1808,5
466,0,0,2,1810,2
467,0,0,3,1813,3
468,0,0,3,1816,3
469,0,0,4,1820,4
470,0,0,6,1826,6
471,0,0,2,1828,2
472,0,0,3,1831,3
473,0,0,3,1834,3
474,0,0,5,1839,5
475,0,0,3,1842,3
476,0,0,7,1849,7
477,0,0,3,1852,3
478,0,0,3,1855,3
479,0,0,6,1861,6
480,0,0,5,1866,5
481,0,0,3,1869,3
482,0,0,5,1874,5
483,0,0,4,1878,4
484,0,0,5,1883,5
485,0,0,5,1888,5
486,0,0,4,1892,4
487,0,0,6,1898,6
488,0,0,3,1901,3
489,0,0,3,1904,3
490,0,0,4,1908,4
491,0,0,4,1912,4
492,0,0,5,1917,5
493,0,0,4,1921,4
494,0,0,4,1925,4
495,0,0,3,1928,3
496,0,0,5,1933,5
497,0,0,3,1936,3
498,0,0,3,1939,3
499,0,0,3,1942,3
500,0,0,3,1945,3
501,0,0,4,1949,4
502,0,0,4,1953,4
503,0,0,5,1958,5
504,0,0,5,1963,5
505,0,0,2,1965,2
506,0,0,7,1972,7
507,0,0,4,1976,4
508,0,0,2,1978,2
509,0,0,4,1982,4
510,0,0,5,1987,5
511,0,0,3,1990,3
512,0,0,4,1994,4
513,0,0,6,2000,6
514,0,0,2,2002,2
515,0,0,4,2006,4
516,0,0,3,2009,3
517,0,0,2,2011,2
518,0,0,6,2017,6
519,0,0,5,2022,5
520,0,0,2,2024,2
521,0,0,5,2029,5
522,0,0,4,2033,4
523,0,0,3,2036,3
524,0,0,3,2039,3
525,0,0,5,2044,5
526,0,0,7,2051,7
527,0,0,3,2054,3
528,0,0,5,2059,5
529,0,0,2,2061,2
530,0,0,3,2064,3
531,0,0,5,2069,5
532,0,0,5,2074,5
533,0,0,2,2076,2
534,0,0,2,2078,2
535,0,0,1,2079,1
536,0,0,3,2082,3
537,0,0,5,2087,5
538,0,0,1,2088,1
539,0,0,5,2093,5
540,0,0,5,2098,5
541,0,0,6,2104,6
542,0,0,4,2108,4
543,0,0,5,2113,5
544,0,0,4,2117,4
545,0,0,4,2121,4
546,0,0,3,2124,3
547,0,0,2,2126,2
548,0,0,2,2128,2
549,0,0,4,2132,4
550,0,0,6,2138,6
551,0,0,5,2143,5
552,0,0,3,2146,3
553,0,0,6,2152,6
554,0,0,4,2156,4
555,0,0,2,2158,2
556,0,0,3,2161,3
557,0,0,5,2166,5
558,0,0,5,2171,5
559,0,0,5,2176,5
560,0,0,5,2181,5
561,0,0,5,2186,5
562,0,0,4,2190,4
563,0,0,4,2194,4
564,0,0,3,2197,3
565,0,0,3,2200,3
566,0,0,3,2203,3
567,0,0,3,2206,3
568,0,0,7,2213,7
569,0,0,3,2216,3
570,0,0,5,2221,5
571,0,0,7,2228,7
572,0,0,3,2231,3
573,0,0,4,2235,4
574,0,0,7,2242,7
575,0,0,4,2246,4
576,0,0,6,2252,6
577,0,0,2,2254,2
578,0,0,3,2257,3
579,0,0,3,2260,3
580,0,0,3,2263,3
581,0,0,4,2267,4
582,0,0,5,2272,5
583,0,0,4,2276,4
584,0,0,5,2281,5
585,0,0,7,2288,7
586,0,0,6,2294,6
587,0,0,1,2295,1
588,0,0,3,2298,3
589,0,0,2,2300,2
590,0,0,3,2303,3
591,0,0,5,2308,5
592,0,0,4,2312,4
593,0,0,4,2316,4
594,0,0,2,2318,2
595,0,0,2,2320,2
596,0,0,4,2324,4
597,0,0,5,2329,5
598,0,0,5,2334,5
599,0,0,6,2340,6
600,0,0,2,2342,2
601,0,0,5,2347,5
602,0,0,3,2350,3
603,0,0,3,2353,3
604,0,0,4,2357,4
605,0,0,5,2362,5
606,0,0,5,2367,5
607,0,0,3,2370,3
608,0,0,5,2375,5
609,0,0,2,2377,2
610,0,0,4,2381,4
611,0,0,9,2390,9
612,0,0,3,2393,3
613,0,0,4,2397,4
614,0,0,4,2401,4
615,0,0,1,2402,1
616,0,0,3,2405,3
617,0,0,3,2408,3
618,0,0,2,2410,2
619,0,0,5,2415,5
620,0,0,4,2419,4
621,0,0,5,2424,5
622,0,0,3,2427,3
623,0,0,2,2429,2
624,0,0,5,2434,5
625,0,0,2,2436,2
626,0,0,6,2442,6
627,0,0,5,2447,5
628,0,0,4,2451,4
629,0,0,6,2457,6
630,0,0,0,2457,0
631,0,0,3,2460,3
632,0,0,3,2463,3
633,0,0,3,2466,3
634,0,0,2,2468,2
635,0,0,5,2473,5
636,0,0,6,2479,6
637,0,0,6,2485,6
638,0,0,3,2488,3
639,0,0,3,2491,3
640,0,0,4,2495,4
641,0,0,6,2501,6
642,0,0,3,2504,3
643,0,0,3,2507,3
644,0,0,4,2511,4
645,0,0,5,2516,5
646,0,0,2,2518,2
647,0,0,4,2522,4
648,0,0,3,2525,3
649,0,0,3,2528,3
650,0,0,2,2530,2
651,0,0,3,2533,3
652,0,0,3,2536,3
653,0,0,7,2543,7
654,0,0,4,2547,4
655,0,0,3,2550,3
656,0,0,1,2551,1
657,0,0,2,2553,2
658,0,0,6,2559,6
659,0,0,2,2561,2
660,0,0,4,2565,4
661,0,0,2,2567,2
662,0,0,5,2572,5
663,0,0,4,2576,4
664,0,0,6,2582,6
665,0,0,4,2586,4
666,0,0,4,2590,4
667,0,0,4,2594,4
668,0,0,4,2598,4
669,0,0,6,2604,6
670,0,0,3,2607,3
671,0,0,3,2610,3
672,0,0,5,2615,5
673,0,0,3,2618,3
674,0,0,4,2622,4
675,0,0,6,2628,6
676,0,0,5,2633,5
677,0,0,7,2640,7
678,0,0,5,2645,5
679,0,0,5,2650,5
680,0,0,5,2655,5
681,0,0,2,2657,2
682,0,0,3,2660,3
683,0,0,5,2665,5
684,0,0,5,2670,5
685,0,0,2,2672,2
686,0,0,4,2676,4
687,0,0,6,2682,6
688,0,0,6,2688,6
689,0,0,4,2692,4
690,0,0,4,2696,4
691,0,0,2,2698,2
692,0,0,4,2702,4
693,0,0,6,2708,6
694,0,0,4,2712,4
695,0,0,6,2718,6
696,0,0,3,2721,3
697,0,0,3,2724,3
698,0,0,6,2730,6
699,0,0,6,2736,6
700,0,0,2,2738,2
701,0,0,4,2742,4
702,0,0,3,2745,3
703,0,0,2,2747,2
704,0,0,8,2755,8
705,0,0,4,2759,4
706,0,0,5,2764,5
707,0,0,4,2768,4
708,0,0,3,2771,3
709,0,0,5,2776,5
710,0,0,1,2777,1
711,0,0,2,2779,2
712,0,0,6,2785,6
713,0,0,6,2791,6
714,0,0,4,2795,4
715,0,0,5,2800,5
716,0,0,5,2805,5
717,0,0,2,2807,2
718,0,0,4,2811,4
719,0,0,4,2815,4
720,0,0,1,2816,1
721,0,0,5,2821,5
722,0,0,4,2825,4
723,0,0,4,2829,4
724,0,0,3,2832,3
725,0,0,2,2834,2
726,0,0,2,2836,2
727,0,0,9,2845,9
728,0,0,2,2847,2
729,0,0,4,2851,4
730,0,0,1,2852,1
731,0,0,5,2857,5
