step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,23.663489955512656,19.845603567595134,3,6,0,2,6,0,2,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.99731431560174,59.87401853160516,5,10,0,2,10,0,2,-105.0,70.5,-47.5,192878,1,32,5,1,1,5.0,578752,1.157336,nan,0.578752,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,168,1,2
4,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,1,562500.0,49.093211076505035,18.756089683135905,18,36,1,7,36,0,8,-105.0,70.5,-47.5,192878,3,32,18,3,5,5.0,2025548,3.182884,nan,2.025548,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,504,3,7
5,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,3,562500.0,36.58589435542011,18.397070658218176,20,40,3,4,40,0,7,-105.0,70.5,-47.5,192878,7,32,20,7,13,5.0,1158344,4.341228,nan,1.158344,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,1176,7,4
6,-47.5,57.5,60,30,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.725885519320755,32.45463389222801,30,60,1,5,60,0,6,-105.0,70.5,-47.5,192878,16,32,30,11,20,5.0,1449148,5.790376,nan,1.449148,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,2688,16,5
7,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.41671971050961,29.39292037839499,33,66,0,4,66,0,4,-105.0,70.5,-47.5,192878,13,32,33,9,20,5.0,1159352,6.949728,nan,1.159352,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,2184,13,4
8,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,0,562500.0,25.925153121048417,18.823537833675402,36,72,0,2,72,0,2,-105.0,70.5,-47.5,192878,13,32,36,9,20,5.0,580768,7.530496,nan,0.580768,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,2184,13,2
9,-47.5,57.5,82,41,0,0.0,0.0,0,0.0,57.5,2,562500.0,45.13684467482131,28.425133439603023,41,82,2,4,82,0,6,-105.0,70.5,-47.5,192878,20,32,41,11,21,5.0,1160528,8.691024,nan,1.160528,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,3360,20,4
10,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,3,562500.0,48.872358966304766,33.96010389850657,49,98,3,4,98,0,7,-105.0,70.5,-47.5,192878,35,32,49,10,27,5.0,1163048,9.854072,nan,1.163048,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,5880,35,4
