step,selection_mode,window_steps,validation_capacity,regular_vehicle_count,visitor_vehicle_count,regular_validation_retained_mean,visitor_validation_retained_mean,regular_validation_seen_mean,visitor_validation_seen_mean,policy_examples_per_vehicle_mean,policy_examples_per_vehicle_min,policy_examples_per_vehicle_max,latest_fidelity_step,latest_tail_rmse,window_opportunities,window_attempts,window_labeled_pulls,window_attempt_rate,window_mean_realized_gain,window_beneficial_pull_fraction,window_adopted_pull_fraction,window_gain_prediction_pearson,window_selected_predicted_top_fraction,window_mean_candidate_score_std,window_available_regular_provider_fraction,window_selected_regular_provider_fraction,window_regular_provider_selection_enrichment,window_available_more_experienced_provider_fraction,window_selected_more_experienced_provider_fraction,window_more_experienced_selection_enrichment,window_selected_provider_sample_advantage_mean,cumulative_opportunities,cumulative_attempts,cumulative_labeled_pulls,cumulative_attempt_rate,cumulative_mean_realized_gain,cumulative_beneficial_pull_fraction,cumulative_adopted_pull_fraction,cumulative_gain_prediction_pearson,cumulative_selected_predicted_top_fraction,cumulative_mean_candidate_score_std,cumulative_available_regular_provider_fraction,cumulative_selected_regular_provider_fraction,cumulative_regular_provider_selection_enrichment,cumulative_available_more_experienced_provider_fraction,cumulative_selected_more_experienced_provider_fraction,cumulative_more_experienced_selection_enrichment,cumulative_selected_provider_sample_advantage_mean
25,policy,100,400,2,18,83.0,55.5,83.0,55.5,11.35,0,14,-1,nan,385,32,32,0.08311688311688312,0.1736237221576591,0.53125,0.53125,0.2448917828084949,0.6875,0.007984546564820425,nan,0.0,nan,0.4887445887445887,0.5625,1.1509078830823738,3.90625,385,32,32,0.08311688311688312,0.1736237221576591,0.53125,0.53125,0.2448917828084949,0.6875,0.007984546564820425,nan,0.0,nan,0.4887445887445887,0.5625,1.1509078830823738,3.90625
50,policy,100,400,2,18,176.5,129.88888888888889,176.5,129.88888888888889,30.6,19,44,-1,nan,861,62,62,0.07200929152148665,0.1822940169450694,0.6451612903225806,0.6451612903225806,0.17422790153603002,0.5806451612903226,0.04320795721049733,nan,0.0,nan,0.5155052264808363,0.5645161290322581,1.0950735318165465,21.64516129032258,861,62,62,0.07200929152148665,0.1822940169450694,0.6451612903225806,0.6451612903225806,0.17422790153603002,0.5806451612903226,0.04320795721049733,nan,0.0,nan,0.5155052264808363,0.5645161290322581,1.0950735318165465,21.64516129032258
75,policy,100,400,2,18,267.0,128.22222222222223,267.0,128.22222222222223,63.7,0,81,-1,nan,1269,93,93,0.07328605200945626,0.21834492000646852,0.7204301075268817,0.7204301075268817,0.08111418515395165,0.6344086021505376,0.04674978069137187,nan,0.0,nan,0.5115670381627828,0.5806451612903226,1.1350323964882953,37.55913978494624,1269,93,93,0.07328605200945626,0.21834492000646852,0.7204301075268817,0.7204301075268817,0.08111418515395165,0.6344086021505376,0.04674978069137187,nan,0.0,nan,0.5115670381627828,0.5806451612903226,1.1350323964882953,37.55913978494624
100,policy,100,400,2,18,354.0,169.88888888888889,354.0,169.88888888888889,86.9,0,107,100,23.11273134476117,1716,119,119,0.06934731934731934,0.20629881778511977,0.7142857142857143,0.7142857142857143,0.12626378785167783,0.6218487394957983,0.04149460603149256,nan,0.0,nan,0.5126526251526251,0.5546218487394958,1.0818667876212977,40.95798319327731,1716,119,119,0.06934731934731934,0.20629881778511977,0.7142857142857143,0.7142857142857143,0.12626378785167783,0.6218487394957983,0.04149460603149256,nan,0.0,nan,0.5126526251526251,0.5546218487394958,1.0818667876212977,40.95798319327731
125,policy,100,400,2,18,389.0,95.22222222222223,389.0,95.22222222222223,104.9,0,129,100,23.11273134476117,1687,119,119,0.07053941908713693,0.27638962831810526,0.7983193277310925,0.7983193277310925,0.047175077027262945,0.6470588235294118,0.04680469994268464,nan,0.0,nan,0.5175642871256386,0.6050420168067226,1.1690180946736166,95.83193277310924,2072,151,151,0.07287644787644787,0.2546114230390703,0.7417218543046358,0.7417218543046358,0.0883286245478873,0.6556291390728477,0.03959149576774365,nan,0.0,nan,0.5122092756021327,0.5960264900662252,1.1636386111234716,76.35099337748345
150,policy,100,400,2,18,400.0,110.88888888888889,480.0,110.88888888888889,121.55,0,154,100,23.11273134476117,1650,118,118,0.07151515151515152,0.2999084205443092,0.8135593220338984,0.8135593220338984,-0.025349900192171152,0.7372881355932204,0.03851826792730478,nan,0.0,nan,0.5126825396825396,0.6186440677966102,1.206680586742204,136.9915254237288,2511,180,180,0.07168458781362007,0.25939679263790444,0.7555555555555555,0.7555555555555555,0.048184127905921526,0.6833333333333333,0.04012632148080092,nan,0.0,nan,0.5136504143672602,0.6,1.1681096388077665,97.2611111111111
175,policy,100,400,2,18,400.0,136.27777777777777,572.0,137.05555555555554,158.45,131,168,100,23.11273134476117,1702,120,120,0.07050528789659224,0.3035801966873878,0.7916666666666666,0.7916666666666666,0.025255878401720177,0.7416666666666667,0.031019394051420512,nan,0.0,nan,0.5191525376307985,0.6416666666666667,1.2359886934097886,159.475,2971,213,213,0.07169303264893975,0.26636479419290193,0.7605633802816901,0.7605633802816901,0.05677883461036151,0.6948356807511737,0.037738296995243566,nan,0.0,nan,0.5159125514897982,0.6150234741784038,1.192107988848892,106.24413145539906
200,policy,100,400,2,18,400.0,153.11111111111111,628.0,153.11111111111111,164.8,0,194,200,21.4347065399762,1679,122,122,0.07266229898749256,0.32669397780828885,0.819672131147541,0.819672131147541,-0.01583201539376314,0.8360655737704918,0.028501684917236415,nan,0.0,nan,0.5217674919878612,0.6721311475409836,1.288181341041884,145.9016393442623,3395,241,241,0.07098674521354933,0.2672457452657282,0.7676348547717843,0.7676348547717843,0.08421834993113732,0.7302904564315352,0.035068946369979724,nan,0.0,nan,0.5171603899291676,0.6141078838174274,1.1874611740886385,94.08298755186722
225,policy,100,400,2,18,400.0,178.77777777777777,704.0,178.77777777777777,212.95,97,226,200,21.4347065399762,1744,115,115,0.06594036697247706,0.32995270424188805,0.8173913043478261,0.8173913043478261,0.001981618151181594,0.7739130434782608,0.0258973445975876,nan,0.0,nan,0.5230955111402359,0.6521739130434783,1.2467587642300335,186.3304347826087,3816,266,266,0.06970649895178196,0.28718378145382234,0.7744360902255639,0.7744360902255639,0.07160151273588562,0.706766917293233,0.03333295288494696,nan,0.0,nan,0.5171845362883098,0.6203007518796992,1.1993799279681212,123.8984962406015
250,policy,100,400,2,18,400.0,100.38888888888889,794.5,106.16666666666667,170.5,0,260,200,21.4347065399762,1724,115,115,0.06670533642691415,0.3312239311029035,0.7913043478260869,0.7913043478260869,0.020567823725258106,0.7478260869565218,0.022794383528225878,nan,0.0,nan,0.5216578278643244,0.6521739130434783,1.2501948177668278,197.3217391304348,4235,295,295,0.06965761511216056,0.2873972025479888,0.7694915254237288,0.7694915254237288,0.05056592290934027,0.7084745762711865,0.03307076987979989,nan,0.0,nan,0.5169101028841289,0.6203389830508474,1.2000906532676212,136.26779661016948
