step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_balanced_rmse_total,t2_b0_reachable_rmse_total,t2_b0_censored_rmse_total,t2_b0_unavailable_censored_rmse_total,t2_b0_false_reachable_rate_total,t2_b0_active_models_total
50,1,5000,30.47916094900866,28.974515457386538,26.85335025795628,14.644321083361183,12.013297396440317,0.9004739336492891,211
100,1,5000,31.561364035601425,28.664084353353804,24.279096578200658,14.711588744562823,12.795420125940167,0.9764705882352941,170
150,1,5000,30.897439835069893,28.845532800285557,25.854952999454998,14.791253104119624,12.436081541689028,0.9175824175824175,182
200,1,5000,31.432064688109232,28.535527307618228,24.094918178593915,14.653837668465039,12.689961535131815,0.9854368932038835,206
250,1,5000,31.148318625884887,28.76048755418307,25.232944576128062,14.68483816572839,12.49170898338173,0.9509803921568627,204
300,1,5000,31.235037361541096,28.831421038124013,25.27693424433304,14.6533820235852,12.432384738091704,0.967741935483871,155
350,1,5000,32.10923627808539,29.082544572132537,24.45825404800896,15.392135079266868,13.602274508140084,0.9717514124293786,177
359,1,5000,31.822396062179564,29.143161504894426,25.06698737934211,15.437025750688424,13.409395656540827,0.9447236180904522,199
