step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,108,108,101,59.529928,59.529928,0,5074272,54441920,0
2,2445,4890,29,29,29,57.34898,116.878908,0,1362536,55648200,334300
3,2469,4938,32,32,32,58.18748,175.066388,0,1503488,56194440,485200
4,2401,4802,35,35,35,56.86666,231.933048,0,1644440,54646760,570700
5,2489,4978,41,41,41,59.21966,291.152708,0,1926344,56649640,638100
6,2714,5428,39,39,39,64.29172,355.444428,0,1832376,61770640,683400
7,2852,5704,34,34,34,67.2876,422.732028,0,1597456,64911520,774000
8,2837,5674,34,34,33,66.832164,489.564192,0,1597456,64570120,660100
9,2809,5618,43,43,43,66.7408,556.304992,0,2020312,63932840,781800
10,2728,5456,30,30,30,64.12758,620.432572,0,1409520,62089280,624700
11,2658,5316,44,44,44,63.17596,683.608532,0,2067296,60496080,606600
12,2645,5290,41,41,41,62.70472,746.313252,0,1926344,60200200,572600
13,2570,5140,47,47,47,61.49384,807.807092,0,2208248,58493200,786000
14,2448,4896,36,36,36,58.2318,866.038892,0,1691424,55716480,819000
15,2515,5030,36,36,36,59.99382,926.032712,0,1691424,57241400,1056100
16,2476,4952,42,42,42,59.2464,985.279112,0,1973328,56353760,913600
17,2669,5338,32,32,32,63.11518,1048.394292,0,1503488,60746440,860900
18,2887,5774,42,42,42,68.74816,1117.142452,0,1973328,65708120,1061000
19,2923,5846,42,42,42,69.33642,1186.478872,0,1973328,66527480,829900
20,2937,5874,50,50,50,70.18542,1256.664292,0,2349200,66846120,983300
21,2834,5668,32,32,31,66.712844,1323.377136,0,1503488,64501840,703300
22,2758,5516,27,27,26,64.532084,1387.90922,0,1268568,62772080,487900
23,2819,5638,45,45,45,67.09154,1455.00076,0,2114280,64160440,810700
24,3034,6068,36,36,36,71.51496,1526.51572,0,1691424,69053840,764800
25,3114,6228,39,39,39,73.36662,1599.88234,0,1832376,70874640,654300
26,3155,6310,11,11,11,73.07964,1672.96198,157320,516824,71807800,596200
27,3435,6870,32,32,32,80.51794,1753.47992,213200,1503488,78180600,616300
28,3277,6554,42,42,42,77.55876,1831.03868,221200,1973328,74584520,774000
29,3469,6938,43,43,43,81.87942,1912.9181,240720,2020312,78954440,658100
30,3363,6726,44,44,44,79.54586,1992.46396,231200,2067296,76541880,699500
31,3345,6690,32,32,32,78.69508,2071.15904,235240,1503488,76132200,819800
32,3188,6376,40,40,40,75.52818,2146.68722,227200,1879360,72558880,857300
33,3061,6122,48,48,48,72.94782,2219.63504,222400,2255232,69668360,795300
34,3182,6364,40,40,39,75.125584,2294.760624,238400,1879360,72422320,580200
35,3241,6482,47,47,47,76.87068,2371.631304,240280,2208248,73765160,650600
36,3437,6874,33,33,33,80.7291,2452.360404,250120,1550472,78226120,697900
37,3581,7162,37,37,37,84.36676,2536.727164,256160,1738408,81503560,863600
38,3496,6992,56,56,56,83.02358,2619.750744,251000,2631104,79568960,564900
39,3434,6868,49,49,49,81.41968,2701.170424,245560,2302216,78157840,707400
40,3331,6662,48,48,48,78.8008,2779.971224,236280,2255232,75813560,489200
41,3788,7576,41,41,41,89.5257,2869.496924,273800,1926344,86214880,1105100
42,3805,7610,36,36,36,89.26382,2958.760744,270400,1691424,86601800,695300
43,3852,7704,54,54,54,90.9671,3049.727844,282600,2537136,87671520,468500
44,4061,8122,47,47,47,95.4577,3145.185544,292800,2208248,92428360,521900
45,4226,8452,43,43,43,99.1307,3244.316244,309680,2020312,96183760,611100
46,4392,8784,41,41,41,102.84012,3347.156364,323880,1926344,99961920,622400
47,4462,8924,51,51,51,105.19834,3452.354704,331200,2396184,101555120,908900
48,4511,9022,44,44,44,106.0361,3558.390804,334560,2067296,102670360,957900
49,4231,8462,67,67,67,100.27888,3658.669684,320280,3147928,96297560,504000
50,4357,8714,51,51,51,102.60526,3761.274944,332120,2396184,99165320,704700
51,4481,8962,41,41,41,104.69246,3865.967404,334080,1926344,101987560,438900
52,4400,8800,48,48,48,103.0761,3969.043504,325040,2255232,100144000,345300
53,4341,8682,40,40,40,101.3523,4070.395804,317840,1879360,98801160,348500
54,4185,8370,48,48,48,98.23736,4168.633164,298600,2255232,95250600,426400
55,4303,8606,46,46,46,101.11478,4269.747944,305280,2161264,97936280,705700
56,4436,8872,47,47,47,104.02338,4373.771324,312880,2208248,100963360,532500
57,4746,9492,42,42,42,111.09894,4484.870264,327640,1973328,108018960,773300
58,5132,10264,46,46,46,120.16082,4605.031084,373080,2161264,116804320,815900
59,5384,10768,58,58,58,126.20504,4731.236124,392040,2725072,122539840,540200
60,5477,10954,44,44,44,127.58008,4858.816204,397880,2067296,124656520,452400
61,5747,11494,48,48,48,133.88178,4992.697984,425200,2255232,130801720,393100
62,5591,11182,45,45,45,130.11872,5122.816704,398960,2114280,127251160,348200
63,5443,10886,46,46,46,126.86136,5249.678064,390560,2161264,123882680,420600
64,5218,10436,71,71,71,123.1079,5372.785964,381000,3335864,118761680,619700
65,4486,8972,55,55,55,105.51822,5478.304184,312560,2584120,102101360,512700
66,3998,7996,50,50,50,94.30092,5572.605104,285240,2349200,90994480,665200
67,3965,7930,50,50,50,93.41202,5666.017124,287920,2349200,90243400,524700
68,3623,7246,40,40,40,84.94384,5750.960964,267760,1879360,82459480,331800
69,3533,7066,49,49,49,83.20522,5834.166184,260360,2302216,80411080,224900
70,3644,7288,42,42,42,85.45952,5919.625704,273640,1973328,82937440,269400
71,3756,7512,40,40,38,87.909288,6007.534992,276000,1879360,85486560,262200
72,3767,7534,44,44,43,88.457444,6095.992436,281480,2067296,85736920,365900
73,3793,7586,35,35,35,88.54408,6184.536516,277200,1644440,86328680,289000
74,3984,7968,56,56,55,94.008944,6278.54546,283920,2631104,90675840,410600
75,4216,8432,38,38,38,98.52934,6377.0748,295720,1785392,95956160,486900
76,4420,8840,45,45,45,103.5223,6480.5971,304600,2114280,100599200,498100
77,4540,9080,46,46,45,106.374924,6586.972024,308840,2161264,103330400,568300
78,4516,9032,43,43,43,105.72048,6692.692504,310960,2020312,102784160,599200
79,4599,9198,49,49,49,107.93758,6800.630084,314360,2302216,104673240,641100
80,4543,9086,42,42,42,106.23826,6906.868344,328640,1973328,103398680,531900
81,3909,7818,50,50,50,92.03114,6998.899484,291000,2349200,88968840,415300
82,3417,6834,47,47,47,80.54962,7079.449104,247360,2208248,77770920,316700
83,3362,6724,46,46,46,79.15712,7158.606224,240480,2161264,76519120,230000
84,3403,6806,43,43,43,80.097,7238.703224,229760,2020312,77452280,388800
85,3231,6462,48,48,48,76.67204,7315.375264,224920,2255232,73537560,647800
86,3030,6060,51,51,51,72.29268,7387.667944,206760,2396184,68962800,720000
87,2905,5810,30,30,30,68.00862,7455.676564,203720,1409520,66117800,273500
88,2952,5904,30,30,29,69.128184,7524.804748,215200,1409520,67187520,312000
89,2884,5768,38,38,38,67.8742,7592.678948,220600,1785392,65639840,223200
90,2992,5984,29,29,29,69.98186,7662.660808,226960,1362536,68097920,290500
91,2934,5868,48,48,48,69.48496,7732.145768,224360,2255232,66777840,221000
92,2988,5976,32,32,32,70.04516,7802.190928,220840,1503488,68006880,309600
93,3038,6076,34,34,34,71.34952,7873.540448,225360,1597456,69144880,377200
94,3032,6064,38,38,38,71.25684,7944.797288,219760,1785392,69008320,238200
95,3066,6132,38,38,38,72.29742,8017.094708,227200,1785392,69782160,497500
96,3214,6428,52,52,51,76.640604,8093.735312,244960,2443168,73150640,794900
97,3281,6562,46,46,46,77.77882,8171.514132,241640,2161264,74675560,694100
98,2993,5986,38,38,38,70.80048,8242.314612,213040,1785392,68120680,676200
99,2973,5946,50,50,50,70.65448,8312.969092,200600,2349200,67665480,432400
100,2891,5782,37,37,37,68.11142,8381.080512,201520,1738408,65799160,367300
101,2729,5458,40,40,40,64.5338,8445.614312,191560,1879360,62112040,345400
102,2707,5414,30,30,30,63.47038,8509.084692,191560,1409520,61611320,253900
103,2686,5372,32,32,32,63.04588,8572.130572,194880,1503488,61133360,209800
104,2694,5388,47,47,47,63.92396,8636.054532,195480,2208248,61315440,198400
105,2109,4218,45,45,45,50.57728,8686.631812,155840,2114280,48000840,300200
106,1882,3764,36,36,36,45.0327,8731.664512,140160,1691424,42834320,361900
107,1840,3680,42,42,42,44.30022,8775.964732,136680,1973328,41878400,306100
108,1730,3460,37,37,37,41.5002,8817.464932,120560,1738408,39374800,261400
109,1701,3402,29,29,29,40.37166,8857.836592,111720,1362536,38714760,178700
110,1684,3368,34,34,34,40.23142,8898.068012,117000,1597456,38327840,184500
111,1675,3350,36,36,36,40.09154,8938.159552,114320,1691424,38123000,157900
112,1772,3544,38,38,38,42.70576,8980.865312,126280,1785392,40330720,458200
113,1596,3192,37,37,37,38.74718,9019.612492,115480,1738408,36324960,563300
114,1660,3320,30,30,29,40.226384,9059.838876,117520,1409520,37781600,913800
115,1718,3436,38,38,38,41.8496,9101.688476,121760,1785392,39101680,835600
116,1659,3318,45,45,45,40.27386,9141.962336,112920,2114280,37758840,281700
117,1696,3392,39,39,39,40.91922,9182.881556,117280,1832376,38600960,363300
118,1600,3200,32,32,32,38.2717,9221.153256,113760,1503488,36416000,234100
119,1589,3178,30,30,30,37.93738,9259.090636,115840,1409520,36165640,242300
120,1649,3298,26,26,25,39.184784,9298.27542,120160,1221584,37531240,308400
121,1616,3232,48,48,48,39.49758,9337.773,120360,2255232,36780160,335300
122,1664,3328,34,34,34,39.90686,9377.67986,118240,1597456,37872640,313900
123,1819,3638,32,32,32,43.39686,9421.07672,129080,1503488,41400440,359500
124,1661,3322,32,32,32,39.8333,9460.91002,122400,1503488,37804360,398700
125,1537,3074,26,26,25,36.588144,9497.498164,114640,1221584,34982120,266400
126,1526,3052,42,42,42,37.00534,9534.503504,115640,1973328,34731760,178900
127,1430,2860,34,34,34,34.39874,9568.902244,110760,1597456,32546800,139100
128,1431,2862,34,34,34,34.49602,9603.398264,110280,1597456,32569560,214100
129,1390,2780,36,36,36,33.8712,9637.269464,106080,1691424,31636400,432400
130,1358,2716,36,36,35,33.202104,9670.471568,96440,1691424,30908080,501400
131,1534,3068,34,34,34,37.23016,9707.701728,103240,1597456,34913840,611000
132,1820,3640,30,30,30,43.73864,9751.440368,126640,1409520,41423200,775200
133,1754,3508,31,31,31,41.94278,9793.383148,128920,1456504,39921040,432100
134,1583,3166,29,29,29,37.87004,9831.253188,117280,1362536,36029080,357200
135,1492,2984,35,35,35,35.98962,9867.242808,113200,1644440,33957920,269300
136,1595,3190,44,44,44,39.20264,9906.445448,119560,2067296,36302200,707600
137,1910,3820,31,31,31,45.59468,9952.040128,140360,1456504,43471600,522000
138,2171,4342,33,33,33,51.54316,10003.583288,161440,1550472,49411960,414800
139,2147,4294,31,31,31,50.81904,10054.402328,162600,1456504,48865720,330000
140,2246,4492,29,29,29,52.96212,10107.364448,167480,1362536,51118960,309200
141,2216,4432,42,42,42,52.87716,10160.241608,168560,1973328,50436160,293400
142,2274,4548,40,40,40,54.1016,10214.343208,170960,1879360,51756240,289600
143,2376,4752,43,43,43,56.7131,10271.056308,176280,2020312,54077760,432900
144,2366,4732,34,34,34,56.14788,10327.204188,175240,1597456,53850160,520400
145,2538,5076,34,34,34,59.98928,10387.193468,188120,1597456,57764880,434200
146,2670,5340,44,44,43,63.431024,10450.624492,203680,2067296,60769200,385000
147,2540,5080,48,48,48,60.84668,10511.471172,189120,2255232,57810400,585400
148,2777,5554,34,34,34,65.65478,10577.125952,194680,1597456,63204520,653500
149,3057,6114,34,34,34,71.92342,10649.049372,223920,1597456,69577320,520100
150,3186,6372,40,40,40,75.1054,10724.154772,234640,1879360,72513360,472600
151,3169,6338,40,40,40,74.62808,10798.782852,233640,1879360,72126440,383200
152,3116,6232,37,37,37,73.1826,10871.965452,233600,1738408,70920160,285400
153,3312,6624,41,41,41,78.00854,10949.973992,243200,1926344,75381120,452300
154,3615,7230,54,54,54,85.78848,11035.762472,275000,2537136,82277400,691600
155,3535,7070,45,45,45,83.49418,11119.256652,257280,2114280,80456600,659900
156,3586,7172,56,56,56,85.08006,11204.336712,267680,2631104,81617360,556300
157,3505,7010,37,37,37,81.9828,11286.319512,252560,1738408,79773800,213000
158,3435,6870,34,34,34,80.1344,11366.453912,242520,1597456,78180600,109200
159,3601,7202,38,38,38,84.26686,11450.720772,267240,1785392,81958760,250300
160,3676,7352,49,49,49,86.57062,11537.291392,277080,2302216,83665760,318900
161,4006,8012,59,59,58,94.905444,11632.196836,297840,2772056,91176560,651100
162,4040,8080,57,57,57,95.77922,11727.976056,293480,2678088,91950400,849500
163,3662,7324,41,41,40,86.311864,11814.28792,266360,1926344,83347120,766600
164,3571,7142,44,44,44,84.05762,11898.34554,268280,2067296,81275960,440100
165,4045,8090,51,51,51,95.40548,11993.75102,291560,2396184,92064200,646600
166,4358,8716,54,54,54,102.60698,12096.358,322920,2537136,99188080,551500
167,4124,8248,39,39,38,96.579564,12192.937564,303680,1832376,93862240,576100
168,4263,8526,52,52,52,100.08244,12293.020004,304120,2443168,97025880,302200
169,4273,8546,41,41,41,99.86728,12392.887284,307480,1926344,97253480,374400
170,4340,8680,40,40,40,101.4681,12494.355384,306000,1879360,98778400,498900
171,4415,8830,50,50,50,103.52204,12597.877424,322840,2349200,100485400,357800
172,4831,9662,44,44,44,112.92534,12710.802764,359400,2067296,109953560,539100
173,4972,9944,67,67,66,116.998544,12827.801308,362120,3147928,113162720,316800
174,4987,9974,52,52,52,116.82934,12944.630648,366880,2443168,113504120,508100
