step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
50,0,10000,0,8650,1,1.0,338,42,42,0.26399047619047616,0.5048227937409996,28.783174147031975,0.030089268114105488,5.92562756010602,34649,1537,29516.166666666668,0.26399047619047616,1513.4761904761904,20.598041489010765,0.02997193357926652,0.2619238095238095,20.63978148532355
100,1,10000,0,22179,1,1.0,772,46,46,0.37465,0.6822521862673291,22.428013861333255,0.07590054765639061,7.578885717321605,39351,3402,38693.02173913043,0.37465,3368.6739130434785,16.64212935903798,0.07566057302513735,0.37451521739130433,16.642564487403718
