step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,59.35386483346665,45.681154542495044,3,6,2,3,6,0,5,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,29.465711379201437,22.244874001229533,5,10,0,4,10,0,4,-105.0,70.5,-47.5,192878,3,32,5,3,3,5.0,1157672,2.025548,nan,1.157672,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,504,3,4
4,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.92998438644306,32.97203232869852,18,36,1,6,36,0,7,-105.0,70.5,-47.5,192878,6,32,18,5,11,5.0,1736760,3.762308,nan,1.73676,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1008,6,6
5,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.93653522565272,29.62189974004157,20,40,2,6,40,0,8,-105.0,70.5,-47.5,192878,8,32,20,7,13,5.0,1737096,5.499404,nan,1.737096,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1344,8,6
6,-47.5,57.5,60,30,0,0.0,0.0,0,0.0,57.5,0,562500.0,37.58791861211379,29.586677909327964,30,60,0,7,60,0,7,-105.0,70.5,-47.5,192878,14,32,30,10,22,5.0,2027396,7.5268,nan,2.027396,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,2352,14,7
7,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,1,562500.0,36.02835300194625,21.640715202388158,33,66,1,7,66,0,8,-105.0,70.5,-47.5,192878,23,32,33,11,25,5.0,2028908,9.555708,nan,2.028908,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,3864,23,7
8,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.22226388554246,28.52185183843458,36,72,1,5,72,0,6,-105.0,70.5,-47.5,192878,27,32,36,11,26,5.0,1450996,11.006704,nan,1.450996,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,4536,27,5
9,-47.5,57.5,82,41,0,0.0,0.0,0,0.0,57.5,1,545056.4177307889,27.547032901538408,13.717503489944981,41,82,1,8,82,0,9,-105.0,70.5,-47.5,192878,40,32,41,11,31,5.0,2321056,13.32776,nan,2.321056,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,6720,40,8
10,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,3,539363.2085125584,31.709111447635987,10.34422074737504,49,98,3,8,98,0,11,-105.0,70.5,-47.5,192878,55,32,49,14,40,5.0,2323576,15.651336,nan,2.323576,nan,8,0,2313280,16,0,0,8,1056,512,128,544,136,264,8,9240,55,8
