step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
10,0,10000,783,33510,18,12.947368421052632,783,120,38,0.15580526315789472,0.3823632859212988,36.3840925670449,0.020391688599994955,12.979641383549389,277,1229,202.05263157894737,0.15321807580802926,970.2894736842105,24.474034861514443,0.024844224316983545,0.16345263157894738,24.50878336111577
20,0,10000,1350,153305,20,15.4,1350,178,45,0.21538666666666667,0.4953993287593929,30.71958923635047,0.048023290905540465,12.437225351139851,494,3138,371.8888888888889,0.21092901047815252,2572.7555555555555,21.186257765028213,0.049028066251264844,0.21925555555555556,21.20973095591319
30,0,10000,1519,304034,20,15.651162790697674,1519,185,43,0.23120697674418605,0.5308927472445497,29.084581630256874,0.05208499760345103,12.454007243216695,530,4324,409.5581395348837,0.22759680764752482,3688.139534883721,20.326572817425394,0.05347462444777195,0.2351046511627907,20.33554865140079
40,0,10000,1617,439997,21,16.37142857142857,1617,174,35,0.25176,0.576224844388437,27.365407100668413,0.057827585419852556,12.099067689085055,738,5950,542.2857142857143,0.24802753920013929,5036.971428571429,19.241867555890764,0.05941159016730194,0.2563142857142857,19.281454431655305
50,1,10000,1768,555906,23,16.352941176470587,1768,185,34,0.28256176470588235,0.6446609116782238,25.271763687485187,0.06613535332650396,11.862259551454413,918,9147,632.3235294117648,0.27835158356554823,7090.970588235294,18.072519470663632,0.0674746012800391,0.28655294117647057,18.083026998851064
