step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,89,89,88,4.193544,4.193544,0,4181576,0,0
2,2445,4890,9,9,9,0.42408,4.617624,0,422856,0,0
3,2469,4938,15,15,13,0.706528,5.324152,0,704760,0,0
4,2401,4802,10,10,10,0.4712,5.795352,0,469840,0,0
5,2489,4978,5,5,5,0.2356,6.030952,0,234920,0,0
6,2714,5428,13,13,13,0.61256,6.643512,0,610792,0,0
7,2852,5704,14,14,14,0.65968,7.303192,0,657776,0,0
8,2837,5674,12,12,11,0.565304,7.868496,0,563808,0,0
9,2809,5618,18,18,18,0.84816,8.716656,0,845712,0,0
10,2728,5456,10,10,10,0.4712,9.187856,0,469840,0,0
11,2658,5316,13,13,13,0.61256,9.800416,0,610792,0,0
12,2645,5290,13,13,13,0.61256,10.412976,0,610792,0,0
13,2570,5140,15,15,15,0.7068,11.119776,0,704760,0,0
14,2448,4896,11,11,11,0.51832,11.638096,0,516824,0,0
15,2515,5030,9,9,9,0.42408,12.062176,0,422856,0,0
16,2476,4952,10,10,10,0.4712,12.533376,0,469840,0,0
17,2669,5338,9,9,9,0.42408,12.957456,0,422856,0,0
18,2887,5774,24,24,24,1.13088,14.088336,0,1127616,0,0
19,2923,5846,18,18,18,0.84816,14.936496,0,845712,0,0
20,2937,5874,10,10,10,0.4712,15.407696,0,469840,0,0
21,2834,5668,12,12,12,0.56544,15.973136,0,563808,0,0
22,2758,5516,8,8,8,0.37696,16.350096,0,375872,0,0
23,2819,5638,14,14,14,0.65968,17.009776,0,657776,0,0
24,3034,6068,14,14,14,0.65968,17.669456,0,657776,0,0
25,3114,6228,7,7,7,0.32984,17.999296,0,328888,0,0
26,3155,6310,12,12,12,0.56544,18.564736,0,563808,0,0
27,3435,6870,14,14,14,0.65968,19.224416,0,657776,0,0
28,3277,6554,19,19,19,0.89528,20.119696,0,892696,0,0
29,3469,6938,18,18,18,0.84816,20.967856,0,845712,0,0
30,3363,6726,18,18,18,0.84816,21.816016,0,845712,0,0
31,3345,6690,11,11,11,0.51832,22.334336,0,516824,0,0
32,3188,6376,13,13,13,0.61256,22.946896,0,610792,0,0
33,3061,6122,18,18,18,0.84816,23.795056,0,845712,0,0
34,3182,6364,17,17,17,0.80104,24.596096,0,798728,0,0
35,3241,6482,11,11,11,0.51832,25.114416,0,516824,0,0
36,3437,6874,7,7,7,0.32984,25.444256,0,328888,0,0
37,3581,7162,17,17,17,0.80104,26.245296,0,798728,0,0
38,3496,6992,18,18,18,0.84816,27.093456,0,845712,0,0
39,3434,6868,19,19,19,0.89528,27.988736,0,892696,0,0
40,3331,6662,14,14,14,0.65968,28.648416,0,657776,0,0
41,3788,7576,19,19,19,0.89528,29.543696,0,892696,0,0
42,3805,7610,19,19,19,0.89528,30.438976,0,892696,0,0
43,3852,7704,15,15,15,0.7068,31.145776,0,704760,0,0
44,4061,8122,10,10,10,0.4712,31.616976,0,469840,0,0
45,4226,8452,11,11,11,0.51832,32.135296,0,516824,0,0
46,4392,8784,16,16,16,0.75392,32.889216,0,751744,0,0
47,4462,8924,25,25,25,1.178,34.067216,0,1174600,0,0
48,4511,9022,22,22,22,1.03664,35.103856,0,1033648,0,0
49,4231,8462,21,21,21,0.98952,36.093376,0,986664,0,0
50,4357,8714,16,16,16,0.75392,36.847296,0,751744,0,0
51,4481,8962,8,8,8,0.37696,37.224256,0,375872,0,0
52,4400,8800,6,6,6,0.28272,37.506976,0,281904,0,0
53,4341,8682,11,11,11,0.51832,38.025296,0,516824,0,0
54,4185,8370,9,9,9,0.42408,38.449376,0,422856,0,0
55,4303,8606,15,15,15,0.7068,39.156176,0,704760,0,0
