step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,19.69990451228048,9.982359886169434,24.80537986755371,11.532045364379883,26.54058265686035
