step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,4,2,0,0.0,0.0,0,0.0,57.5,0,562500.0,64.57561492919922,64.57561492919922,2,4,0,1,4,0,1,-105.0,70.5,-47.5,5.0,702876,0.702876,nan,0.702876,nan,1,288,289160,2,413296,4,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,8,4,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.54525499144048,34.885571848033806,4,8,1,3,8,0,4,-105.0,70.5,-47.5,5.0,1694972,2.397848,nan,1.694972,nan,3,504,867480,6,826592,8,3,396,192,48,204,51,99,3,0,0,3
4,-47.5,57.5,18,9,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.98463376363119,59.84133529663086,9,18,0,3,18,0,3,-105.0,70.5,-47.5,5.0,2728788,5.126636,nan,2.728788,nan,3,1080,867480,6,1859832,18,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.556826910490116,32.746617424853774,11,22,1,4,22,0,5,-105.0,70.5,-47.5,5.0,3431664,8.5583,nan,3.431664,nan,4,1368,1156640,8,2273128,22,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.855918884277344,58.855918884277344,13,26,0,1,26,0,1,-105.0,70.5,-47.5,5.0,2977228,11.535528,nan,2.977228,nan,1,1512,289160,2,2686424,26,1,132,64,16,68,17,33,1,0,0,1
7,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.515684311864426,33.39481906430906,14,28,1,3,28,0,4,-105.0,70.5,-47.5,5.0,3762604,15.298132,nan,3.762604,nan,3,1656,867480,6,2893072,28,3,396,192,48,204,51,99,3,0,0,3
8,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,4,562500.0,48.72900647753053,34.538728623274665,14,28,4,4,28,0,8,-105.0,70.5,-47.5,5.0,4051752,19.349884,nan,4.051752,nan,4,1512,1156640,8,2893072,28,4,528,256,64,272,68,132,4,0,0,4
9,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,2,562500.0,52.373236786514575,39.3328579530032,15,30,2,4,30,0,6,-105.0,70.5,-47.5,5.0,4258400,23.608284,nan,4.2584,nan,4,1512,1156640,8,3099720,30,4,528,256,64,272,68,132,4,0,0,4
10,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,4,562500.0,38.76662753845308,21.47028318142905,18,36,4,5,36,0,9,-105.0,70.5,-47.5,5.0,5167636,28.77592,nan,5.167636,nan,5,1512,1445800,10,3719664,36,5,660,320,80,340,85,165,5,0,0,5
11,-47.5,57.5,52,26,0,0.0,0.0,0,0.0,57.5,5,497751.09092938696,31.369939059360014,7.438783999434946,26,52,5,7,52,0,12,-105.0,70.5,-47.5,5.0,7400268,36.176188,nan,7.400268,nan,7,2376,2024120,14,5372848,52,7,924,448,112,476,119,231,7,0,0,7
