step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,0,0,0,0,0
2,0,4,1,1,1
3,0,8,2,3,2
4,0,18,3,6,3
5,0,22,4,10,4
6,0,26,1,11,1
7,0,28,3,14,3
8,0,28,4,18,4
9,0,30,4,22,4
10,0,36,5,27,5
11,0,52,7,34,7
12,0,56,7,41,7
13,0,62,3,44,3
14,0,54,4,48,4
15,0,44,4,52,4
16,0,50,3,55,3
17,0,48,4,59,4
18,0,46,3,62,3
19,0,48,6,68,6
20,0,48,4,72,4
21,0,40,3,75,3
22,0,46,4,79,4
23,0,42,3,82,3
24,0,54,5,87,5
25,0,52,3,90,3
26,0,56,4,94,4
27,0,52,5,99,5
28,0,50,3,102,3
29,0,48,4,106,4
30,0,42,4,110,4
31,0,38,3,113,3
32,0,40,5,118,5
33,0,46,3,121,3
34,0,50,5,126,5
35,0,50,3,129,3
36,0,58,3,132,3
37,0,54,4,136,4
38,0,50,4,140,4
39,0,48,4,144,4
40,0,46,5,149,5
41,0,46,4,153,4
42,0,50,4,157,4
43,0,46,4,161,4
44,0,50,4,165,4
45,0,52,5,170,5
46,0,58,4,174,4
47,0,58,2,176,2
48,0,58,4,180,4
49,0,60,3,183,3
50,0,62,5,188,5
51,0,58,3,191,3
52,0,62,5,196,5
53,0,68,3,199,3
54,0,50,4,203,4
55,0,54,3,206,3
56,0,56,4,210,4
57,0,54,2,212,2
58,0,50,3,215,3
59,0,48,3,218,3
60,0,44,3,221,3
61,0,46,2,223,2
62,0,46,5,228,5
63,0,46,2,230,2
64,0,50,3,233,3
65,0,54,3,236,3
66,0,54,3,239,3
67,0,56,4,243,4
68,0,56,4,247,4
69,0,46,1,248,1
70,0,42,2,250,2
71,0,42,3,253,3
72,0,42,2,255,2
73,0,42,4,259,4
74,0,40,6,265,6
75,0,46,2,267,2
76,0,44,2,269,2
77,0,46,2,271,2
78,0,46,2,273,2
79,0,46,4,277,4
80,0,48,7,284,7
81,0,48,3,287,3
82,0,52,3,290,3
83,0,60,2,292,2
84,0,60,5,297,5
85,0,64,5,302,5
