step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,120,684,0,0,0
2,240,694,0,0,0
3,352,682,4,0,0
4,472,676,0,0,0
5,576,676,12,0,0
6,686,688,8,0,0
7,794,686,10,0,0
8,886,714,24,0,0
9,974,712,28,0,0
10,1076,738,16,0,0
11,1044,762,146,0,0
12,1018,784,140,0,0
13,1048,790,90,0,0
14,1078,792,90,0,0
15,1068,804,126,0,0
16,1078,836,108,0,0
17,1088,830,108,0,0
18,1096,822,110,0,0
19,1102,830,112,0,0
20,1126,828,96,0,0
21,1126,832,118,0,0
22,1140,834,106,0,0
23,1136,824,122,0,0
24,1152,820,104,0,0
25,1128,846,140,0,0
26,1070,824,170,0,0
27,1072,806,116,0,0
28,1074,800,116,0,0
29,1022,792,164,0,0
30,1050,794,92,0,0
31,1040,814,126,0,0
32,1034,804,122,0,0
33,1012,808,136,0,0
34,1032,834,98,4,4
35,1014,846,100,8,4
36,938,878,122,16,8
37,832,864,134,28,12
38,816,844,84,28,0
39,798,842,92,28,0
40,782,840,92,28,0
41,756,840,104,32,4
42,740,830,102,112,80
43,680,822,112,296,184
44,626,802,114,500,204
45,634,786,86,644,144
46,686,776,46,736,92
47,748,752,38,788,52
48,788,772,78,912,124
49,810,790,94,1044,132
50,838,792,88,1172,128
51,808,786,138,1300,128
52,856,784,70,1420,120
53,912,794,60,1504,84
54,972,774,56,1596,92
55,1020,772,72,1740,144
56,980,756,150,1888,148
57,970,774,122,2032,144
58,990,776,96,2192,160
59,958,768,144,2352,160
60,960,766,112,2504,152
61,928,782,144,2664,160
62,966,766,80,2816,152
63,954,776,126,2972,156
64,1000,774,74,3120,148
65,974,756,138,3268,148
66,1004,760,88,3412,144
67,974,768,142,3568,156
68,1022,778,72,3712,144
69,986,764,146,3876,164
70,1010,762,94,4032,156
71,1028,760,100,4200,168
72,1046,754,100,4368,168
73,1042,756,120,4544,176
74,1078,754,84,4712,168
75,1052,758,140,4896,184
76,1066,768,104,5072,176
77,1076,784,108,5256,184
78,1052,782,138,5436,180
79,1060,778,110,5624,188
80,1086,772,94,5812,188
81,1073,772,128,6004,192
82,1081,762,110,6192,188
83,1065,762,130,6388,196
84,1091,750,92,6572,184
85,1075,740,130,6768,196
86,1080,728,112,6960,192
87,1072,730,112,7152,192
88,1042,744,132,7352,200
89,1034,750,114,7548,196
90,1003,770,136,7740,192
91,943,778,150,7928,188
92,918,772,118,8100,172
93,909,764,104,8276,176
94,897,784,109,8448,172
95,888,772,102,8620,172
96,888,778,86,8792,172
97,860,772,109,8948,156
98,846,776,96,9108,160
99,809,766,95,9268,160
100,790,784,95,9440,172
101,742,784,121,9604,164
102,718,786,76,9760,156
103,657,758,114,9920,160
104,645,772,79,10088,168
105,612,788,76,10244,156
106,612,780,72,10392,148
107,617,780,67,10540,148
108,617,776,74,10692,152
109,615,796,72,10812,120
110,589,796,76,10964,152
111,554,766,72,11104,140
112,550,756,62,11200,96
113,546,764,49,11304,104
114,507,766,81,11428,124
115,511,762,53,11508,80
116,495,768,67,11648,140
117,483,742,70,11772,124
118,475,750,55,11888,116
119,450,752,91,12020,132
120,459,752,38,12100,80
121,473,766,29,12164,64
122,458,756,51,12272,108
123,461,756,39,12376,104
124,439,784,84,12472,96
125,458,788,45,12572,100
126,448,774,53,12680,108
127,433,782,60,12804,124
128,427,780,58,12896,92
129,421,836,70,13036,140
130,424,812,45,13096,60
131,424,812,51,13156,60
132,442,814,54,13212,56
133,461,808,40,13260,48
134,457,800,71,13364,104
135,473,824,39,13448,84
136,462,820,40,13504,56
137,478,806,32,13564,60
138,470,812,32,13628,64
139,445,824,57,13724,96
140,437,832,42,13804,80
141,413,808,59,13904,100
142,376,822,76,14040,136
143,364,826,48,14148,108
144,345,814,57,14272,124
145,349,806,46,14408,136
146,379,802,29,14488,80
147,394,798,43,14588,100
148,410,802,36,14640,52
149,396,812,39,14708,68
150,390,812,40,14768,60
151,399,794,48,14832,64
152,417,782,39,14908,76
153,441,764,37,14992,84
154,464,778,33,15056,64
155,482,764,37,15136,80
156,484,770,59,15224,88
157,475,752,76,15324,100
158,485,748,61,15420,96
159,517,754,21,15468,48
160,517,758,43,15524,56
161,511,758,41,15616,92
162,497,764,44,15708,92
163,461,798,72,15820,112
164,458,806,48,15912,92
165,451,822,48,16004,92
166,454,820,52,16104,100
167,434,838,67,16228,124
168,428,836,67,16360,132
169,416,828,63,16460,100
170,432,824,39,16548,88
171,449,854,33,16624,76
172,481,854,28,16680,56
173,492,852,36,16756,76
174,483,846,51,16840,84
175,477,802,36,16924,84
176,441,802,66,17024,100
177,421,802,42,17116,92
178,379,778,67,17232,116
179,349,798,61,17324,92
180,334,772,44,17420,96
181,309,770,46,17528,108
182,285,774,56,17644,116
183,259,762,58,17740,96
184,252,754,33,17824,84
185,254,772,30,17896,72
186,268,778,24,17960,64
187,271,802,24,18008,48
188,274,816,21,18052,44
189,270,848,34,18116,64
190,269,858,34,18168,52
191,281,850,17,18208,40
192,271,842,34,18264,56
193,268,816,32,18332,68
194,280,858,20,18376,44
195,273,830,37,18444,68
196,269,790,32,18512,68
197,255,790,32,18572,60
198,245,818,24,18624,52
199,225,826,32,18676,52
200,215,820,26,18736,60
201,211,864,29,18792,56
202,210,850,26,18840,48
203,206,848,23,18888,48
204,200,846,29,18948,60
205,202,894,29,19008,60
206,187,856,33,19068,60
207,195,864,20,19104,36
208,202,862,16,19136,32
209,206,828,20,19164,28
210,223,780,8,19180,16
211,226,788,21,19224,44
212,210,794,36,19272,48
213,222,796,17,19308,36
214,222,800,19,19348,40
215,211,782,25,19400,52
216,213,776,18,19436,36
217,215,792,22,19480,44
218,209,798,20,19520,40
219,198,768,31,19576,56
220,190,766,30,19632,56
221,186,780,26,19680,48
222,181,782,33,19728,48
223,181,742,23,19772,44
224,174,748,13,19800,28
225,174,770,12,19824,24
226,174,762,20,19864,40
227,188,768,12,19888,24
228,193,780,15,19920,32
229,191,778,24,19968,48
230,197,756,24,20016,48
231,201,754,16,20048,32
232,188,776,30,20108,60
233,186,776,19,20152,44
234,186,790,10,20172,20
235,188,790,16,20200,28
236,175,792,24,20248,48
237,163,798,36,20296,48
238,153,802,16,20328,32
239,155,778,18,20364,36
240,137,758,30,20424,60
241,146,744,14,20456,32
242,157,742,12,20480,24
243,152,732,18,20516,36
244,153,712,12,20532,16
245,156,710,17,20564,32
246,171,728,13,20592,28
247,158,740,36,20652,60
248,178,732,8,20672,20
249,189,716,10,20692,20
250,174,724,28,20720,28
251,176,726,22,20764,44
252,174,758,23,20800,36
253,169,750,24,20836,36
254,177,762,10,20848,12
255,177,752,14,20872,24
256,168,764,30,20928,56
257,160,780,15,20964,36
258,154,778,20,21008,44
259,159,780,18,21044,36
260,158,796,15,21076,32
261,157,802,15,21108,32
262,159,812,16,21144,36
263,163,784,24,21196,52
264,157,776,16,21228,32
265,148,784,20,21264,36
266,144,780,25,21304,40
267,145,760,9,21324,20
268,145,754,12,21348,24
269,146,754,15,21376,28
270,157,760,14,21404,28
271,152,762,22,21440,36
272,142,766,20,21480,40
273,134,770,24,21528,48
274,141,764,12,21548,20
275,142,748,15,21576,28
276,151,744,13,21604,28
277,147,740,10,21624,20
278,143,760,22,21652,28
279,153,752,8,21668,16
280,152,752,21,21712,44
281,141,738,17,21748,36
282,155,734,16,21772,24
283,152,728,20,21808,36
284,149,740,17,21844,36
285,158,724,14,21868,24
286,161,720,18,21904,36
287,163,742,12,21924,20
288,156,742,14,21952,28
289,146,766,20,21988,36
290,130,768,32,22032,44
291,148,758,2,22036,4
292,136,760,22,22080,44
293,133,768,19,22112,32
294,120,748,14,22140,28
295,130,750,19,22180,40
296,131,738,19,22220,40
297,134,726,16,22252,32
298,140,736,5,22264,12
299,132,722,18,22292,28
300,130,722,10,22312,20
301,122,730,26,22356,44
302,125,742,12,22372,16
303,133,738,8,22388,16
304,140,764,3,22396,8
305,133,770,21,22436,40
306,123,766,22,22472,36
307,120,742,17,22508,36
308,126,738,9,22528,20
309,133,738,10,22544,16
310,135,722,8,22560,16
311,127,730,20,22600,40
312,134,724,15,22628,28
313,139,712,14,22656,28
314,155,720,14,22680,24
315,155,728,12,22704,24
316,167,750,10,22724,20
317,169,740,16,22756,32
318,158,744,23,22796,40
319,157,738,18,22828,32
320,158,742,20,22852,24
321,166,712,10,22872,20
322,171,714,22,22916,44
323,170,732,13,22944,28
324,162,718,30,23004,60
325,178,746,10,23028,24
326,185,730,20,23068,40
327,197,714,28,23108,40
328,203,720,10,23128,20
329,193,704,19,23160,32
330,202,716,15,23192,32
331,208,702,14,23220,28
332,190,742,33,23284,64
333,187,754,19,23308,24
334,197,782,14,23332,24
335,196,762,24,23384,52
336,192,780,27,23436,52
337,176,766,38,23508,72
338,175,808,20,23552,44
339,184,788,15,23580,28
340,182,786,20,23620,40
341,180,792,25,23660,40
342,195,782,11,23684,24
343,200,736,16,23712,28
344,202,744,26,23756,44
345,196,736,23,23796,40
346,199,770,21,23832,36
347,207,798,20,23880,48
348,206,814,24,23928,48
349,205,794,22,23976,48
350,204,784,26,24020,44
351,197,754,24,24068,48
352,180,754,28,24120,52
353,179,750,19,24156,36
354,176,734,28,24212,56
355,182,728,9,24236,24
356,172,734,26,24284,48
357,162,764,25,24332,48
358,159,770,23,24376,44
359,152,766,21,24416,40
360,150,750,19,24460,44
361,155,726,13,24488,28
362,163,726,11,24512,24
363,159,724,16,24540,28
364,150,742,25,24592,52
365,152,746,13,24620,28
366,154,752,18,24652,32
367,157,778,13,24680,28
368,157,774,20,24716,36
369,152,784,12,24744,28
370,146,788,21,24788,44
371,152,796,18,24824,36
372,149,790,19,24864,40
373,154,790,8,24880,16
374,155,780,21,24916,36
375,154,746,11,24940,24
376,150,764,22,24980,40
377,152,774,15,25012,32
378,146,760,29,25064,52
379,168,784,11,25088,24
380,176,814,13,25116,28
381,184,818,22,25156,40
382,182,790,17,25188,32
383,189,792,11,25212,24
384,183,776,22,25252,40
385,187,758,18,25276,24
386,195,734,23,25316,40
387,197,742,11,25340,24
388,188,744,21,25376,36
389,171,748,35,25424,48
390,172,748,19,25456,32
391,168,748,21,25500,44
392,171,768,15,25532,32
393,177,760,14,25560,28
394,161,802,23,25600,40
395,153,816,26,25652,52
396,153,804,21,25696,44
397,153,816,16,25728,32
398,147,836,16,25756,28
399,138,834,20,25796,40
400,134,820,18,25832,36
401,148,816,9,25852,20
402,135,818,20,25884,32
403,130,810,18,25916,32
404,131,818,15,25940,24
405,133,838,14,25968,28
406,140,818,17,26004,36
407,141,824,14,26032,28
408,138,822,16,26060,28
409,141,892,11,26080,20
410,145,888,12,26104,24
411,140,826,23,26148,44
412,135,844,21,26184,36
413,141,840,15,26216,32
414,141,848,12,26240,24
415,146,830,16,26260,20
416,142,830,16,26292,32
417,149,806,15,26324,32
418,158,818,13,26352,28
419,155,808,12,26376,24
420,147,800,18,26404,28
421,141,806,18,26440,36
422,135,778,16,26476,36
423,128,798,19,26516,40
424,136,794,8,26532,16
425,131,774,19,26572,40
426,135,794,8,26588,16
427,133,778,22,26624,36
428,120,762,28,26672,48
429,117,766,15,26700,28
430,117,784,14,26724,24
431,109,774,16,26748,24
432,115,764,12,26772,24
433,118,790,12,26796,24
434,125,794,14,26820,24
435,135,812,10,26840,20
436,141,804,6,26852,12
437,137,824,14,26880,28
438,136,822,17,26912,32
439,135,820,14,26940,28
440,136,782,18,26976,36
441,147,762,8,26992,16
442,141,754,20,27024,32
443,143,732,21,27056,32
444,133,730,15,27088,32
445,131,742,22,27124,36
446,134,740,10,27144,20
447,138,726,8,27160,16
448,141,740,18,27192,32
449,150,776,11,27216,24
450,157,778,19,27252,36
451,164,802,13,27280,28
452,159,780,20,27308,28
453,158,782,18,27344,36
454,169,768,7,27360,16
455,159,762,19,27404,44
456,155,744,15,27436,32
457,146,770,25,27468,32
458,157,776,11,27492,24
459,145,794,25,27540,48
460,154,782,22,27580,40
461,157,772,18,27612,32
462,152,774,13,27640,28
463,154,802,19,27680,40
464,152,820,14,27708,28
465,165,822,7,27724,16
466,164,814,13,27752,28
467,159,810,14,27784,32
468,157,808,16,27820,36
469,154,822,19,27848,28
470,133,824,33,27916,68
471,128,822,19,27960,44
472,132,838,10,27980,20
473,131,800,21,28024,44
474,131,820,18,28052,28
475,125,778,20,28092,40
476,125,776,14,28120,28
477,134,762,9,28140,20
478,139,744,16,28172,32
479,139,726,16,28204,32
480,140,750,12,28224,20
481,138,726,14,28248,24
482,143,724,16,28272,24
483,135,722,14,28300,28
484,139,744,16,28332,32
485,146,766,14,28360,28
486,151,758,16,28388,28
487,139,754,14,28420,32
488,126,762,23,28456,36
489,129,784,18,28492,36
490,133,762,11,28516,24
491,141,746,10,28536,20
492,138,762,23,28584,48
493,144,750,2,28588,4
494,134,762,20,28628,40
495,138,770,14,28656,28
496,138,778,22,28700,44
497,146,790,2,28704,4
498,149,804,19,28732,28
499,155,804,15,28764,32
500,147,790,14,28792,28
501,139,818,26,28828,36
502,130,806,20,28868,40
503,130,800,6,28880,12
504,134,806,10,28900,20
505,136,814,18,28936,36
506,133,826,20,28976,40
507,139,814,8,28988,12
508,129,838,27,29028,40
509,131,840,18,29064,36
510,136,826,10,29080,16
511,139,832,20,29120,40
512,149,878,9,29140,20
513,161,852,6,29152,12
514,163,828,12,29176,24
515,159,818,16,29204,28
516,152,874,21,29248,44
517,144,878,14,29276,28
518,141,838,17,29308,32
519,131,826,18,29348,40
520,134,826,13,29376,28
521,129,888,19,29416,40
522,136,864,19,29456,40
523,136,866,20,29492,36
524,146,848,14,29516,24
525,152,824,14,29536,20
526,158,812,12,29560,24
527,174,810,4,29568,8
528,173,812,22,29604,36
529,177,812,10,29624,20
530,185,818,12,29648,24
531,179,818,12,29672,24
532,162,824,28,29716,44
533,160,802,24,29756,40
534,159,808,30,29804,48
535,157,788,27,29852,48
536,162,794,16,29880,28
537,165,786,14,29908,28
538,160,768,20,29948,40
539,154,752,20,29980,32
540,162,752,12,30004,24
541,166,770,8,30020,16
542,169,768,13,30044,24
543,163,758,22,30088,44
544,154,754,23,30136,48
545,152,758,21,30180,44
546,150,768,18,30216,36
547,161,798,18,30252,36
548,170,800,12,30272,20
549,169,806,16,30304,32
550,159,806,18,30340,36
551,153,800,24,30376,36
552,159,802,18,30408,32
553,151,796,18,30440,32
554,155,794,12,30460,20
555,149,800,16,30492,32
556,149,802,24,30528,36
557,136,794,25,30580,52
558,141,794,13,30608,28
559,139,788,13,30636,28
560,148,776,6,30648,12
561,150,776,18,30684,36
562,148,764,16,30716,32
563,137,742,21,30752,36
564,135,734,24,30788,36
565,143,736,12,30808,20
566,144,758,20,30852,44
567,153,780,9,30872,20
568,147,788,12,30896,24
569,156,792,11,30920,24
570,153,778,13,30948,28
571,143,788,22,30992,44
572,141,770,14,31020,28
573,143,794,10,31040,20
574,127,790,24,31076,36
575,135,776,18,31112,36
576,129,798,21,31156,44
577,119,762,18,31192,36
578,117,764,10,31212,20
579,111,778,22,31252,40
580,111,782,10,31272,20
581,109,796,8,31288,16
582,121,784,14,31316,28
583,135,838,8,31332,16
584,138,850,8,31348,16
585,126,786,28,31404,56
586,131,780,7,31420,16
587,129,786,12,31436,16
588,127,768,18,31468,32
589,121,792,20,31504,36
590,125,790,8,31520,16
591,127,778,10,31532,12
592,123,826,24,31576,44
593,123,836,14,31604,28
594,134,810,9,31624,20
595,143,796,12,31648,24
596,149,790,16,31680,32
597,152,782,14,31700,20
598,152,766,16,31732,32
599,160,768,10,31752,20
600,158,762,12,31776,24
601,164,772,16,31800,24
602,160,798,26,31848,48
603,156,768,18,31880,32
604,156,806,14,31908,28
605,151,788,23,31956,48
606,154,786,16,31988,32
607,151,802,17,32020,32
608,147,774,20,32052,32
609,145,782,20,32092,40
610,145,786,10,32112,20
611,149,798,16,32144,32
612,143,794,20,32188,44
613,139,792,16,32216,28
614,149,786,12,32240,24
615,147,776,16,32268,28
616,142,766,19,32304,36
617,140,762,10,32324,20
618,142,768,16,32356,32
619,140,762,16,32388,32
620,142,748,10,32408,20
621,136,736,22,32448,40
622,136,722,14,32472,24
623,138,724,12,32496,24
624,132,726,24,32540,44
625,140,748,16,32568,28
626,143,746,12,32592,24
627,151,746,8,32608,16
628,163,758,14,32636,28
629,161,746,22,32672,36
630,157,744,16,32700,28
631,153,748,18,32728,28
632,149,732,14,32756,28
633,147,736,16,32784,28
634,140,762,15,32812,28
635,130,780,24,32852,40
636,126,810,18,32880,28
637,132,816,10,32896,16
638,118,832,28,32944,48
639,121,864,10,32964,20
640,125,810,12,32988,24
641,129,794,14,33016,28
642,131,804,12,33036,20
643,129,794,14,33060,24
644,129,784,12,33084,24
645,135,784,12,33108,24
646,139,814,12,33132,24
647,139,822,14,33160,28
648,141,832,16,33192,32
649,154,838,11,33212,20
650,148,868,16,33244,32
651,150,900,20,33276,32
652,152,896,16,33304,28
653,154,908,16,33332,28
654,154,902,12,33356,24
655,142,944,20,33400,44
656,162,980,10,33420,20
657,148,1038,20,33448,28
658,144,1012,16,33480,32
659,140,1010,12,33504,24
660,136,1070,18,33536,32
661,132,1110,22,33572,36
662,122,1032,18,33608,36
663,128,1000,14,33636,28
664,134,984,10,33656,20
665,136,926,14,33676,20
666,122,902,26,33724,48
667,128,868,8,33740,16
668,124,848,22,33772,32
669,127,830,8,33788,16
670,123,790,26,33828,40
671,130,794,12,33848,20
672,137,796,8,33864,16
673,137,780,14,33888,24
674,135,776,12,33912,24
675,139,746,10,33932,20
676,147,758,10,33952,20
677,151,754,12,33976,24
678,146,752,24,34020,44
679,149,774,9,34040,20
680,143,784,20,34080,40
681,134,794,25,34132,52
682,137,784,9,34152,20
683,133,782,16,34184,32
684,133,784,18,34212,28
685,133,760,20,34240,28
686,143,750,12,34264,24
687,135,750,16,34292,28
688,132,746,15,34324,32
689,136,752,10,34344,20
690,142,742,12,34368,24
691,138,752,22,34412,44
692,130,764,14,34432,20
693,132,758,10,34452,20
694,132,776,20,34488,36
695,124,770,20,34528,40
