step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,20.74726568015952,10.583415031433105,27.345788955688477,12.64317512512207,26.49802589416504
