step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
10,0,10000,0,7325,1,1.0,283,33,33,0.17447878787878787,0.34709793284991175,32.67378822841286,0.006827589914520725,4.198964068414688,19575,298,17198.939393939392,0.17447878787878787,290.42424242424244,23.127388116085168,0.006827589914520725,0.17447878787878787,23.12875443724071
15,1,10000,0,10943,1,1.0,442,31,31,0.23455483870967742,0.46106051578857776,31.461362386932844,0.014567953046806942,5.87512227830496,23421,436,22101.032258064515,0.23455483870967742,427.03225806451616,22.46545963902627,0.014485288974520389,0.23121935483870967,22.476509996280633
20,1,10000,0,14352,1,1.0,604,33,33,0.2851121212121212,0.5369362387832045,30.617684329256473,0.04053545508306005,9.496400244641702,27398,574,25731.60606060606,0.2851121212121212,560.4242424242424,22.4997338959665,0.03949608443990466,0.2725090909090909,22.530581439456906
