zone	replicate	stage	configuration	job_id	dependency	output
factor_b2_v2_300m	3	merge	-	2205562	afterok:2205561	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep3/rssi/factor_b2_v2_300m_rep3_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v2_300m	3	simulation	iso	2205563	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	central	2205564	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/central_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	full	2205565	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/full_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	top5	2205566	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every1	2205567	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every5	2205568	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every10	2205569	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every20	2205570	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every40	2205571	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	simulation	every80	2205572	afterok:2205562	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep3/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	mobility	-	2205573	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep4/mobility/factor_b2_v2_300m_rep4_all_vehicles_1s_full1800.json
factor_b2_v2_300m	4	raytrace	-	2205574	afterok:2205573	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep4/rssi/shards
factor_b2_v2_300m	4	merge	-	2205575	afterok:2205574	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep4/rssi/factor_b2_v2_300m_rep4_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v2_300m	4	simulation	iso	2205576	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	central	2205577	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/central_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	full	2205578	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/full_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	top5	2205579	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every1	2205580	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every5	2205581	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every10	2205582	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every20	2205583	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every40	2205584	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	4	simulation	every80	2205585	afterok:2205575	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep4/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	mobility	-	2205586	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep5/mobility/factor_b2_v2_300m_rep5_all_vehicles_1s_full1800.json
factor_b2_v2_300m	5	raytrace	-	2205587	afterok:2205586	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep5/rssi/shards
factor_b2_v2_300m	5	merge	-	2205588	afterok:2205587	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep5/rssi/factor_b2_v2_300m_rep5_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v2_300m	5	simulation	iso	2205589	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	central	2205590	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/central_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	full	2205591	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/full_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	top5	2205592	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every1	2205593	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every5	2205594	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every10	2205595	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every20	2205596	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every40	2205597	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	5	simulation	every80	2205598	afterok:2205588	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep5/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	mobility	-	2205599	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep2/mobility/factor_b2_v3_300m_rep2_all_vehicles_1s_full1800.json
factor_b2_v3_300m	2	raytrace	-	2205600	afterok:2205599	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep2/rssi/shards
factor_b2_v3_300m	2	merge	-	2205601	afterok:2205600	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep2/rssi/factor_b2_v3_300m_rep2_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v3_300m	2	simulation	iso	2205602	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	central	2205603	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/central_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	full	2205604	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/full_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	top5	2205605	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every1	2205606	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every5	2205607	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every10	2205608	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every20	2205609	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every40	2205610	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	2	simulation	every80	2205611	afterok:2205601	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep2/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	mobility	-	2205612	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep3/mobility/factor_b2_v3_300m_rep3_all_vehicles_1s_full1800.json
factor_b2_v3_300m	3	raytrace	-	2205613	afterok:2205612	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep3/rssi/shards
factor_b2_v3_300m	3	merge	-	2205614	afterok:2205613	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep3/rssi/factor_b2_v3_300m_rep3_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v3_300m	3	simulation	iso	2205615	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	central	2205616	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/central_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	full	2205617	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/full_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	top5	2205618	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every1	2205619	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every5	2205620	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every10	2205621	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every20	2205622	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every40	2205623	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	3	simulation	every80	2205624	afterok:2205614	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep3/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	mobility	-	2205625	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep4/mobility/factor_b2_v3_300m_rep4_all_vehicles_1s_full1800.json
factor_b2_v3_300m	4	raytrace	-	2205626	afterok:2205625	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep4/rssi/shards
factor_b2_v3_300m	4	merge	-	2205627	afterok:2205626	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep4/rssi/factor_b2_v3_300m_rep4_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v3_300m	4	simulation	iso	2205628	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	central	2205629	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/central_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	full	2205630	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/full_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	top5	2205631	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every1	2205632	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every5	2205633	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every10	2205634	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every20	2205635	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every40	2205636	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	4	simulation	every80	2205637	afterok:2205627	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	mobility	-	2205638	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep5/mobility/factor_b2_v3_300m_rep5_all_vehicles_1s_full1800.json
factor_b2_v3_300m	5	raytrace	-	2205639	afterok:2205638	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep5/rssi/shards
factor_b2_v3_300m	5	merge	-	2205640	afterok:2205639	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v3_300m/rep5/rssi/factor_b2_v3_300m_rep5_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v3_300m	5	simulation	iso	2205641	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	central	2205642	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/central_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	full	2205643	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/full_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	top5	2205644	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every1	2205645	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every5	2205646	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every10	2205647	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every20	2205648	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every40	2205649	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v3_300m	5	simulation	every80	2205650	afterok:2205640	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	mobility	-	2205651	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep2/mobility/factor_b3_v1_300m_rep2_all_vehicles_1s_full1800.json
factor_b3_v1_300m	2	raytrace	-	2205652	afterok:2205651	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep2/rssi/shards
factor_b3_v1_300m	2	merge	-	2205653	afterok:2205652	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep2/rssi/factor_b3_v1_300m_rep2_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b3_v1_300m	2	simulation	iso	2205654	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/iso_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	central	2205655	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/central_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	full	2205656	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/full_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	top5	2205657	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/top5_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every1	2205658	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every1_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every5	2205659	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every5_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every10	2205660	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every10_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every20	2205661	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every20_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every40	2205662	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every40_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	2	simulation	every80	2205663	afterok:2205653	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep2/every80_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	mobility	-	2205664	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep3/mobility/factor_b3_v1_300m_rep3_all_vehicles_1s_full1800.json
factor_b3_v1_300m	3	raytrace	-	2205665	afterok:2205664	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep3/rssi/shards
factor_b3_v1_300m	3	merge	-	2205666	afterok:2205665	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b3_v1_300m/rep3/rssi/factor_b3_v1_300m_rep3_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b3_v1_300m	3	simulation	iso	2205667	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/iso_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	central	2205668	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/central_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	full	2205669	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/full_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	top5	2205670	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/top5_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	every1	2205671	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every1_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	every5	2205672	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every5_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	every10	2205673	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every10_paper_final_full1800_eval50_tail10x25
factor_b3_v1_300m	3	simulation	every20	2205674	afterok:2205666	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b3_v1/rep3/every20_paper_final_full1800_eval50_tail10x25
