zone	replicate	stage	configuration	job_id	dependency	output
factor_b1_v3_300m	2	simulation	top5	2205449	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/top5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every1	2205450	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every1_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every5	2205451	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every10	2205452	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every10_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every20	2205453	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every20_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every40	2205454	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every40_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	2	simulation	every80	2205455	afterok:2205445	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep2/every80_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	mobility	-	2205456	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep3/mobility/factor_b1_v3_300m_rep3_all_vehicles_1s_full1800.json
factor_b1_v3_300m	3	raytrace	-	2205457	afterok:2205456	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep3/rssi/shards
factor_b1_v3_300m	3	merge	-	2205458	afterok:2205457	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep3/rssi/factor_b1_v3_300m_rep3_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b1_v3_300m	3	simulation	iso	2205459	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/iso_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	central	2205460	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/central_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	full	2205461	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/full_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	top5	2205462	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/top5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every1	2205463	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every1_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every5	2205464	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every10	2205465	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every10_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every20	2205466	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every20_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every40	2205467	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every40_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	3	simulation	every80	2205468	afterok:2205458	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep3/every80_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	mobility	-	2205469	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep4/mobility/factor_b1_v3_300m_rep4_all_vehicles_1s_full1800.json
factor_b1_v3_300m	4	raytrace	-	2205470	afterok:2205469	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep4/rssi/shards
factor_b1_v3_300m	4	merge	-	2205471	afterok:2205470	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep4/rssi/factor_b1_v3_300m_rep4_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b1_v3_300m	4	simulation	iso	2205472	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/iso_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	central	2205473	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/central_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	full	2205474	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/full_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	top5	2205475	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/top5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every1	2205476	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every1_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every5	2205477	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every10	2205478	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every10_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every20	2205479	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every20_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every40	2205480	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every40_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	4	simulation	every80	2205481	afterok:2205471	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep4/every80_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	mobility	-	2205482	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep5/mobility/factor_b1_v3_300m_rep5_all_vehicles_1s_full1800.json
factor_b1_v3_300m	5	raytrace	-	2205483	afterok:2205482	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep5/rssi/shards
factor_b1_v3_300m	5	merge	-	2205484	afterok:2205483	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b1_v3_300m/rep5/rssi/factor_b1_v3_300m_rep5_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b1_v3_300m	5	simulation	iso	2205485	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/iso_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	central	2205486	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/central_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	full	2205487	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/full_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	top5	2205488	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/top5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every1	2205489	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every1_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every5	2205490	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every5_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every10	2205491	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every10_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every20	2205492	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every20_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every40	2205493	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every40_paper_final_full1800_eval50_tail10x25
factor_b1_v3_300m	5	simulation	every80	2205494	afterok:2205484	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b1_v3/rep5/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	mobility	-	2205495	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep2/mobility/factor_b2_v1_300m_rep2_all_vehicles_1s_full1800.json
factor_b2_v1_300m	2	raytrace	-	2205496	afterok:2205495	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep2/rssi/shards
factor_b2_v1_300m	2	merge	-	2205497	afterok:2205496	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep2/rssi/factor_b2_v1_300m_rep2_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v1_300m	2	simulation	iso	2205498	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	central	2205499	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/central_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	full	2205500	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/full_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	top5	2205501	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every1	2205502	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every5	2205503	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every10	2205504	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every20	2205505	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every40	2205506	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	2	simulation	every80	2205507	afterok:2205497	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep2/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	mobility	-	2205508	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep3/mobility/factor_b2_v1_300m_rep3_all_vehicles_1s_full1800.json
factor_b2_v1_300m	3	raytrace	-	2205509	afterok:2205508	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep3/rssi/shards
factor_b2_v1_300m	3	merge	-	2205510	afterok:2205509	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep3/rssi/factor_b2_v1_300m_rep3_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v1_300m	3	simulation	iso	2205511	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	central	2205512	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/central_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	full	2205513	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/full_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	top5	2205514	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every1	2205515	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every5	2205516	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every10	2205517	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every20	2205518	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every40	2205519	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	3	simulation	every80	2205520	afterok:2205510	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep3/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	mobility	-	2205521	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep4/mobility/factor_b2_v1_300m_rep4_all_vehicles_1s_full1800.json
factor_b2_v1_300m	4	raytrace	-	2205522	afterok:2205521	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep4/rssi/shards
factor_b2_v1_300m	4	merge	-	2205523	afterok:2205522	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep4/rssi/factor_b2_v1_300m_rep4_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v1_300m	4	simulation	iso	2205524	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	central	2205525	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/central_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	full	2205526	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/full_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	top5	2205527	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every1	2205528	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every5	2205529	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every10	2205530	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every20	2205531	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every40	2205532	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	4	simulation	every80	2205533	afterok:2205523	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep4/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	mobility	-	2205534	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep5/mobility/factor_b2_v1_300m_rep5_all_vehicles_1s_full1800.json
factor_b2_v1_300m	5	raytrace	-	2205535	afterok:2205534	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep5/rssi/shards
factor_b2_v1_300m	5	merge	-	2205536	afterok:2205535	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v1_300m/rep5/rssi/factor_b2_v1_300m_rep5_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v1_300m	5	simulation	iso	2205537	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	central	2205538	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/central_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	full	2205539	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/full_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	top5	2205540	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every1	2205541	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every5	2205542	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every10	2205543	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every20	2205544	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every40	2205545	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v1_300m	5	simulation	every80	2205546	afterok:2205536	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v1/rep5/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	mobility	-	2205547	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep2/mobility/factor_b2_v2_300m_rep2_all_vehicles_1s_full1800.json
factor_b2_v2_300m	2	raytrace	-	2205548	afterok:2205547	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep2/rssi/shards
factor_b2_v2_300m	2	merge	-	2205549	afterok:2205548	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep2/rssi/factor_b2_v2_300m_rep2_vehicles_1s_opaque_no_vehicle_blockers_ge-100dbm_r20k_d3_llvm.npz
factor_b2_v2_300m	2	simulation	iso	2205550	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/iso_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	central	2205551	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/central_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	full	2205552	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/full_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	top5	2205553	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/top5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every1	2205554	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every1_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every5	2205555	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every5_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every10	2205556	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every10_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every20	2205557	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every20_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every40	2205558	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every40_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	2	simulation	every80	2205559	afterok:2205549	/home/hgraef/zramp-workspace/artifacts/luxembourg_cell_grid_ci_temporal5_paper_final_v1/methods/factor_b2_v2/rep2/every80_paper_final_full1800_eval50_tail10x25
factor_b2_v2_300m	3	mobility	-	2205560	afterok:2205338	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep3/mobility/factor_b2_v2_300m_rep3_all_vehicles_1s_full1800.json
factor_b2_v2_300m	3	raytrace	-	2205561	afterok:2205560	/usr/itetnas04/data-scratch-01/hgraef/data/luxembourg_ci_temporal5_paper_final_v1/replicates/factor_b2_v2_300m/rep3/rssi/shards
