step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,23.663489955512656,19.845603567595134,3,6,0,2,6,0,2,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,578584,0.578584,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.99731431560174,59.87401853160516,5,10,0,2,10,0,2,-105.0,70.5,-47.5,192878,1,32,5,1,1,5.0,578752,1.157336,nan,0.578752,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,168,1,2
4,-47.5,57.5,28,14,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.670126744368574,38.33508002255124,14,28,0,4,28,0,4,-105.0,70.5,-47.5,192878,3,32,14,3,5,5.0,1157672,2.315008,nan,1.157672,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,504,3,4
5,-47.5,57.5,30,15,0,0.0,0.0,0,0.0,57.5,1,562500.0,63.11014366149902,63.11014175415039,15,30,1,1,30,0,2,-105.0,70.5,-47.5,192878,5,32,15,5,11,5.0,290132,2.60514,nan,0.290132,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,840,5,1
6,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,1,562500.0,37.37510284504352,33.462637962153316,20,40,1,2,40,0,3,-105.0,70.5,-47.5,192878,11,32,20,6,13,5.0,580432,3.185572,nan,0.580432,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1848,11,2
7,-47.5,57.5,38,19,0,0.0,0.0,0,0.0,57.5,0,562500.0,32.99538931030513,30.776812000723464,19,38,0,2,38,0,2,-105.0,70.5,-47.5,192878,4,32,19,4,12,5.0,579256,3.764828,nan,0.579256,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,672,4,2
8,-47.5,57.5,42,21,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.88798355042551,18.823537833675402,21,42,0,3,42,0,3,-105.0,70.5,-47.5,192878,7,32,21,5,13,5.0,869052,4.63388,nan,0.869052,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,1176,7,3
9,-47.5,57.5,46,23,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.91988945007324,63.984771728515625,23,46,1,2,46,0,3,-105.0,70.5,-47.5,192878,8,32,23,5,13,5.0,579928,5.213808,nan,0.579928,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,1344,8,2
10,-47.5,57.5,50,25,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.92112604777018,57.68394088745117,25,50,1,3,50,0,4,-105.0,70.5,-47.5,192878,16,32,25,6,16,5.0,870564,6.084372,nan,0.870564,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,2688,16,3
