step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,75,0.003182868,0.067085770,0.063902901,0.064399239,-0.143069622,75
2,13,0.126091891,0.065563036,0.113849821,0.205419500,0.210127198,88
3,9,0.229955274,0.054099748,0.234719524,0.383826207,0.139314984,97
4,8,0.321766328,0.017582202,0.322995548,0.420223669,-0.051489710,105
5,9,0.276113185,0.012717745,0.295613644,0.529286088,0.351206264,114
6,7,1.137683165,0.032466001,1.124897866,1.590585689,0.471362252,121
7,10,0.507250655,0.019813409,0.502088627,0.866134529,-0.004755916,131
8,8,1.241425021,0.030233947,1.215445637,1.955405166,0.680658012,139
9,10,1.336382178,0.050662212,1.298856362,1.697270988,0.219688950,149
10,7,1.219227906,0.056257033,1.162970873,1.792764911,0.097155741,156
11,5,0.743042812,0.074354865,0.668687947,0.757069565,-0.029365411,161
12,7,1.663247609,0.120963809,1.542283801,2.381357869,0.189245278,168
13,12,1.379529845,0.131321659,1.272870077,1.573179008,0.152089840,180
14,6,2.607569045,0.115708813,2.502022715,4.214636588,-0.421546909,186
15,13,1.861351779,0.128171945,1.766182720,2.648422711,0.259090729,199
16,9,2.515142115,0.118001299,2.415392489,3.209906474,0.215481557,208
17,8,1.249896328,0.163947753,1.107324060,1.633996832,0.111922803,216
18,14,1.969924324,0.178864574,1.870359953,2.820224237,-0.271238062,230
19,10,0.937872719,0.261657220,0.770530383,1.196391866,-0.162356140,240
20,10,0.755359797,0.223174568,0.654731943,0.929921591,-0.569196886,250
21,11,3.281290920,0.279976721,3.131736325,5.137753815,-0.535495149,261
22,8,0.760612875,0.329203842,0.689986686,0.807773590,-0.503818883,269
23,13,0.770799082,0.220058735,0.690940688,0.839227435,-0.071132656,282
24,10,1.116689042,0.214495832,1.073468907,1.441201357,-0.075186462,292
25,6,0.552106987,0.250439686,0.503233995,0.658809857,-0.335487730,298
26,8,0.739420110,0.407951280,0.470335595,0.717979302,-0.324301758,306
