step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.51023864746094,67.51023864746094,1,2,1,1,2,0,2,-105.0,70.5,-47.5,5.0,496084,0.496084,nan,0.496084,nan,1,144,289160,2,206648,2,1,132,64,16,68,17,33,1,0,0,1
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,5,562500.0,34.72320662758217,20.49797340638158,6,12,5,6,12,0,11,-105.0,70.5,-47.5,5.0,2976432,3.472516,nan,2.976432,nan,6,792,1734960,12,1239888,12,6,792,384,96,408,102,198,6,0,0,6
4,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,0,562500.0,31.66050459276035,21.86533263264016,8,16,0,6,16,0,6,-105.0,70.5,-47.5,5.0,3389368,6.861884,nan,3.389368,nan,6,432,1734960,12,1653184,16,6,792,384,96,408,102,198,6,0,0,6
5,-47.5,57.5,20,10,0,0.0,0.0,0,0.0,57.5,0,562500.0,35.828555101893684,33.27547169134148,10,20,0,2,20,0,2,-105.0,70.5,-47.5,5.0,2645280,9.507164,nan,2.64528,nan,2,216,578320,4,2066480,20,2,264,128,32,136,34,66,2,0,0,2
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.85257339477539,61.85257339477539,11,22,0,1,22,0,1,-105.0,70.5,-47.5,5.0,2562492,12.069656,nan,2.562492,nan,1,72,289160,2,2273128,22,1,132,64,16,68,17,33,1,0,0,1
7,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.511935234069824,58.484535217285156,12,24,0,2,24,0,2,-105.0,70.5,-47.5,5.0,3058576,15.128232,nan,3.058576,nan,2,216,578320,4,2479776,24,2,264,128,32,136,34,66,2,0,0,2
8,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.48406982421875,60.48406982421875,13,26,0,1,26,0,1,-105.0,70.5,-47.5,5.0,2975788,18.10402,nan,2.975788,nan,1,72,289160,2,2686424,26,1,132,64,16,68,17,33,1,0,0,1
9,-47.5,57.5,32,16,0,0.0,0.0,0,0.0,57.5,0,562500.0,31.429318161486947,20.858596682827574,16,32,0,2,32,0,2,-105.0,70.5,-47.5,5.0,3885312,21.989332,nan,3.885312,nan,2,360,578320,4,3306368,32,2,264,128,32,136,34,66,2,0,0,2
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,17,34,0,0,34,0,0,-105.0,70.5,-47.5,5.0,3513016,25.502348,nan,3.513016,nan,0,0,0,0,3513016,34,0,0,0,0,0,0,0,0,0,0,0
11,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,58.83683522542318,57.65386199951172,20,40,0,3,40,0,3,-105.0,70.5,-47.5,5.0,5001196,30.503544,nan,5.001196,nan,3,360,867480,6,4132960,40,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,1,562500.0,67.79778671264648,67.79778671264648,27,54,1,1,54,0,2,-105.0,70.5,-47.5,5.0,5869220,36.372764,nan,5.86922,nan,1,432,289160,2,5579496,54,1,132,64,16,68,17,33,1,0,0,1
13,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,28,56,0,0,56,0,0,-105.0,70.5,-47.5,5.0,5786360,42.159124,nan,5.78636,nan,0,216,0,0,5786144,56,0,0,0,0,0,0,0,0,0,0,0
