step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,89,89,83,58.634784,58.634784,0,4181576,54441920,0
2,2445,4890,17,17,17,56.69434,115.329124,0,798728,55648200,245100
3,2469,4938,25,25,25,57.74714,173.076264,0,1174600,56194440,374700
4,2401,4802,16,16,16,55.84118,228.917444,0,751744,54646760,440500
5,2489,4978,25,25,25,58.28264,287.200084,0,1174600,56649640,455000
6,2714,5428,16,16,16,62.96116,350.161244,0,751744,61770640,436600
7,2852,5704,20,20,20,66.32132,416.482564,0,939680,64911520,467400
8,2837,5674,28,28,27,66.241944,482.724508,0,1315552,64570120,352600
9,2809,5618,22,22,22,65.44298,548.167488,0,1033648,63932840,473500
10,2728,5456,16,16,16,63.1921,611.359588,0,751744,62089280,348900
11,2658,5316,19,19,19,61.76286,673.122448,0,892696,60496080,371500
12,2645,5290,19,19,19,61.39988,734.522328,0,892696,60200200,304400
13,2570,5140,31,31,31,60.33422,794.856548,0,1456504,58493200,380300
14,2448,4896,18,18,18,56.97134,851.827888,0,845712,55716480,406700
15,2515,5030,24,24,24,58.97568,910.803568,0,1127616,57241400,603400
16,2476,4952,15,15,15,57.55026,968.353828,0,704760,56353760,489700
17,2669,5338,23,23,23,62.2948,1030.648628,0,1080632,60746440,464600
18,2887,5774,31,31,31,67.78184,1098.430468,0,1456504,65708120,613000
19,2923,5846,22,22,22,68.09442,1166.524888,0,1033648,66527480,530300
20,2937,5874,22,22,22,68.61206,1235.136948,0,1033648,66846120,729300
21,2834,5668,35,35,34,66.618704,1301.755652,0,1644440,64501840,467800
22,2758,5516,18,18,17,64.048304,1365.803956,0,845712,62772080,428200
23,2819,5638,21,21,21,65.86886,1431.672816,0,986664,64160440,718900
24,3034,6068,25,25,25,70.92184,1502.594656,0,1174600,69053840,690000
25,3114,6228,28,28,28,72.7892,1575.383856,0,1315552,70874640,595200
26,3155,6310,21,21,21,73.45362,1648.837476,0,986664,71807800,656300
27,3435,6870,24,24,24,80.00378,1728.841256,0,1127616,78180600,692300
28,3277,6554,26,26,26,76.68104,1805.522296,0,1221584,74584520,871400
29,3469,6938,31,31,31,81.12626,1886.648556,0,1456504,78954440,711100
30,3363,6726,25,25,25,78.43058,1965.079136,0,1174600,76541880,710700
31,3345,6690,20,20,20,77.9173,2042.996436,0,939680,76132200,842700
32,3188,6376,29,29,29,74.80426,2117.800696,0,1362536,72558880,878900
33,3061,6122,20,20,20,71.37856,2189.179256,0,939680,69668360,767800
34,3182,6364,30,30,29,74.334284,2263.51354,0,1409520,72422320,498500
35,3241,6482,20,20,20,75.28446,2338.798,0,939680,73765160,576900
36,3437,6874,23,23,23,80.04078,2418.83878,0,1080632,78226120,730900
37,3581,7162,31,31,31,83.88208,2502.72086,0,1456504,81503560,917800
38,3496,6992,21,21,21,81.10628,2583.82714,0,986664,79568960,547800
39,3434,6868,28,28,28,80.1093,2663.93644,0,1315552,78157840,632100
40,3331,6662,30,30,30,77.72996,2741.6664,0,1409520,75813560,502800
41,3788,7576,33,33,33,88.86774,2830.53414,0,1550472,86214880,1097900
42,3805,7610,20,20,20,88.2264,2918.76054,0,939680,86601800,682200
43,3852,7704,14,14,14,88.8835,3007.64404,0,657776,87671520,552300
44,4061,8122,26,26,26,94.20588,3101.84992,0,1221584,92428360,552400
45,4226,8452,19,19,19,97.73194,3199.58186,0,892696,96183760,652900
46,4392,8784,36,36,36,102.25924,3301.8411,0,1691424,99961920,601000
47,4462,8924,30,30,30,103.87722,3405.71832,0,1409520,101555120,908500
48,4511,9022,37,37,37,105.4223,3511.14062,0,1738408,102670360,1008500
49,4231,8462,37,37,37,98.6757,3609.81632,0,1738408,96297560,634700
50,4357,8714,27,27,27,101.22536,3711.04168,0,1268568,99165320,787800
51,4481,8962,18,18,18,103.50688,3814.54856,209360,845712,101987560,461800
52,4400,8800,10,10,10,101.17162,3915.72018,214720,469840,100144000,341700
53,4341,8682,14,14,14,99.97678,4015.69696,238240,657776,98801160,277700
54,4185,8370,9,9,9,96.22978,4111.92674,245000,422856,95250600,310100
55,4303,8606,23,23,23,99.84948,4211.77622,268440,1080632,97936280,561000
56,4436,8872,23,23,23,102.75716,4314.53338,284840,1080632,100963360,425200
57,4746,9492,21,21,21,109.98736,4424.52074,297280,986664,108018960,681600
58,5132,10264,27,27,27,119.1603,4543.68104,330040,1268568,116804320,753700
59,5384,10768,38,38,38,125.19652,4668.87756,340520,1785392,122539840,525600
60,5477,10954,22,22,22,126.47006,4795.34762,351000,1033648,124656520,425900
61,5747,11494,34,34,34,133.18234,4928.52996,369240,1597456,130801720,409300
62,5591,11182,23,23,23,129.0577,5057.58766,336480,1080632,127251160,386300
63,5443,10886,22,22,22,125.7056,5183.29326,336280,1033648,123882680,450000
64,5218,10436,33,33,33,121.25676,5304.55002,334520,1550472,118761680,605600
65,4486,8972,31,31,31,104.3091,5408.85912,282920,1456504,102101360,464100
66,3998,7996,33,33,33,93.43892,5502.29804,265080,1550472,90994480,624400
67,3965,7930,34,34,34,92.62652,5594.92456,259440,1597456,90243400,521600
68,3623,7246,25,25,25,84.24746,5679.17202,235080,1174600,82459480,374900
69,3533,7066,27,27,27,82.18502,5761.35704,225000,1268568,80411080,276700
70,3644,7288,20,20,20,84.39924,5845.75628,240800,939680,82937440,278600
71,3756,7512,25,25,24,87.191524,5932.947804,247600,1174600,85486560,279500
72,3767,7534,28,28,27,87.660484,6020.608288,240640,1315552,85736920,363700
73,3793,7586,22,22,22,87.86556,6108.473848,243040,1033648,86328680,257200
74,3984,7968,20,20,20,92.23406,6200.707908,238720,939680,90675840,377100
75,4216,8432,22,22,22,97.72624,6298.434148,261240,1033648,95956160,472200
76,4420,8840,23,23,23,102.43436,6400.868508,267400,1080632,100599200,484000
77,4540,9080,24,24,24,105.258,6506.126508,284320,1127616,103330400,512400
78,4516,9032,27,27,27,104.9095,6611.036008,289000,1268568,102784160,564100
79,4599,9198,37,37,37,107.32444,6718.360448,290560,1738408,104673240,617200
80,4543,9086,23,23,23,105.32,6823.680448,293160,1080632,103398680,544400
81,3909,7818,26,26,26,90.8853,6914.565748,260240,1221584,88968840,431100
82,3417,6834,24,24,24,79.45362,6994.019368,227520,1127616,77770920,324300
83,3362,6724,30,30,30,78.37424,7072.393608,220120,1409520,76519120,221400
84,3403,6806,21,21,21,79.00216,7151.395768,213760,986664,77452280,346600
85,3231,6462,34,34,34,75.91694,7227.312708,204400,1597456,73537560,572900
86,3030,6060,38,38,38,71.68448,7298.997188,192520,1785392,68962800,738600
87,2905,5810,20,20,20,67.52252,7366.519708,182920,939680,66117800,279400
88,2952,5904,19,19,19,68.5795,7435.099208,193600,892696,67187520,303100
89,2884,5768,20,20,20,66.99952,7502.098728,195280,939680,65639840,222000
90,2992,5984,12,12,12,69.1382,7571.236928,203840,563808,68097920,271000
91,2934,5868,16,16,16,67.94236,7639.179288,198400,751744,66777840,212200
92,2988,5976,20,20,20,69.45882,7708.638108,208040,939680,68006880,301500
93,3038,6076,15,15,15,70.38194,7779.020048,202360,704760,69144880,327900
94,3032,6064,22,22,22,70.42782,7849.447868,204560,1033648,69008320,178300
95,3066,6132,29,29,29,71.83754,7921.285408,209400,1362536,69782160,479500
96,3214,6428,34,34,34,75.76544,7997.050848,219520,1597456,73150640,793200
97,3281,6562,27,27,27,76.85868,8073.909528,219280,1268568,74675560,691600
98,2993,5986,24,24,24,70.14202,8144.051548,200160,1127616,68120680,690300
99,2973,5946,29,29,29,69.67186,8213.723408,188800,1362536,67665480,451100
100,2891,5782,19,19,19,67.24456,8280.967968,187120,892696,65799160,363000
101,2729,5458,24,24,24,63.77656,8344.744528,176040,1127616,62112040,357600
102,2707,5414,13,13,13,62.66954,8407.414068,168360,610792,61611320,277300
103,2686,5372,20,20,20,62.47158,8469.885648,169720,939680,61133360,226100
104,2694,5388,24,24,24,62.82662,8532.712268,172000,1127616,61315440,208300
105,2109,4218,30,30,30,49.85108,8582.563348,138240,1409520,48000840,298400
106,1882,3764,16,16,16,44.05968,8626.623028,123840,751744,42834320,347600
107,1840,3680,25,25,25,43.46946,8670.092488,124160,1174600,41878400,288900
108,1730,3460,20,20,20,40.66032,8710.752808,110520,939680,39374800,232600
109,1701,3402,18,18,18,39.83268,8750.585488,103560,845712,38714760,166200
110,1684,3368,23,23,23,39.69972,8790.285208,107520,1080632,38327840,180600
111,1675,3350,20,20,20,39.31692,8829.602128,105520,939680,38123000,146000
112,1772,3544,26,26,26,42.11652,8871.718648,114480,1221584,40330720,446200
113,1596,3192,25,25,25,38.15262,8909.871268,105960,1174600,36324960,543700
114,1660,3320,21,21,20,39.796744,8949.668012,109160,986664,37781600,916600
115,1718,3436,28,28,28,41.36318,8991.031192,112440,1315552,39101680,829700
116,1659,3318,22,22,22,39.17242,9030.203612,100040,1033648,37758840,276900
117,1696,3392,23,23,23,40.1458,9070.349412,107080,1080632,38600960,354000
118,1600,3200,17,17,17,37.53732,9107.886732,100680,798728,36416000,219600
119,1589,3178,17,17,17,37.3074,9145.194132,102320,798728,36165640,238400
120,1649,3298,18,18,18,38.79284,9183.986972,106440,845712,37531240,307000
121,1616,3232,26,26,26,38.44506,9222.432032,105080,1221584,36780160,334700
122,1664,3328,18,18,18,39.1528,9261.584832,105000,845712,37872640,327000
123,1819,3638,20,20,20,42.82822,9304.413052,120480,939680,41400440,364900
124,1661,3322,23,23,23,39.40092,9343.813972,112000,1080632,37804360,400800
125,1537,3074,16,16,16,36.08526,9379.899232,104320,751744,34982120,244900
126,1526,3052,30,30,30,36.40756,9416.306792,104400,1409520,34731760,157800
127,1430,2860,17,17,17,33.57638,9449.883172,99640,798728,32546800,128900
128,1431,2862,16,16,16,33.63146,9483.514632,97280,751744,32569560,210700
129,1390,2780,21,21,21,33.14792,9516.662552,96800,986664,31636400,425200
130,1358,2716,25,25,24,32.671064,9549.333616,87920,1174600,30908080,497200
131,1534,3068,16,16,16,36.35602,9585.689636,95560,751744,34913840,592700
132,1820,3640,15,15,15,42.99976,9628.689396,113560,704760,41423200,756200
133,1754,3508,26,26,26,41.68896,9670.378356,121800,1221584,39921040,421000
134,1583,3166,20,20,20,37.42392,9707.802276,107240,939680,36029080,345200
135,1492,2984,23,23,23,35.42246,9743.224736,102080,1080632,33957920,278700
136,1595,3190,26,26,26,38.3737,9781.598436,107080,1221584,36302200,739300
137,1910,3820,14,14,14,44.80126,9826.399696,132080,657776,43471600,537900
138,2171,4342,18,18,18,50.82576,9877.225456,151240,845712,49411960,414400
139,2147,4294,17,17,17,50.12608,9927.351536,150920,798728,48865720,308400
140,2246,4492,20,20,20,52.4995,9979.851036,154640,939680,51118960,283500
141,2216,4432,22,22,22,51.87066,10031.721696,152760,1033648,50436160,245100
142,2274,4548,24,24,24,53.2883,10085.009996,151480,1127616,51756240,249700
143,2376,4752,29,29,29,56.0201,10141.030096,158960,1362536,54077760,416900
144,2366,4732,22,22,22,55.57726,10196.607356,157960,1033648,53850160,532500
145,2538,5076,18,18,18,59.23682,10255.844176,172480,845712,57764880,451300
146,2670,5340,30,30,30,62.75552,10318.599696,187120,1409520,60769200,385600
147,2540,5080,27,27,27,59.83116,10378.430856,174920,1268568,57810400,573600
148,2777,5554,22,22,22,65.06304,10443.493896,177880,1033648,63204520,644000
149,3057,6114,15,15,15,70.9951,10514.488996,197480,704760,69577320,513500
150,3186,6372,22,22,21,74.214904,10588.7039,200240,1033648,72513360,464800
151,3169,6338,18,18,18,73.55606,10662.25996,200960,845712,72126440,380500
152,3116,6232,22,22,22,72.43952,10734.69948,202520,1033648,70920160,280200
153,3312,6624,22,22,21,77.077204,10811.776684,214680,1033648,75381120,444900
154,3615,7230,34,34,34,84.78932,10896.566004,242840,1597456,82277400,667000
155,3535,7070,22,22,22,82.37302,10978.939024,232680,1033648,80456600,647100
156,3586,7172,31,31,31,83.87862,11062.817644,235840,1456504,81617360,564700
157,3505,7010,21,21,21,81.23038,11144.048024,228160,986664,79773800,238900
158,3435,6870,20,20,20,79.4826,11223.530624,219800,939680,78180600,139800
159,3601,7202,17,17,17,83.27528,11306.805904,232680,798728,81958760,282800
160,3676,7352,27,27,27,85.50398,11392.309884,239480,1268568,83665760,326500
161,4006,8012,35,35,34,93.726604,11486.036488,269080,1644440,91176560,631900
162,4040,8080,38,38,38,94.83706,11580.873548,266800,1785392,91950400,829300
163,3662,7324,19,19,18,85.257464,11666.131012,232800,892696,83347120,782400
164,3571,7142,26,26,26,83.19072,11749.321732,235840,1221584,81275960,453800
165,4045,8090,28,28,28,94.30942,11843.631152,273160,1315552,92064200,652700
166,4358,8716,37,37,37,101.75966,11945.390812,294040,1738408,99188080,534100
167,4124,8248,26,26,25,95.933724,12041.324536,277800,1221584,93862240,568700
168,4263,8526,33,33,33,99.1749,12140.499436,277560,1550472,97025880,316500
169,4273,8546,25,25,25,99.09674,12239.596176,275960,1174600,97253480,389300
170,4340,8680,16,16,16,100.29492,12339.891096,263800,751744,98778400,498800
171,4415,8830,28,28,28,102.41792,12442.309016,292360,1315552,100485400,320800
172,4831,9662,21,21,21,111.76732,12554.076336,315240,986664,109953560,509000
173,4972,9944,42,42,41,115.767384,12669.84372,320160,1973328,113162720,305600
174,4987,9974,33,33,33,115.89924,12785.74296,326160,1550472,113504120,514000
175,5035,10070,27,27,27,116.49826,12902.24122,315920,1268568,114596600,313500
176,5397,10794,28,28,28,125.07484,13027.31606,330560,1315552,122835720,589200
177,5205,10410,38,38,38,121.0009,13148.31696,338640,1785392,118465800,405900
178,5421,10842,23,23,23,125.38676,13273.70372,334240,1080632,123381960,586800
179,5311,10622,31,31,31,123.3094,13397.01312,348520,1456504,120878360,621800
180,5061,10122,38,38,38,117.92408,13514.9372,328560,1785392,115188360,616600
181,5129,10258,43,43,43,119.53992,13634.47712,336920,2020312,116736040,440800
182,4811,9622,31,31,31,111.62252,13746.09964,312240,1456504,109498360,351200
183,4368,8736,29,29,29,101.3079,13847.40754,275040,1362536,99415680,250700
184,3989,7978,23,23,23,92.49108,13939.89862,254480,1080632,90789640,363200
185,3654,7308,22,22,22,84.70812,14024.60674,236840,1033648,83165040,269600
186,3403,6806,22,22,22,79.16226,14103.769,219440,1033648,77452280,453900
187,3537,7074,25,25,25,82.19374,14185.96274,223120,1174600,80502120,290500
188,3564,7128,25,25,25,82.98114,14268.94388,226800,1174600,81116640,459700
189,3470,6940,23,23,23,80.7018,14349.64568,216040,1080632,78977200,424800
190,3660,7320,24,24,24,85.32988,14434.97556,230000,1127616,83301600,667400
191,3854,7708,36,36,36,90.24882,14525.22438,253160,1691424,87717040,582300
192,3996,7992,24,24,24,92.91962,14618.144,264880,1127616,90948960,574900
193,4147,8294,36,36,36,96.89084,14715.03484,269200,1691424,94385720,539600
194,4268,8536,34,34,34,99.49006,14814.5249,278600,1597456,97139680,469700
195,3872,7744,35,35,35,90.28932,14904.81422,241200,1644440,88126720,272200
196,3377,6754,27,27,27,78.8645,14983.67872,212440,1268568,76860520,519300
197,3275,6550,17,17,17,76.32038,15059.9991,207840,798728,74539000,772500
198,3332,6664,39,39,39,78.39802,15138.39712,208520,1832376,75836320,515500
199,3282,6564,22,22,22,76.43618,15214.8333,209520,1033648,74698320,491700
200,2970,5940,33,33,33,69.55836,15284.39166,196000,1550472,67597200,210200
201,2728,5456,38,38,38,64.50346,15348.89512,179720,1785392,62089280,443900
202,2811,5622,27,27,27,66.13662,15415.03174,189520,1268568,63978360,696500
203,2944,5888,32,32,31,69.260264,15484.292004,196520,1503488,67005440,550600
204,2957,5914,25,25,25,69.02534,15553.317344,193120,1174600,67301320,352900
205,2912,5824,18,18,18,67.6124,15620.929744,187720,845712,66277120,299400
206,2911,5822,24,24,24,67.86292,15688.792664,196480,1127616,66254360,281200
207,2904,5808,18,18,18,67.41988,15756.212544,193280,845712,66095040,283400
208,3031,6062,31,31,31,71.1477,15827.360244,206520,1456504,68985560,494900
209,3212,6424,24,24,24,74.75162,15902.111864,212520,1127616,73105120,303100
210,3110,6220,32,32,32,72.90096,15975.012824,208720,1503488,70783600,400800
211,2787,5574,34,34,34,65.85232,16040.865144,188720,1597456,63432120,629400
212,2700,5400,34,34,34,63.82124,16104.686384,188360,1597456,61452000,578800
213,2519,5038,33,33,33,59.44594,16164.132324,169240,1550472,57332440,389300
214,2338,4676,27,27,27,54.74058,16218.872904,153760,1268568,53212880,101700
215,2359,4718,26,26,26,55.5608,16274.433704,154840,1221584,53690840,490000
216,2493,4986,23,23,23,58.57278,16333.006484,164840,1080632,56740680,583500
217,2594,5188,31,31,31,61.25978,16394.266264,171520,1456504,59039440,588100
218,2750,5500,28,28,28,64.32166,16458.587924,182200,1315552,62590000,230100
219,3018,6036,28,28,28,70.51648,16529.104404,195640,1315552,68689680,311800
220,2876,5752,25,25,25,67.38146,16596.485864,188200,1174600,65457760,557500
221,2692,5384,18,18,18,62.7071,16659.192964,168120,845712,61269920,420900
222,2785,5570,20,20,20,65.00562,16724.198584,179520,939680,63386600,497100
223,2900,5800,23,23,23,67.51404,16791.712624,188680,1080632,66004000,237600
224,3073,6146,22,22,22,71.50382,16863.216444,203800,1033648,69941480,321900
225,3179,6358,22,22,22,73.76102,16936.977464,210240,1033648,72354040,160100
226,3259,6518,17,17,17,75.3439,17012.321364,215720,798728,74174840,152300
227,3248,6496,26,26,25,75.691144,17088.012508,213480,1221584,73924480,328200
228,3221,6442,28,28,28,75.4762,17163.488708,209480,1315552,73309960,637400
229,3247,6494,25,25,25,76.05888,17239.547588,212760,1174600,73901720,766400
230,3511,7022,30,30,30,82.14358,17321.691168,240320,1409520,79910360,579300
231,3524,7048,27,27,27,82.21458,17403.905748,231400,1268568,80206240,504700
232,3758,7516,29,29,29,87.84896,17491.754708,247600,1362536,85532080,702800
233,4126,8252,23,23,23,96.19268,17587.947388,275960,1080632,93907760,925200
234,4333,8666,31,31,31,101.04158,17688.988968,291880,1456504,98619080,669900
235,4478,8956,28,28,28,104.09642,17793.085388,295880,1315552,101919280,561900
236,4766,9532,26,26,26,110.4266,17903.511988,314720,1221584,108474160,412600
237,4851,9702,31,31,31,112.368,18015.879988,316720,1456504,110408760,181800
238,5073,10146,27,27,27,117.49544,18133.375428,328320,1268568,115461480,433400
239,4751,9502,36,36,36,110.41808,18243.793508,309800,1691424,108132760,279200
240,4354,8708,30,30,30,101.05998,18344.853488,288440,1409520,99097040,260900
241,4151,8302,22,22,22,95.99766,18440.851148,261360,1033648,94476760,222900
242,4129,8258,20,20,20,95.39892,18536.250068,267080,939680,93976040,213400
243,4137,8274,24,24,24,95.77516,18632.025228,276360,1127616,94158120,209800
244,3991,7982,27,27,27,92.87502,18724.900248,268320,1268568,90835160,499300
245,3595,7190,25,25,25,83.75444,18808.654688,238640,1174600,81822200,515600
246,3489,6978,26,26,26,81.32334,18889.978028,241080,1221584,79409640,447500
247,3462,6924,28,28,28,80.4909,18970.468928,235120,1315552,78795120,141300
248,3768,7536,19,19,19,87.32364,19057.792568,253480,892696,85759680,415200
249,4107,8214,19,19,19,95.53422,19153.326788,278920,892696,93475320,884700
250,4102,8204,34,34,34,95.7484,19249.075188,293000,1597456,93361520,491800
251,4357,8714,31,31,31,101.4058,19350.480988,304160,1456504,99165320,475600
252,4459,8918,23,23,23,103.17028,19453.651268,303080,1080632,101486840,296600
253,4614,9228,31,31,31,107.21572,19560.866988,315760,1456504,105014640,424600
254,4565,9130,30,30,30,105.96172,19666.828708,300120,1409520,103899400,348600
255,4517,9034,19,19,19,104.25766,19771.086368,292760,892696,102806920,262700
256,4692,9384,20,20,20,108.5596,19879.645968,304280,939680,106789920,523000
257,4901,9802,33,33,33,113.60406,19993.250028,327640,1550472,111546760,174700
258,4771,9542,29,29,29,110.7043,20103.954328,307760,1362536,108587960,442100
259,4233,8466,31,31,31,98.32544,20202.279768,264240,1456504,96343080,257400
260,3783,7566,35,35,35,88.5404,20290.820168,242320,1644440,86101080,547800
261,3520,7040,28,28,28,82.1517,20372.971868,241640,1315552,80115200,475500
262,3180,6360,30,30,30,74.47652,20447.448388,224320,1409520,72376800,461800
263,2957,5914,23,23,23,69.0639,20516.512288,209920,1080632,67301320,468900
264,3281,6562,18,18,18,76.09974,20592.612028,232920,845712,74675560,343100
265,3376,6752,22,22,22,78.37882,20670.990848,242920,1033648,76837760,261500
266,3167,6334,21,21,21,73.51836,20744.509208,220320,986664,72080920,227600
267,3158,6316,28,28,28,73.63806,20818.147268,213720,1315552,71876080,228900
268,3118,6236,14,14,14,72.26856,20890.415828,207200,657776,70965680,436000
269,3133,6266,32,32,32,73.45924,20963.875068,213120,1503488,71307080,431200
270,3356,6712,27,27,27,78.20994,21042.085008,219640,1268568,76382560,335500
271,3343,6686,26,26,26,77.97326,21120.058268,224160,1221584,76086680,437300
272,3274,6548,20,20,20,75.98518,21196.043448,208640,939680,74516240,317900
273,3308,6616,29,29,29,76.96218,21273.005628,207920,1362536,75290080,97700
274,3351,6702,21,21,21,77.6378,21350.643428,206320,986664,76268760,173200
275,3364,6728,16,16,16,77.80598,21428.449408,211120,751744,76564640,276300
276,3314,6628,29,29,29,77.27242,21505.721828,211200,1362536,75426640,268100
277,3236,6472,32,32,32,75.88356,21581.605388,205360,1503488,73651360,519000
