step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,21.688643364133277,12.617305755615234,26.46228790283203,14.52359390258789,28.48166275024414
