step,pending_transitions,pull_updates_this_step,queued_transitions,t2_b0_train_updates,train_updates_this_step
1,0,0,0,0,0
2,0,2,1,1,1
3,0,4,2,3,2
4,0,6,2,5,2
5,0,10,0,5,0
6,0,8,0,5,0
7,0,6,1,6,1
8,0,6,0,6,0
9,0,4,1,7,1
10,0,8,2,9,2
11,0,22,2,11,2
12,0,24,1,12,1
13,0,24,1,13,1
14,0,20,1,14,1
15,0,12,0,14,0
16,0,8,1,15,1
17,0,6,0,15,0
18,0,8,0,15,0
19,0,8,0,15,0
20,0,10,2,17,2
21,0,10,0,17,0
22,0,10,0,17,0
23,0,8,1,18,1
24,0,8,0,18,0
25,0,8,1,19,1
26,0,10,1,20,1
27,0,10,1,21,1
28,0,10,0,21,0
29,0,12,1,22,1
30,0,12,1,23,1
31,0,10,1,24,1
32,0,8,1,25,1
33,0,8,0,25,0
34,0,8,1,26,1
35,0,10,0,26,0
36,0,10,1,27,1
37,0,10,0,27,0
38,0,10,1,28,1
39,0,10,0,28,0
40,0,10,1,29,1
41,0,12,0,29,0
42,0,14,0,29,0
43,0,14,1,30,1
44,0,14,0,30,0
45,0,14,1,31,1
46,0,18,0,31,0
47,0,18,0,31,0
48,0,18,0,31,0
49,0,18,1,32,1
50,0,18,0,32,0
51,0,12,1,33,1
52,0,10,1,34,1
53,0,10,0,34,0
54,0,10,1,35,1
55,0,10,0,35,0
56,0,8,1,36,1
57,0,8,0,36,0
58,0,8,0,36,0
59,0,6,0,36,0
60,0,4,1,37,1
61,0,6,0,37,0
62,0,12,2,39,2
63,0,12,1,40,1
64,0,12,0,40,0
65,0,16,1,41,1
66,0,12,0,41,0
67,0,8,0,41,0
68,0,8,0,41,0
69,0,8,0,41,0
70,0,8,0,41,0
71,0,8,1,42,1
72,0,10,2,44,2
73,0,10,1,45,1
74,0,10,1,46,1
75,0,8,0,46,0
76,0,8,0,46,0
77,0,10,0,46,0
78,0,10,1,47,1
79,0,10,0,47,0
80,0,10,1,48,1
81,0,10,0,48,0
82,0,10,0,48,0
83,0,10,0,48,0
84,0,10,0,48,0
85,0,10,1,49,1
86,0,10,0,49,0
87,0,10,1,50,1
88,0,10,1,51,1
89,0,12,1,52,1
90,0,12,0,52,0
91,0,14,0,52,0
92,0,16,0,52,0
93,0,16,0,52,0
94,0,14,1,53,1
95,0,12,0,53,0
96,0,10,0,53,0
97,0,4,0,53,0
98,0,4,1,54,1
99,0,0,0,54,0
100,0,2,0,54,0
101,0,2,0,54,0
102,0,2,1,55,1
103,0,2,0,55,0
104,0,2,0,55,0
105,0,2,1,56,1
106,0,0,0,56,0
107,0,2,0,56,0
108,0,4,2,58,2
109,0,6,2,60,2
110,0,10,1,61,1
111,0,10,0,61,0
112,0,8,1,62,1
113,0,10,1,63,1
