step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,2,562500.0,59.35386483346665,45.681154542495044,3,6,2,3,6,0,5,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,36.94793316213685,19.986100599330086,5,10,0,4,10,0,4,-105.0,70.5,-47.5,192878,3,32,5,3,3,5.0,1157672,2.025548,nan,1.157672,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,504,3,4
4,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,4,562500.0,38.26241096930635,20.192228429527063,18,36,4,7,36,0,11,-105.0,70.5,-47.5,192878,5,32,18,4,12,5.0,2025884,4.051432,nan,2.025884,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,840,5,7
5,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,9,562500.0,39.81378851370045,24.96398775375647,20,40,9,10,40,0,19,-105.0,70.5,-47.5,192878,11,32,20,7,14,5.0,2894768,6.9462,nan,2.894768,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,1848,11,10
6,-47.5,57.5,60,30,0,0.0,0.0,0,0.0,57.5,8,562500.0,27.17214233165556,19.17092701823543,30,60,8,10,60,0,18,-105.0,70.5,-47.5,192878,18,32,30,11,25,5.0,2895944,9.842144,nan,2.895944,nan,10,0,2891600,20,0,0,10,1320,640,160,680,170,330,10,3024,18,10
7,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,12,514868.3841908432,28.43930665702918,6.868149163328955,33,66,12,12,66,0,24,-105.0,70.5,-47.5,192878,17,32,33,11,28,5.0,3474360,13.316504,nan,3.47436,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,2856,17,12
8,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,7,548065.3796548478,29.928354161559515,14.309505674155359,36,72,7,12,72,0,19,-105.0,70.5,-47.5,192878,20,32,36,11,34,5.0,3474864,16.791368,nan,3.474864,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,3360,20,12
9,-47.5,57.5,82,41,0,0.0,0.0,0,0.0,57.5,8,445538.025127164,19.313267006474916,5.4264780526541,41,82,8,14,82,0,22,-105.0,70.5,-47.5,192878,38,32,41,14,37,5.0,4056472,20.84784,nan,4.056472,nan,14,0,4048240,28,0,0,14,1848,896,224,952,238,462,14,6384,38,14
10,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,14,531937.8964743811,27.442615130502276,6.829340532447716,49,98,14,12,98,0,26,-105.0,70.5,-47.5,192878,77,32,49,14,46,5.0,3484440,24.33228,nan,3.48444,nan,12,0,3469920,24,0,0,12,1584,768,192,816,204,396,12,12936,77,12
