step,eval_is_final,eval_n_pairs_per_zone,expert_bank_coverage_recalculations,expert_bank_manifest_records,expert_bank_max_size,expert_bank_mean_size,expert_bank_model_transfers,expert_bank_unique_versions,greedy_active_experienced_models,greedy_coverage_at_0_5,greedy_feasible_coverage_at_0_5,greedy_feasible_rmse,greedy_infeasible_leakage_at_0_5,greedy_infeasible_rmse,greedy_max_capsules,greedy_max_experience,greedy_mean_capsules,greedy_mean_confidence,greedy_mean_experience,greedy_mean_model_rmse,greedy_non_feasible_false_positive_rate,greedy_predicted_feasible_fraction,greedy_total
10,0,10000,1189,37179,18,14.289473684210526,1189,126,38,0.1582263157894737,0.3880752402256644,37.0976962457595,0.02084577156263402,12.959458179584114,275,1280,223.26315789473685,0.1560210406767018,1058.0526315789473,24.870186604951556,0.02537819224527207,0.16642105263157894,24.899184910565374
20,0,10000,2297,173981,23,18.0,2297,193,45,0.2307511111111111,0.5337788470106032,30.231623072401046,0.04963164154728302,12.525467337375858,605,3793,444.68888888888887,0.2265422735459678,3117.6222222222223,20.9563109503852,0.05110507535815093,0.2359711111111111,20.97867636964311
30,0,10000,2778,353700,23,18.767441860465116,2778,206,43,0.2494,0.5680485879288587,28.458656826281427,0.058943957909912054,12.224350546794806,643,5530,497.3720930232558,0.2454864378507366,4580.023255813953,19.904280862142873,0.06070514273399793,0.25457674418604653,19.912633829971153
40,0,10000,3079,516744,25,20.057142857142857,3079,195,35,0.27078,0.6121357925688319,26.578658197892768,0.06675187729669277,11.952923160044726,842,7700,661.6857142857143,0.26630270738275474,6492.714285714285,18.765197917393277,0.06866455161709994,0.27629714285714285,18.8068455811783
50,1,10000,3296,661107,27,20.058823529411764,3296,213,34,0.30231470588235293,0.6847021085900278,24.07725563021339,0.07376201798821462,11.989146669494632,1025,11094,772.1764705882352,0.29714786432133183,8877.676470588236,17.51137929804185,0.07543960226685338,0.30774411764705883,17.51678434597884
