step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
51,812,0.946641504,0.715077996,0.774373709,1.251070819,-0.078312075,36939
52,796,0.963973396,0.736535276,0.651744330,1.309410299,-0.034478605,37735
53,806,0.861971573,0.746793140,0.614411180,1.054267212,0.026144884,38541
54,807,1.408938137,0.753535460,1.010877237,2.121948230,-0.164742574,39348
55,845,1.378489073,0.758457077,1.082355445,2.682788398,-0.243462404,40193
56,854,1.212552280,0.776365090,0.917077925,1.826460859,-0.181695356,41047
57,877,2.096135113,0.771440100,1.678412493,3.793703884,-0.351666130,41924
58,898,1.859459598,0.757490244,1.689695157,3.857494375,-0.342233815,42822
59,890,1.587959601,0.757412001,1.339737824,2.909260422,-0.263767629,43712
60,888,1.365381418,0.756998788,1.017835156,2.015907617,-0.085305629,44600
61,897,1.441185659,0.769343895,1.079065694,1.880386115,-0.048298669,45497
62,896,0.991339901,0.790708736,0.792760165,1.115677026,0.081819644,46393
63,908,0.877788022,0.792556600,0.777981148,1.472306940,0.012844447,47301
64,919,1.109743711,0.769947250,0.834353945,2.206279916,-0.130744676,48220
65,902,1.139004449,0.735032188,0.943481045,1.996472661,-0.173076264,49122
66,856,2.115903605,0.713804335,1.693465860,3.268486582,-0.177316459,49978
67,823,1.891182466,0.732594478,1.648880272,3.352034511,-0.335058470,50801
68,770,1.338002333,0.752331610,1.176877635,2.583458998,-0.207080454,51571
69,748,1.037493406,0.764889144,0.964901575,1.988380748,-0.139869986,52319
70,751,0.686873288,0.755881538,0.629357921,1.066149239,-0.072473487,53070
71,734,0.566467753,0.727707655,0.596497469,0.826834707,-0.011605327,53804
72,737,0.509441198,0.682954632,0.568641569,0.767430490,0.062018316,54541
73,743,0.795437899,0.635249734,0.656864210,1.327075797,-0.111989200,55284
74,749,0.981114996,0.599958714,0.774098614,1.507214522,0.035667710,56033
75,782,1.348353882,0.573672540,1.133709613,2.831862899,-0.198770986,56815
76,792,1.328241506,0.578849900,1.110241364,2.155055365,-0.178371357,57607
77,790,1.792057499,0.588087334,1.465961810,2.734458772,-0.093941389,58397
78,800,1.673347962,0.606943435,1.411069152,3.026887152,-0.171342348,59197
79,806,2.052041569,0.608317197,1.755834631,3.637971627,-0.207605351,60003
80,798,1.764321154,0.642961218,1.461702376,3.084298494,-0.228679363,60801
81,781,1.249987019,0.659625611,1.118401905,2.577345820,-0.182066333,61582
82,766,0.778325221,0.667104064,0.735280862,1.485793940,-0.123481666,62348
83,735,0.713210097,0.667631428,0.664411657,0.921193816,-0.081352340,63083
84,720,1.032496983,0.635969856,0.987582137,2.605739656,-0.220353849,63803
85,728,1.373801494,0.605076907,1.143501939,3.021382452,-0.291792602,64531
86,724,2.519455523,0.587351584,2.333254974,5.105681913,-0.473496536,65255
87,664,0.713891889,0.613070489,0.754206109,1.201154673,-0.140346414,65919
88,656,0.809695007,0.602230944,0.760663680,1.450042215,-0.056611541,66575
89,631,0.907549361,0.597247117,0.814158603,1.727530601,-0.106499050,67206
90,636,0.988980754,0.578298220,0.877472202,2.170802951,-0.065358013,67842
91,633,0.899286527,0.566242657,0.746385248,1.122948237,0.045106038,68475
92,642,1.147232158,0.552434481,0.888095583,1.935797976,0.033557741,69117
93,649,1.001491050,0.555909365,0.867181630,1.903153064,-0.078044211,69766
94,639,0.873376022,0.557219514,0.749466825,1.421417409,-0.091121948,70405
95,669,1.308329128,0.537573388,1.139774089,2.798744511,-0.215379182,71074
96,690,2.152602374,0.531707390,1.861538026,4.188156917,-0.265340419,71764
97,703,1.881459247,0.529740646,1.791202459,4.311401946,-0.321504615,72467
98,707,1.609761027,0.529488304,1.495248489,3.306191377,-0.247782261,73174
99,690,1.760143770,0.538024120,1.665472876,3.609649536,-0.231938140,73864
100,673,0.950240341,0.536235845,0.884865544,1.896586169,-0.084012943,74537
101,664,1.093437673,0.549310666,0.910049863,1.848164583,-0.015018507,75201
102,676,0.753783676,0.552379871,0.694607346,1.588933934,-0.001421844,75877
103,686,0.686217507,0.555532162,0.586397659,0.971905078,0.148569551,76563
104,666,0.751655643,0.547933858,0.688819651,1.372792055,-0.013060598,77229
105,645,0.926354112,0.538073572,0.827020367,1.813381694,-0.027761470,77874
106,611,1.171738826,0.528773864,0.931251638,1.858623566,-0.117529061,78485
107,608,1.278629466,0.533840360,1.097580947,2.240840603,-0.127234018,79093
108,596,0.868388522,0.543468945,0.716823500,1.186116691,-0.026957925,79689
109,589,1.055514576,0.543983276,0.939126880,1.855997352,0.004742639,80278
110,579,0.640068933,0.546590633,0.607076870,1.217435265,-0.054008269,80857
111,568,0.756508319,0.538790231,0.635574219,1.456548813,-0.060847600,81425
112,582,1.221481261,0.520801701,1.046916204,2.928211552,-0.116273243,82007
113,582,1.368922053,0.498169419,1.183949141,2.948734886,-0.150406261,82589
114,629,2.473282600,0.475905026,2.327155669,5.294637394,-0.334991777,83218
115,638,2.741819720,0.488911070,2.487237756,4.971683107,-0.292864224,83856
116,622,1.238925506,0.516724115,1.103575532,2.446749208,-0.186122075,84478
117,616,1.433232613,0.530422818,1.336053684,3.094341569,-0.147861963,85094
118,602,0.984704561,0.560946959,0.827783992,1.822528899,-0.112886675,85696
119,589,1.090999485,0.573237100,0.989433274,2.526400488,-0.135442462,86285
120,597,1.726772861,0.573464050,1.488260025,3.752280051,-0.366597469,86882
121,586,1.172216280,0.580267154,1.058852640,2.811469482,-0.206296008,87468
122,575,1.174300650,0.580679430,0.962742646,1.934449980,0.028142493,88043
123,583,1.455372567,0.568473221,1.270255383,3.023440275,-0.223066424,88626
124,572,1.708388181,0.580147741,1.452615963,2.940922081,-0.149729912,89198
125,555,1.516937787,0.602065324,1.288318066,3.109604704,-0.252045865,89753
126,549,1.016807406,0.625480076,0.782325844,1.445629068,-0.012454195,90302
127,508,1.331884594,0.653310375,1.114987610,2.871253405,-0.140479944,90810
128,511,0.882893545,0.640990427,0.860709848,1.682698869,-0.060642179,91321
129,514,1.649804836,0.624753041,1.433400867,3.417644329,-0.258587961,91835
130,520,1.634347687,0.599788710,1.507512741,3.629935598,-0.266226314,92355
131,537,2.484212498,0.582607701,2.182732610,4.598213814,-0.282644547,92892
132,582,3.611635886,0.561633414,3.276158468,6.011973401,-0.374859264,93474
133,579,1.357217271,0.594733570,1.256828437,2.971766010,-0.290473487,94053
134,575,1.892723940,0.615471308,1.737151075,4.020362173,-0.351006146,94628
135,571,1.073405711,0.621663290,0.950776984,2.047844911,-0.175949970,95199
136,591,2.734589406,0.600909340,2.453177820,5.238698784,-0.412670430,95790
137,612,2.372007596,0.605505042,2.158285650,4.755833259,-0.359867833,96402
