step,feasible_contact_pairs,feasible_contact_decisions,t2_b0_events,t2_b0_pull_events,t2_b0_valid_pull_events,t2_b0_comm_mb,t2_b0_comm_cumulative_mb,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_bytes,t2_b0_training_sample_bytes
1,2392,4784,616,616,588,83.464032,83.464032,0,28942144,54441920,0
2,2445,4890,623,623,623,86.85036,170.314392,0,29271032,55648200,1846400
3,2469,4938,619,619,616,89.367312,259.681704,0,29083096,56194440,4006000
4,2401,4802,618,618,617,88.108084,347.789788,0,29036112,54646760,4341300
5,2489,4978,632,632,631,89.895644,437.685432,0,29693888,56649640,3466300
6,2714,5428,658,658,658,95.84462,533.530052,217120,30915472,61770640,2851900
7,2852,5704,675,675,673,99.673308,633.20336,228160,31714200,64911520,2727900
8,2837,5674,672,672,671,98.402384,731.605744,226960,31573248,64570120,1940800
9,2809,5618,697,697,697,98.7809,830.386644,224720,32747848,63932840,1780700
10,2728,5456,681,681,681,95.90984,926.296484,218240,31996104,62089280,1513600
11,2658,5316,678,678,678,93.85818,1020.154664,212640,31855152,60496080,1202100
12,2645,5290,653,653,653,92.20566,1112.360324,211600,30680552,60200200,1024500
13,2570,5140,638,638,638,89.92496,1202.285284,205600,29975792,58493200,1163600
14,2448,4896,618,618,618,86.14358,1288.428864,195840,29036112,55716480,1111100
15,2515,5030,651,651,650,89.311384,1377.740248,201200,30586584,57241400,1193800
16,2476,4952,673,673,673,89.2574,1466.997648,198080,31620232,56353760,993800
17,2669,5338,690,690,690,94.41576,1561.413408,213520,32418960,60746440,943000
18,2887,5774,716,716,716,100.8354,1662.248808,230960,33640544,65708120,1158400
19,2923,5846,692,692,692,100.29106,1762.539868,233840,32512928,66527480,922700
20,2937,5874,697,697,697,100.99062,1863.530488,234960,32747848,66846120,1066900
21,2834,5668,689,689,688,98.020204,1961.550692,226720,32371976,64501840,826100
22,2758,5516,667,667,667,95.02416,2056.574852,220640,31338328,62772080,602400
23,2819,5638,678,678,678,97.26822,2153.843072,225520,31855152,64160440,934900
24,3034,6068,683,683,683,102.35882,2256.201892,242720,32090072,69053840,879300
25,3114,6228,696,696,696,104.74708,2360.948972,249120,32700864,70874640,827800
26,3155,6310,696,696,696,105.67512,2466.624092,252400,32700864,71807800,819400
27,3435,6870,707,707,707,112.55814,2579.182232,274800,33217688,78180600,788900
28,3277,6554,710,710,710,109.21748,2688.399712,262160,33358640,74584520,915600
29,3469,6938,699,699,699,112.93144,2801.331152,277520,32841816,78954440,762600
30,3363,6726,687,687,687,109.94496,2911.276112,269040,32278008,76541880,762600
31,3345,6690,701,701,701,110.29252,3021.568632,267600,32935784,76132200,861600
32,3188,6376,748,748,748,108.97138,3130.540012,255040,35144032,72558880,911700
33,3061,6122,755,755,754,106.366404,3236.906416,244880,35472920,69668360,877700
34,3182,6364,740,740,738,108.152308,3345.058724,254560,34768160,72422320,606900
35,3241,6482,753,753,753,110.1864,3455.245124,259280,35378952,73765160,680600
36,3437,6874,774,774,772,115.769088,3571.014212,274960,36365616,78226120,797400
37,3581,7162,813,813,813,121.048,3692.062212,286480,38197992,81503560,949400
38,3496,6992,808,808,808,118.4744,3810.536612,279680,37963072,79568960,552800
39,3434,6868,806,806,806,117.04688,3927.583492,274720,37869104,78157840,635600
40,3331,6662,783,783,783,113.51,4041.093492,266480,36788472,75813560,535000
41,3788,7576,814,814,814,125.9454,4167.038892,303040,38244976,86214880,1071800
42,3805,7610,804,804,804,125.41228,4292.451172,304400,37775136,86601800,621600
43,3852,7704,812,812,808,126.704876,4419.156048,308160,38151008,87671520,464300
44,4061,8122,811,811,811,131.47226,4550.628308,324880,38104024,92428360,504700
45,4226,8452,833,833,832,136.386364,4687.014672,338080,39137672,96183760,613700
46,4392,8784,858,858,858,141.35464,4828.369312,351360,40312272,99961920,612400
47,4462,8924,868,868,868,143.67684,4972.046152,356960,40782112,101555120,864600
48,4511,9022,872,872,872,145.04558,5117.091732,360880,40970048,102670360,925700
49,4231,8462,871,871,871,138.19146,5255.283192,338480,40923064,96297560,513900
50,4357,8714,842,842,842,139.85432,5395.137512,348560,39560528,99165320,665400
51,4481,8962,812,812,812,140.99188,5536.129392,358480,38151008,101987560,384400
52,4400,8800,796,796,796,138.39602,5674.525412,352000,37399264,100144000,392500
53,4341,8682,808,808,806,137.586828,5812.11224,347280,37963072,98801160,365700
54,4185,8370,807,807,807,134.02454,5946.13678,334800,37916088,95250600,413300
55,4303,8606,845,845,845,138.73902,6084.8758,344240,39701480,97936280,642100
56,4436,8872,854,854,854,142.06882,6226.94462,354880,40124336,100963360,510100
57,4746,9492,877,877,877,150.50788,6377.4525,379680,41204968,108018960,785000
58,5132,10264,898,898,898,160.34624,6537.79874,410560,42191632,116804320,817600
59,5384,10768,890,890,890,165.53196,6703.3307,430720,41815760,122539840,624600
60,5477,10954,888,888,888,167.46654,6870.79724,438160,41721792,124656520,529300
61,5747,11494,897,897,897,173.99682,7044.79406,459760,42144648,130801720,468700
62,5591,11182,898,898,896,170.371828,7215.165888,447280,42191632,127251160,359900
63,5443,10886,908,908,908,167.49628,7382.662168,435440,42661472,123882680,393200
64,5218,10436,919,919,919,163.0597,7545.721868,417440,43178296,118761680,577300
65,4486,8972,902,902,902,145.45038,7691.172248,358880,42379568,102101360,487900
66,3998,7996,856,856,856,132.37714,7823.549388,319840,40218304,90994480,728100
67,3965,7930,823,823,823,129.93336,7953.482748,317200,38667832,90243400,593000
68,3623,7246,770,770,770,119.45252,8072.935268,289840,36177680,82459480,420800
69,3533,7066,748,748,748,116.23778,8189.173048,282640,35144032,80411080,298300
70,3644,7288,751,751,751,118.93708,8308.110128,291520,35284984,82937440,321000
71,3756,7512,736,736,734,120.783388,8428.893516,300480,34580224,85486560,316300
72,3767,7534,743,743,737,121.468524,8550.36204,301360,34909112,85736920,420900
73,3793,7586,743,743,743,121.92288,8672.28492,303440,34909112,86328680,280600
74,3984,7968,755,755,749,126.968244,8799.253164,318720,35472920,90675840,398900
75,4216,8432,782,782,782,133.65338,8932.906544,337280,36741488,95956160,512100
76,4420,8840,792,792,792,138.80574,9071.712284,353600,37211328,100599200,533900
77,4540,9080,792,792,790,141.556468,9213.268752,363200,37211328,103330400,544100
78,4516,9032,800,800,800,141.44464,9354.713392,361280,37587200,102784160,603200
79,4599,9198,806,806,806,143.63598,9498.349372,367920,37869104,104673240,616100
80,4543,9086,798,798,798,141.93618,9640.285552,363440,37493232,103398680,572300
81,3909,7818,781,781,781,126.51528,9766.800832,312720,36694504,88968840,433000
82,3417,6834,766,766,766,114.4544,9881.255232,273360,35989744,77770920,316200
83,3362,6724,737,737,735,111.760248,9993.01548,268960,34627208,76519120,245000
84,3403,6806,720,720,720,112.04002,10105.0555,272240,33828480,77452280,389100
85,3231,6462,728,728,728,108.6993,10213.7548,258480,34204352,73537560,599900
86,3030,6060,724,724,724,104.03408,10317.78888,242400,34016416,68962800,714000
87,2905,5810,664,664,664,97.87018,10415.65906,232400,31197376,66117800,232300
88,2952,5904,658,658,656,98.695568,10514.354628,236160,30915472,67187520,267200
89,2884,5768,631,631,631,95.83428,10610.188908,230720,29646904,65639840,231000
90,2992,5984,636,636,636,98.6175,10708.806408,239360,29881824,68097920,311900
91,2934,5868,633,633,633,97.06022,10805.866628,234720,29740872,66777840,220700
92,2988,5976,642,642,642,98.78956,10904.656188,239040,30163728,68006880,292600
93,3038,6076,649,649,649,100.2872,11004.943388,243040,30492616,69144880,318400
94,3032,6064,639,639,639,99.55256,11104.495948,242560,30022776,69008320,192000
95,3066,6132,669,669,669,102.01452,11206.510468,245280,31432296,69782160,463800
96,3214,6428,692,692,690,106.827028,11313.337496,257120,32512928,73150640,812500
97,3281,6562,703,703,703,108.7135,11422.050996,262480,33029752,74675560,650100
98,2993,5986,707,707,707,102.36746,11524.418456,239440,33217688,68120680,693500
99,2973,5946,690,690,690,100.85302,11625.271476,237840,32418960,67665480,436900
100,2891,5782,673,673,673,98.1375,11723.408976,231280,31620232,65799160,395300
101,2729,5458,664,664,664,94.00744,11817.416416,218320,31197376,62112040,389400
102,2707,5414,676,676,676,93.9964,11911.412816,216560,31761184,61611320,315400
103,2686,5372,686,686,686,93.96726,12005.380076,214880,32231024,61133360,294700
104,2694,5388,666,666,666,93.17228,12098.552356,215520,31291344,61315440,259400
105,2109,4218,645,645,645,78.87056,12177.422916,168720,30304680,48000840,308600
