step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_encoder_bytes_per_direction,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
11,-47.5,57.5,116,58,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.64317747230992,40.0968839186184,58,116,0,2,116,0,2,-105.0,70.5,-47.5,192878,51,0,32,58,13,42,5.0,587152,13.926,nan,0.587152,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,8568,51,2
12,-47.5,57.5,128,64,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.011568885609066,61.17643628673211,64,128,0,2,128,0,2,-105.0,70.5,-47.5,192878,75,0,32,64,12,48,5.0,591184,14.517184,nan,0.591184,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,12600,75,2
13,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,0,562500.0,54.53670296093069,46.5964599277718,66,132,0,2,132,0,2,-105.0,70.5,-47.5,192878,75,0,32,66,14,48,5.0,591184,15.108368,nan,0.591184,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,12600,75,2
14,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,0,562500.0,68.57599258422852,62.840003967285156,71,142,0,2,142,0,2,-105.0,70.5,-47.5,192878,71,0,32,71,13,48,5.0,590512,15.69888,nan,0.590512,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,11928,71,2
15,-47.5,57.5,136,68,0,0.0,0.0,0,0.0,57.5,1,562500.0,29.11169316171301,23.281223182691107,68,136,1,2,136,0,3,-105.0,70.5,-47.5,192878,84,0,32,68,12,40,5.0,592696,16.291576,nan,0.592696,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,14112,84,2
16,-47.5,57.5,138,69,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.88989128758086,18.768575375772016,69,138,2,7,138,0,9,-105.0,70.5,-47.5,192878,64,0,32,69,13,44,5.0,2035796,18.327372,nan,2.035796,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,10752,64,7
17,-47.5,57.5,142,71,0,0.0,0.0,0,0.0,57.5,1,562500.0,34.07249613882272,20.625126393259173,71,142,1,4,142,0,5,-105.0,70.5,-47.5,192878,84,0,32,71,12,50,5.0,1171280,19.498652,nan,1.17128,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,14112,84,4
18,-47.5,57.5,134,67,0,0.0,0.0,0,0.0,57.5,1,562500.0,36.916812835604844,19.254046574842295,67,134,1,7,134,0,8,-105.0,70.5,-47.5,192878,74,0,32,67,14,54,5.0,2037476,21.536128,nan,2.037476,nan,7,0,2024120,14,0,0,7,924,448,112,476,119,231,7,12432,74,7
19,-47.5,57.5,132,66,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.73384453862916,28.32688530828556,66,132,0,4,132,0,4,-105.0,70.5,-47.5,192878,81,0,32,66,11,51,5.0,1172360,22.708488,nan,1.17236,nan,4,1584,1156640,8,0,0,4,528,256,64,272,68,132,4,13608,81,4
20,-47.5,57.5,146,73,0,0.0,0.0,0,0.0,57.5,1,562500.0,54.29522875085843,41.763866065990726,73,146,1,4,146,0,5,-105.0,70.5,-47.5,192878,76,0,32,73,12,61,5.0,1172888,23.881376,nan,1.172888,nan,4,2952,1156640,8,0,0,4,528,256,64,272,68,132,4,12768,76,4
21,-47.5,57.5,162,81,0,0.0,0.0,0,0.0,57.5,2,562500.0,36.659856992549365,19.687436279370566,81,162,2,5,162,0,7,-105.0,70.5,-47.5,192878,155,0,32,81,14,65,5.0,1476820,25.358196,nan,1.47682,nan,5,4320,1445800,10,0,0,5,660,320,80,340,85,165,5,26040,155,5
22,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.41532897949219,62.41532897949219,84,168,1,1,168,0,2,-105.0,70.5,-47.5,192878,109,0,32,84,13,72,5.0,311780,25.669976,nan,0.31178,nan,1,4176,289160,2,0,0,1,132,64,16,68,17,33,1,18312,109,1
23,-47.5,57.5,188,94,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.61843372598674,35.315442841426375,94,188,1,7,188,0,8,-105.0,70.5,-47.5,192878,145,0,32,94,14,75,5.0,2055020,27.724996,nan,2.05502,nan,7,5616,2024120,14,0,0,7,924,448,112,476,119,231,7,24360,145,7
24,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.67429501250499,18.280610068166347,97,194,0,6,194,0,6,-105.0,70.5,-47.5,192878,142,0,32,97,15,80,5.0,1764504,29.4895,nan,1.764504,nan,6,4896,1734960,12,0,0,6,792,384,96,408,102,198,6,23856,142,6
25,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,1,562500.0,31.8833626252472,18.188574392701568,92,184,1,4,184,0,5,-105.0,70.5,-47.5,192878,92,0,32,92,13,80,5.0,1176296,30.665796,nan,1.176296,nan,4,3672,1156640,8,0,0,4,528,256,64,272,68,132,4,15456,92,4
26,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,48.83640642171508,40.60273930311031,93,186,0,3,186,0,3,-105.0,70.5,-47.5,192878,105,0,32,93,14,77,5.0,889836,31.555632,nan,0.889836,nan,3,4320,867480,6,0,0,3,396,192,48,204,51,99,3,17640,105,3
27,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,2,562500.0,49.448518859095756,41.204043044595615,91,182,2,5,182,0,7,-105.0,70.5,-47.5,192878,151,0,32,91,13,75,5.0,1477876,33.033508,nan,1.477876,nan,5,6048,1445800,10,0,0,5,660,320,80,340,85,165,5,25368,151,5
28,-47.5,57.5,178,89,0,0.0,0.0,0,0.0,57.5,2,562500.0,61.542131423950195,57.953678131103516,89,178,2,2,178,0,4,-105.0,70.5,-47.5,192878,164,0,32,89,13,75,5.0,611464,33.644972,nan,0.611464,nan,2,5328,578320,4,0,0,2,264,128,32,136,34,66,2,27552,164,2
29,-47.5,57.5,186,93,0,0.0,0.0,0,0.0,57.5,0,562500.0,37.30201624397427,19.78043309890879,93,186,0,3,186,0,3,-105.0,70.5,-47.5,192878,123,0,32,93,16,83,5.0,894084,34.539056,nan,0.894084,nan,3,5544,867480,6,0,0,3,396,192,48,204,51,99,3,20664,123,3
30,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,1,562500.0,64.65058708190918,61.77370834350586,102,204,1,2,204,0,3,-105.0,70.5,-47.5,192878,123,0,32,102,15,85,5.0,606160,35.145216,nan,0.60616,nan,2,6912,578320,4,0,0,2,264,128,32,136,34,66,2,20664,123,2
31,-47.5,57.5,222,111,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.84614069753235,23.11545698015221,111,222,1,5,222,0,6,-105.0,70.5,-47.5,192878,133,0,32,111,15,94,5.0,1477516,36.622732,nan,1.477516,nan,5,8712,1445800,10,0,0,5,660,320,80,340,85,165,5,22344,133,5
32,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,0,562500.0,37.78055124760515,18.859230155609918,112,224,0,5,224,0,5,-105.0,70.5,-47.5,192878,148,0,32,112,16,95,5.0,1479100,38.101832,nan,1.4791,nan,5,7776,1445800,10,0,0,5,660,320,80,340,85,165,5,24864,148,5
33,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.835851370949406,36.32580869968653,109,218,0,5,218,0,5,-105.0,70.5,-47.5,192878,161,0,32,109,15,86,5.0,1480708,39.58254,nan,1.480708,nan,5,7200,1445800,10,0,0,5,660,320,80,340,85,165,5,27048,161,5
34,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,106,212,0,0,212,0,0,-105.0,70.5,-47.5,192878,158,0,32,106,13,81,5.0,32448,39.614988,nan,0.032448,nan,0,5904,0,0,0,0,0,0,0,0,0,0,0,0,26544,158,0
35,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.400692623177946,39.56721673093887,103,206,0,4,206,0,4,-105.0,70.5,-47.5,192878,79,0,32,103,13,75,5.0,1177136,40.792124,nan,1.177136,nan,4,6696,1156640,8,0,0,4,528,256,64,272,68,132,4,13272,79,4
36,-47.5,57.5,204,102,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.955734509763204,27.985320131975744,102,204,0,7,204,0,7,-105.0,70.5,-47.5,192878,110,0,32,102,13,71,5.0,2051084,42.843208,nan,2.051084,nan,7,7560,2024120,14,0,0,7,924,448,112,476,119,231,7,18480,110,7
37,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.144749323527016,57.811092376708984,103,206,0,3,206,0,3,-105.0,70.5,-47.5,192878,73,0,32,103,15,85,5.0,887268,43.730476,nan,0.887268,nan,3,7128,867480,6,0,0,3,396,192,48,204,51,99,3,12264,73,3
38,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,1,562500.0,55.018630798229296,22.43039530196773,103,206,1,5,206,0,6,-105.0,70.5,-47.5,192878,111,0,32,103,15,83,5.0,1472164,45.20264,nan,1.472164,nan,5,7056,1445800,10,0,0,5,660,320,80,340,85,165,5,18648,111,5
39,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.03271375668628,23.515225046779335,103,206,1,4,206,0,5,-105.0,70.5,-47.5,192878,127,0,32,103,15,85,5.0,1184912,46.387552,nan,1.184912,nan,4,6408,1156640,8,0,0,4,528,256,64,272,68,132,4,21336,127,4
40,-47.5,57.5,212,106,0,0.0,0.0,0,0.0,57.5,0,562500.0,47.44762440691765,30.00646471313336,106,212,0,3,212,0,3,-105.0,70.5,-47.5,192878,158,0,32,106,15,90,5.0,901188,47.28874,nan,0.901188,nan,3,6768,867480,6,0,0,3,396,192,48,204,51,99,3,26544,158,3
41,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.90343722086275,24.98772803812654,105,210,0,3,210,0,3,-105.0,70.5,-47.5,192878,144,0,32,105,15,89,5.0,899628,48.188368,nan,0.899628,nan,3,7560,867480,6,0,0,3,396,192,48,204,51,99,3,24192,144,3
42,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,1,562500.0,48.32414634981569,41.63239503670444,101,202,1,3,202,0,4,-105.0,70.5,-47.5,192878,143,0,32,101,13,83,5.0,899316,49.087684,nan,0.899316,nan,3,7416,867480,6,0,0,3,396,192,48,204,51,99,3,24024,143,3
43,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,57.933067321777344,57.93305206298828,99,198,1,1,198,0,2,-105.0,70.5,-47.5,192878,212,0,32,99,15,77,5.0,331028,49.418712,nan,0.331028,nan,1,6120,289160,2,0,0,1,132,64,16,68,17,33,1,35616,212,1
44,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.778839111328125,63.778839111328125,97,194,0,1,194,0,1,-105.0,70.5,-47.5,192878,171,0,32,97,13,74,5.0,325004,49.743716,nan,0.325004,nan,1,6984,289160,2,0,0,1,132,64,16,68,17,33,1,28728,171,1
45,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,0,562500.0,51.37215341683513,38.976015885627355,97,194,0,4,194,0,4,-105.0,70.5,-47.5,192878,159,0,32,97,13,70,5.0,1191440,50.935156,nan,1.19144,nan,4,7560,1156640,8,0,0,4,528,256,64,272,68,132,4,26712,159,4
46,-47.5,57.5,200,100,0,0.0,0.0,0,0.0,57.5,1,562500.0,65.90830993652344,65.90830993652344,100,200,1,1,200,0,2,-105.0,70.5,-47.5,192878,158,0,32,100,13,80,5.0,324404,51.25956,nan,0.324404,nan,1,8568,289160,2,0,0,1,132,64,16,68,17,33,1,26544,158,1
47,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,35.26098868207144,20.421828650344477,99,198,1,5,198,0,6,-105.0,70.5,-47.5,192878,116,0,32,99,14,76,5.0,1475668,52.735228,nan,1.475668,nan,5,9720,1445800,10,0,0,5,660,320,80,340,85,165,5,19488,116,5
48,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,2,562500.0,44.43160228175868,20.20065378780576,99,198,2,4,198,0,6,-105.0,70.5,-47.5,192878,241,0,32,99,16,77,5.0,1207376,53.942604,nan,1.207376,nan,4,9720,1156640,8,0,0,4,528,256,64,272,68,132,4,40488,241,4
49,-47.5,57.5,206,103,0,0.0,0.0,0,0.0,57.5,1,500060.7600270686,35.731006398307336,10.258303529609465,103,206,1,6,206,0,7,-105.0,70.5,-47.5,192878,149,0,32,103,12,86,5.0,1770432,55.713036,nan,1.770432,nan,6,9648,1734960,12,0,0,6,792,384,96,408,102,198,6,25032,149,6
50,-47.5,57.5,216,108,0,0.0,0.0,0,0.0,57.5,1,562500.0,37.713803864320845,18.822027243953418,108,216,1,3,216,0,4,-105.0,70.5,-47.5,192878,164,0,32,108,14,96,5.0,905580,56.618616,nan,0.90558,nan,3,10152,867480,6,0,0,3,396,192,48,204,51,99,3,27552,164,3
51,-47.5,57.5,220,110,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.57791199982781,27.30781327827879,110,220,0,6,220,0,6,-105.0,70.5,-47.5,192878,116,0,32,110,13,95,5.0,1765680,58.384296,nan,1.76568,nan,6,10440,1734960,12,0,0,6,792,384,96,408,102,198,6,19488,116,6
52,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,2,562500.0,40.886070827322605,22.629083656675213,112,224,2,3,224,0,5,-105.0,70.5,-47.5,192878,206,0,32,112,14,91,5.0,913356,59.297652,nan,0.913356,nan,3,10872,867480,6,0,0,3,396,192,48,204,51,99,3,34608,206,3
53,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.411269664764404,58.29132843017578,121,242,0,4,242,0,4,-105.0,70.5,-47.5,192878,196,0,32,121,15,106,5.0,1200824,60.498476,nan,1.200824,nan,4,10728,1156640,8,0,0,4,528,256,64,272,68,132,4,32928,196,4
54,-47.5,57.5,262,131,0,0.0,0.0,0,0.0,57.5,2,562500.0,51.05315999073649,26.292526545731533,131,262,2,5,262,0,7,-105.0,70.5,-47.5,192878,226,0,32,131,15,118,5.0,1496596,61.995072,nan,1.496596,nan,5,12168,1445800,10,0,0,5,660,320,80,340,85,165,5,37968,226,5
55,-47.5,57.5,266,133,0,0.0,0.0,0,0.0,57.5,5,562500.0,44.89144494170258,23.849277092694816,133,266,5,4,266,0,9,-105.0,70.5,-47.5,192878,186,0,32,133,15,118,5.0,1199936,63.195008,nan,1.199936,nan,4,11520,1156640,8,0,0,4,528,256,64,272,68,132,4,31248,186,4
56,-47.5,57.5,274,137,0,0.0,0.0,0,0.0,57.5,0,562500.0,29.594813932882715,19.261428842052883,137,274,0,2,274,0,2,-105.0,70.5,-47.5,192878,213,0,32,137,15,122,5.0,625024,63.820032,nan,0.625024,nan,2,10656,578320,4,0,0,2,264,128,32,136,34,66,2,35784,213,2
57,-47.5,57.5,254,127,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.942606539631896,20.086048812497435,127,254,0,6,254,0,6,-105.0,70.5,-47.5,192878,203,0,32,127,16,112,5.0,1780584,65.600616,nan,1.780584,nan,6,10728,1734960,12,0,0,6,792,384,96,408,102,198,6,34104,203,6
58,-47.5,57.5,256,128,0,0.0,0.0,0,0.0,57.5,0,562500.0,46.923099741817474,37.26178175036544,128,256,0,3,256,0,3,-105.0,70.5,-47.5,192878,205,0,32,128,14,111,5.0,912684,66.5133,nan,0.912684,nan,3,10368,867480,6,0,0,3,396,192,48,204,51,99,3,34440,205,3
59,-47.5,57.5,242,121,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.092652110932036,21.83030394860353,121,242,0,5,242,0,5,-105.0,70.5,-47.5,192878,141,0,32,121,15,102,5.0,1480228,67.993528,nan,1.480228,nan,5,10080,1445800,10,0,0,5,660,320,80,340,85,165,5,23688,141,5
60,-47.5,57.5,218,109,0,0.0,0.0,0,0.0,57.5,0,562500.0,50.086266357111484,32.61891947405408,109,218,0,4,218,0,4,-105.0,70.5,-47.5,192878,195,0,32,109,15,89,5.0,1198784,69.192312,nan,1.198784,nan,4,8856,1156640,8,0,0,4,528,256,64,272,68,132,4,32760,195,4
61,-47.5,57.5,224,112,0,0.0,0.0,0,0.0,57.5,2,562500.0,39.67007125982996,24.89242831603878,112,224,2,5,224,0,7,-105.0,70.5,-47.5,192878,272,0,32,112,16,91,5.0,1500796,70.693108,nan,1.500796,nan,5,8640,1445800,10,0,0,5,660,320,80,340,85,165,5,45696,272,5
62,-47.5,57.5,210,105,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.65037441253662,59.09152603149414,105,210,0,2,210,0,2,-105.0,70.5,-47.5,192878,200,0,32,105,15,92,5.0,620032,71.31314,nan,0.620032,nan,2,7848,578320,4,0,0,2,264,128,32,136,34,66,2,33600,200,2
63,-47.5,57.5,202,101,0,0.0,0.0,0,0.0,57.5,1,562500.0,46.17084661224953,29.37210199549265,101,202,1,3,202,0,4,-105.0,70.5,-47.5,192878,221,0,32,101,15,86,5.0,913140,72.22628,nan,0.91314,nan,3,8136,867480,6,0,0,3,396,192,48,204,51,99,3,37128,221,3
64,-47.5,57.5,198,99,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.011282783377204,38.61809810049773,99,198,1,4,198,0,5,-105.0,70.5,-47.5,192878,211,0,32,99,14,81,5.0,1200320,73.4266,nan,1.20032,nan,4,7704,1156640,8,0,0,4,528,256,64,272,68,132,4,35448,211,4
65,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,527687.1041784679,31.790863415688648,8.22866396059114,95,190,0,7,190,0,7,-105.0,70.5,-47.5,192878,246,0,32,95,14,83,5.0,2073500,75.5001,nan,2.0735,nan,7,7128,2024120,14,0,0,7,924,448,112,476,119,231,7,41328,246,7
66,-47.5,57.5,194,97,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.39101918538412,58.18034744262695,97,194,1,3,194,0,4,-105.0,70.5,-47.5,192878,194,0,32,97,15,83,5.0,906300,76.4064,nan,0.9063,nan,3,5832,867480,6,0,0,3,396,192,48,204,51,99,3,32592,194,3
67,-47.5,57.5,196,98,0,0.0,0.0,0,0.0,57.5,1,562500.0,62.96327495574951,58.401084899902344,98,196,1,2,196,0,3,-105.0,70.5,-47.5,192878,258,0,32,98,16,85,5.0,628192,77.034592,nan,0.628192,nan,2,6264,578320,4,0,0,2,264,128,32,136,34,66,2,43344,258,2
68,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,42.81868355081337,31.64817580208071,95,190,0,5,190,0,5,-105.0,70.5,-47.5,192878,191,0,32,95,16,84,5.0,1485028,78.51962,nan,1.485028,nan,5,6480,1445800,10,0,0,5,660,320,80,340,85,165,5,32088,191,5
69,-47.5,57.5,190,95,0,0.0,0.0,0,0.0,57.5,0,562500.0,63.25769805908203,59.011566162109375,95,190,0,2,190,0,2,-105.0,70.5,-47.5,192878,204,0,32,95,17,80,5.0,619264,79.138884,nan,0.619264,nan,2,6408,578320,4,0,0,2,264,128,32,136,34,66,2,34272,204,2
70,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,59.2775510152181,57.81303024291992,90,180,0,3,180,0,3,-105.0,70.5,-47.5,192878,160,0,32,90,13,78,5.0,901380,80.040264,nan,0.90138,nan,3,6624,867480,6,0,0,3,396,192,48,204,51,99,3,26880,160,3
71,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,0,562500.0,53.30662574095125,41.98295950927318,90,180,0,4,180,0,4,-105.0,70.5,-47.5,192878,203,0,32,90,15,73,5.0,1199048,81.239312,nan,1.199048,nan,4,7776,1156640,8,0,0,4,528,256,64,272,68,132,4,34104,203,4
72,-47.5,57.5,182,91,0,0.0,0.0,0,0.0,57.5,1,562500.0,51.124736209082975,27.847455357069567,91,182,1,3,182,0,4,-105.0,70.5,-47.5,192878,147,0,32,91,13,80,5.0,899628,82.13894,nan,0.899628,nan,3,7056,867480,6,0,0,3,396,192,48,204,51,99,3,24696,147,3
73,-47.5,57.5,168,84,0,0.0,0.0,0,0.0,57.5,1,562500.0,47.164880478046314,35.656830989745174,84,168,1,3,168,0,4,-105.0,70.5,-47.5,192878,135,0,32,84,14,72,5.0,897468,83.036408,nan,0.897468,nan,3,6912,867480,6,0,0,3,396,192,48,204,51,99,3,22680,135,3
74,-47.5,57.5,172,86,0,0.0,0.0,0,0.0,57.5,0,562500.0,43.90918013676361,26.499358481402425,86,172,0,4,172,0,4,-105.0,70.5,-47.5,192878,102,0,32,86,14,76,5.0,1181000,84.217408,nan,1.181,nan,4,6696,1156640,8,0,0,4,528,256,64,272,68,132,4,17136,102,4
75,-47.5,57.5,174,87,0,0.0,0.0,0,0.0,57.5,1,562500.0,38.703491186613206,19.00750567493687,87,174,1,3,174,0,4,-105.0,70.5,-47.5,192878,160,0,32,87,15,70,5.0,902460,85.119868,nan,0.90246,nan,3,7704,867480,6,0,0,3,396,192,48,204,51,99,3,26880,160,3
76,-47.5,57.5,180,90,0,0.0,0.0,0,0.0,57.5,1,562500.0,37.140110894022676,18.2535272188774,90,180,1,5,180,0,6,-105.0,70.5,-47.5,192878,210,0,32,90,14,68,5.0,1490020,86.609888,nan,1.49002,nan,5,8280,1445800,10,0,0,5,660,320,80,340,85,165,5,35280,210,5
77,-47.5,57.5,184,92,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.110958099365234,58.26271438598633,92,184,0,2,184,0,2,-105.0,70.5,-47.5,192878,230,0,32,92,14,79,5.0,624712,87.2346,nan,0.624712,nan,2,7488,578320,4,0,0,2,264,128,32,136,34,66,2,38640,230,2
