step,eval_is_final,eval_n_pairs_per_zone,t2_b0.25_total,t2_b0.25_z0,t2_b0.25_z1,t2_b0.25_z2,t2_b0.25_z3
1000,1,200,16.80821252545259,9.962014198303223,21.22899055480957,8.506617546081543,22.534189224243164
