step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,2,1,0,0.0,0.0,0,0.0,57.5,0,0.0,nan,nan,1,2,0,0,2,0,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-47.5,57.5,12,6,0,0.0,0.0,0,0.0,57.5,2,562500.0,29.390546183301733,20.497989285943564,6,12,2,4,12,0,6,-105.0,70.5,-47.5,5.0,1157168,1.157168,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
4,-47.5,57.5,16,8,0,0.0,0.0,0,0.0,57.5,1,562500.0,40.21895765718149,38.96636919769081,8,16,1,2,16,0,3,-105.0,70.5,-47.5,5.0,578584,1.735752,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
5,-47.5,57.5,20,10,0,0.0,0.0,0,0.0,57.5,2,562500.0,37.1797532141252,31.770929479653173,10,20,2,5,20,0,7,-105.0,70.5,-47.5,5.0,1446460,3.182212,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
6,-47.5,57.5,22,11,0,0.0,0.0,0,0.0,57.5,2,562500.0,42.64217099300142,30.273877747652737,11,22,2,3,22,0,5,-105.0,70.5,-47.5,5.0,867876,4.050088,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
7,-47.5,57.5,24,12,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.000488210444985,33.4273623807921,12,24,1,4,24,0,5,-105.0,70.5,-47.5,5.0,1157168,5.207256,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
8,-47.5,57.5,26,13,0,0.0,0.0,0,0.0,57.5,1,562500.0,44.262250136646486,23.378891605652797,13,26,1,3,26,0,4,-105.0,70.5,-47.5,5.0,867876,6.075132,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
9,-47.5,57.5,32,16,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.50275809414436,35.730525616663144,16,32,3,3,32,0,6,-105.0,70.5,-47.5,5.0,867876,6.943008,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
10,-47.5,57.5,34,17,0,0.0,0.0,0,0.0,57.5,1,562500.0,32.044503657443364,23.30988835849183,17,34,1,4,34,0,5,-105.0,70.5,-47.5,5.0,1157168,8.100176,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
11,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.00137456258138,57.77762985229492,20,40,1,3,40,0,4,-105.0,70.5,-47.5,5.0,867876,8.968052,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
12,-47.5,57.5,54,27,0,0.0,0.0,0,0.0,57.5,4,562500.0,50.23910589203509,32.608710934119244,27,54,4,4,54,0,8,-105.0,70.5,-47.5,5.0,1157168,10.12522,nan,1.157168,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,0,0,4
13,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,3,562500.0,47.914321203618115,35.522540141644015,28,56,3,5,56,0,8,-105.0,70.5,-47.5,5.0,1446460,11.57168,nan,1.44646,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,0,0,5
14,-47.5,57.5,56,28,0,0.0,0.0,0,0.0,57.5,1,562500.0,64.58037757873535,62.0591926574707,28,56,1,2,56,0,3,-105.0,70.5,-47.5,5.0,578584,12.150264,nan,0.578584,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,0,0,2
