step,active_count,active_ids
699,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
700,1,dyn_a4_existing_dense_block
701,1,dyn_a4_existing_dense_block
702,1,dyn_a4_existing_dense_block
703,1,dyn_a4_existing_dense_block
704,1,dyn_a4_existing_dense_block
705,1,dyn_a4_existing_dense_block
706,1,dyn_a4_existing_dense_block
707,1,dyn_a4_existing_dense_block
708,1,dyn_a4_existing_dense_block
709,1,dyn_a4_existing_dense_block
710,1,dyn_a4_existing_dense_block
711,1,dyn_a4_existing_dense_block
712,1,dyn_a4_existing_dense_block
713,1,dyn_a4_existing_dense_block
714,1,dyn_a4_existing_dense_block
715,1,dyn_a4_existing_dense_block
716,1,dyn_a4_existing_dense_block
717,1,dyn_a4_existing_dense_block
718,1,dyn_a4_existing_dense_block
719,1,dyn_a4_existing_dense_block
720,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
721,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
722,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
723,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
724,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
725,1,dyn_a3_existing_sparse_block
726,1,dyn_a3_existing_sparse_block
727,1,dyn_a3_existing_sparse_block
728,1,dyn_a3_existing_sparse_block
729,1,dyn_a3_existing_sparse_block
730,1,dyn_a3_existing_sparse_block
731,1,dyn_a3_existing_sparse_block
732,1,dyn_a3_existing_sparse_block
733,1,dyn_a3_existing_sparse_block
734,1,dyn_a3_existing_sparse_block
735,1,dyn_a3_existing_sparse_block
736,1,dyn_a3_existing_sparse_block
737,1,dyn_a3_existing_sparse_block
738,1,dyn_a3_existing_sparse_block
739,1,dyn_a3_existing_sparse_block
740,0,
741,0,
742,0,
743,0,
744,0,
745,0,
746,0,
747,0,
748,0,
749,0,
750,0,
751,0,
752,0,
753,0,
754,0,
755,0,
756,0,
757,0,
758,0,
759,0,
760,1,dyn_a3_existing_sparse_block
761,1,dyn_a3_existing_sparse_block
762,1,dyn_a3_existing_sparse_block
763,1,dyn_a3_existing_sparse_block
764,1,dyn_a3_existing_sparse_block
765,1,dyn_a3_existing_sparse_block
766,1,dyn_a3_existing_sparse_block
767,1,dyn_a3_existing_sparse_block
768,1,dyn_a3_existing_sparse_block
769,1,dyn_a3_existing_sparse_block
770,1,dyn_a3_existing_sparse_block
771,1,dyn_a3_existing_sparse_block
772,1,dyn_a3_existing_sparse_block
773,1,dyn_a3_existing_sparse_block
774,1,dyn_a3_existing_sparse_block
775,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
776,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
777,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
778,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
779,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
780,1,dyn_a4_existing_dense_block
781,1,dyn_a4_existing_dense_block
782,1,dyn_a4_existing_dense_block
783,1,dyn_a4_existing_dense_block
784,1,dyn_a4_existing_dense_block
785,1,dyn_a4_existing_dense_block
786,1,dyn_a4_existing_dense_block
787,1,dyn_a4_existing_dense_block
788,1,dyn_a4_existing_dense_block
789,1,dyn_a4_existing_dense_block
790,1,dyn_a4_existing_dense_block
791,1,dyn_a4_existing_dense_block
792,1,dyn_a4_existing_dense_block
793,1,dyn_a4_existing_dense_block
794,1,dyn_a4_existing_dense_block
795,1,dyn_a4_existing_dense_block
796,1,dyn_a4_existing_dense_block
797,1,dyn_a4_existing_dense_block
798,1,dyn_a4_existing_dense_block
799,1,dyn_a4_existing_dense_block
800,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
801,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
802,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
803,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
804,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
805,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
806,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
807,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
808,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
809,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
810,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
811,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
812,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
813,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
814,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
815,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
816,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
817,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
818,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
819,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
820,1,dyn_a4_existing_dense_block
821,1,dyn_a4_existing_dense_block
822,1,dyn_a4_existing_dense_block
823,1,dyn_a4_existing_dense_block
824,1,dyn_a4_existing_dense_block
825,0,
826,0,
827,0,
828,0,
829,0,
830,0,
831,0,
832,0,
833,0,
834,0,
835,0,
836,0,
837,0,
838,0,
839,0,
840,1,dyn_a3_existing_sparse_block
841,1,dyn_a3_existing_sparse_block
842,1,dyn_a3_existing_sparse_block
843,1,dyn_a3_existing_sparse_block
844,1,dyn_a3_existing_sparse_block
845,1,dyn_a3_existing_sparse_block
846,1,dyn_a3_existing_sparse_block
847,1,dyn_a3_existing_sparse_block
848,1,dyn_a3_existing_sparse_block
849,1,dyn_a3_existing_sparse_block
850,1,dyn_a3_existing_sparse_block
851,1,dyn_a3_existing_sparse_block
852,1,dyn_a3_existing_sparse_block
853,1,dyn_a3_existing_sparse_block
854,1,dyn_a3_existing_sparse_block
855,1,dyn_a3_existing_sparse_block
856,1,dyn_a3_existing_sparse_block
857,1,dyn_a3_existing_sparse_block
858,1,dyn_a3_existing_sparse_block
859,1,dyn_a3_existing_sparse_block
860,0,
861,0,
862,0,
863,0,
864,0,
865,0,
866,0,
867,0,
868,0,
869,0,
870,0,
871,0,
872,0,
873,0,
874,0,
875,1,dyn_a4_existing_dense_block
876,1,dyn_a4_existing_dense_block
877,1,dyn_a4_existing_dense_block
878,1,dyn_a4_existing_dense_block
879,1,dyn_a4_existing_dense_block
880,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
881,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
882,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
883,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
884,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
885,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
886,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
887,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
888,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
889,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
890,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
891,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
892,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
893,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
894,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
895,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
896,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
897,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
898,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
899,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
900,1,dyn_a4_existing_dense_block
901,1,dyn_a4_existing_dense_block
902,1,dyn_a4_existing_dense_block
903,1,dyn_a4_existing_dense_block
904,1,dyn_a4_existing_dense_block
905,1,dyn_a4_existing_dense_block
906,1,dyn_a4_existing_dense_block
907,1,dyn_a4_existing_dense_block
908,1,dyn_a4_existing_dense_block
909,1,dyn_a4_existing_dense_block
910,1,dyn_a4_existing_dense_block
911,1,dyn_a4_existing_dense_block
912,1,dyn_a4_existing_dense_block
913,1,dyn_a4_existing_dense_block
914,1,dyn_a4_existing_dense_block
915,1,dyn_a4_existing_dense_block
916,1,dyn_a4_existing_dense_block
917,1,dyn_a4_existing_dense_block
918,1,dyn_a4_existing_dense_block
919,1,dyn_a4_existing_dense_block
920,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
921,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
922,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
923,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
924,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
925,1,dyn_a3_existing_sparse_block
926,1,dyn_a3_existing_sparse_block
927,1,dyn_a3_existing_sparse_block
928,1,dyn_a3_existing_sparse_block
929,1,dyn_a3_existing_sparse_block
930,1,dyn_a3_existing_sparse_block
931,1,dyn_a3_existing_sparse_block
932,1,dyn_a3_existing_sparse_block
933,1,dyn_a3_existing_sparse_block
934,1,dyn_a3_existing_sparse_block
935,1,dyn_a3_existing_sparse_block
936,1,dyn_a3_existing_sparse_block
937,1,dyn_a3_existing_sparse_block
938,1,dyn_a3_existing_sparse_block
939,1,dyn_a3_existing_sparse_block
940,0,
941,0,
942,0,
943,0,
944,0,
945,0,
946,0,
947,0,
948,0,
949,0,
950,0,
951,0,
952,0,
953,0,
954,0,
955,0,
956,0,
957,0,
958,0,
959,0,
960,1,dyn_a3_existing_sparse_block
961,1,dyn_a3_existing_sparse_block
962,1,dyn_a3_existing_sparse_block
963,1,dyn_a3_existing_sparse_block
964,1,dyn_a3_existing_sparse_block
965,1,dyn_a3_existing_sparse_block
966,1,dyn_a3_existing_sparse_block
967,1,dyn_a3_existing_sparse_block
968,1,dyn_a3_existing_sparse_block
969,1,dyn_a3_existing_sparse_block
970,1,dyn_a3_existing_sparse_block
971,1,dyn_a3_existing_sparse_block
972,1,dyn_a3_existing_sparse_block
973,1,dyn_a3_existing_sparse_block
974,1,dyn_a3_existing_sparse_block
975,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
976,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
977,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
978,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
979,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
980,1,dyn_a4_existing_dense_block
981,1,dyn_a4_existing_dense_block
982,1,dyn_a4_existing_dense_block
983,1,dyn_a4_existing_dense_block
984,1,dyn_a4_existing_dense_block
985,1,dyn_a4_existing_dense_block
986,1,dyn_a4_existing_dense_block
987,1,dyn_a4_existing_dense_block
988,1,dyn_a4_existing_dense_block
989,1,dyn_a4_existing_dense_block
990,1,dyn_a4_existing_dense_block
991,1,dyn_a4_existing_dense_block
992,1,dyn_a4_existing_dense_block
993,1,dyn_a4_existing_dense_block
994,1,dyn_a4_existing_dense_block
995,1,dyn_a4_existing_dense_block
996,1,dyn_a4_existing_dense_block
997,1,dyn_a4_existing_dense_block
998,1,dyn_a4_existing_dense_block
999,1,dyn_a4_existing_dense_block
1000,2,dyn_a3_existing_sparse_block;dyn_a4_existing_dense_block
