step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,20.05863192243203,8.835655212402344,25.40398597717285,13.248006820678711,26.654340744018555
