step,examples,mean_target_gain,mean_online_prediction,mean_absolute_error,root_mean_squared_error,target_prediction_pearson,cumulative_examples
1,294,0.003443985,0.051868184,0.048430591,0.051787898,-0.015592040,294
2,313,0.098060939,-0.015758952,0.119957777,0.214611339,0.312010885,607
3,309,0.135762686,0.013919134,0.134226321,0.266830216,0.209105666,916
4,310,0.168278743,0.059145424,0.141336707,0.248385268,0.048815970,1226
5,317,0.217898203,0.100410261,0.191434956,0.363682313,-0.100910047,1543
6,330,0.557172787,0.136947366,0.508047416,0.970871612,-0.203362008,1873
7,338,0.404867111,0.168133084,0.337036600,0.679078179,-0.045797615,2211
8,338,0.491284266,0.197775782,0.403881030,0.585215171,0.003719356,2549
9,349,0.707502261,0.226831341,0.570048679,1.055219729,-0.129510053,2898
10,341,0.691490620,0.272988372,0.526776849,0.909408625,0.054154841,3239
11,340,0.693022542,0.315918418,0.526065476,0.901889531,0.104545815,3579
12,328,0.768091442,0.360565885,0.581910289,0.936446484,0.169316953,3907
13,321,0.942002108,0.398064090,0.711709834,1.373188415,0.095339862,4228
14,310,0.873743381,0.429069580,0.667872609,1.017843917,0.069651412,4538
15,326,0.800929542,0.438491851,0.620345672,0.889635665,0.056977833,4864
16,338,0.942736196,0.461085459,0.721743191,1.100220269,-0.052258756,5202
17,346,1.148039257,0.490481752,0.883040155,1.492966468,-0.090951117,5548
18,358,1.094667716,0.512716585,0.866121117,1.412627232,-0.119667905,5906
19,348,0.909909413,0.545613441,0.706581674,1.053915471,0.124677636,6254
20,349,0.821007118,0.554946760,0.693433166,1.246523732,0.013806859,6603
21,345,0.646214441,0.564774125,0.557814974,0.871746331,-0.004009508,6948
22,334,0.585919830,0.574485719,0.560770178,0.970730609,-0.191753289,7282
23,340,0.578019854,0.554066360,0.517774794,0.766337354,-0.000521305,7622
24,342,0.591607018,0.531776240,0.503047593,0.691648915,0.037551292,7964
25,348,0.601914019,0.520434307,0.476814218,0.730498354,0.065891380,8312
26,348,0.813407493,0.509078831,0.659146866,1.090545815,-0.068352371,8660
27,355,0.753974819,0.506821162,0.618260141,0.974190234,-0.067368192,9015
28,356,0.817620158,0.500338626,0.648855806,1.117543627,-0.025948410,9371
29,352,0.752099488,0.503667764,0.581060107,0.957998258,0.149804140,9723
30,345,0.804622703,0.500523234,0.595701415,1.028770746,0.187976317,10068
31,352,1.000802796,0.499440882,0.729706007,1.443432969,0.182186728,10420
32,376,0.727400267,0.502294911,0.558302234,0.860901470,0.221410078,10796
33,378,0.720939850,0.518713589,0.633280584,1.041395048,0.049863683,11174
34,370,0.911024832,0.541592507,0.749433098,1.262221217,-0.016933336,11544
35,379,0.908847007,0.551483477,0.801404312,1.294685086,-0.032150412,11923
36,387,0.975955762,0.562820755,0.751014873,1.246187877,0.119057505,12310
37,408,0.925716358,0.558050719,0.778420897,1.833762327,-0.061056954,12718
38,404,0.811044865,0.566599863,0.658353906,1.186187427,-0.042639726,13122
