step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_merge_metadata_bytes,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_policy_model_bytes,t2_b0_selected_providers
1,-100.0,5.0,686,343,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46143266,46.143266,nan,46.143266,nan,299,2392,475398,43028492,2636984,299
2,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46017498,92.160764,nan,46.017498,nan,298,2384,478170,42884584,2652360,298
3,-100.0,5.0,690,345,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,45729666,137.89043,nan,45.729666,nan,296,2368,478170,42596768,2652360,296
4,-100.0,5.0,698,349,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46053794,183.944224,nan,46.053794,nan,298,2384,483714,42884584,2683112,298
5,-100.0,5.0,714,357,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46126386,230.07061,nan,46.126386,nan,298,2384,494802,42884584,2744616,298
6,-100.0,5.0,716,358,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46135460,276.20607,nan,46.13546,nan,298,2384,496188,42884584,2752304,298
7,-100.0,5.0,724,362,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46171756,322.377826,nan,46.171756,nan,298,2384,501732,42884584,2783056,298
8,-100.0,5.0,718,359,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46432366,368.810192,nan,46.432366,nan,300,2400,497574,43172400,2759992,300
9,-100.0,5.0,708,354,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46386996,415.197188,nan,46.386996,nan,300,2400,490644,43172400,2721552,300
10,-100.0,5.0,720,360,0,0.0,0.0,0,1.0,-105.0,123.0,-100.0,5.0,46153608,461.350796,nan,46.153608,nan,298,2384,498960,42884584,2767680,298
