step,eval_is_final,eval_n_pairs_per_zone,t2_b0_total,t2_b0_z0,t2_b0_z1,t2_b0_z2,t2_b0_z3
1000,1,200,20.883237053765157,10.253480911254883,25.5989990234375,14.076926231384277,28.032764434814453
