step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,sample_network_bundle_capacity_bytes,sample_network_delivered_samples,sample_network_max_samples_per_direction,sample_network_raw_contact_pairs,sample_network_scheduled_transfers,sample_network_transfer_proposals,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,,,,,,,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,1,562500.0,59.13781553062353,45.03304434141456,3,6,1,3,6,0,4,-105.0,70.5,-47.5,192878,0,32,3,0,0,5.0,867876,0.867876,nan,0.867876,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,0,0,3
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,40.833085282105955,33.706155282679596,5,10,0,3,10,0,3,-105.0,70.5,-47.5,192878,2,32,5,2,2,5.0,868212,1.736088,nan,0.868212,nan,3,0,867480,6,0,0,3,396,192,48,204,51,99,3,336,2,3
4,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,4,562500.0,41.21010527385063,18.811455635549216,18,36,4,5,36,0,9,-105.0,70.5,-47.5,192878,5,32,18,4,8,5.0,1447300,3.183388,nan,1.4473,nan,5,0,1445800,10,0,0,5,660,320,80,340,85,165,5,840,5,5
5,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,2,562500.0,38.48787145779181,18.397070658218176,20,40,2,6,40,0,8,-105.0,70.5,-47.5,192878,6,32,20,6,12,5.0,1736760,4.920148,nan,1.73676,nan,6,0,1734960,12,0,0,6,792,384,96,408,102,198,6,1008,6,6
6,-47.5,57.5,60,30,0,0.0,0.0,0,0.0,57.5,1,562500.0,61.877922466181005,58.61275100708008,30,60,1,4,60,0,5,-105.0,70.5,-47.5,192878,18,32,30,11,23,5.0,1160192,6.08034,nan,1.160192,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,3024,18,4
7,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.957876852190616,27.41308149500259,33,66,0,4,66,0,4,-105.0,70.5,-47.5,192878,13,32,33,10,21,5.0,1159352,7.239692,nan,1.159352,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,2184,13,4
8,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,0,562500.0,62.441036224365234,62.441036224365234,36,72,0,1,72,0,1,-105.0,70.5,-47.5,192878,13,32,36,8,18,5.0,291476,7.531168,nan,0.291476,nan,1,0,289160,2,0,0,1,132,64,16,68,17,33,1,2184,13,1
9,-47.5,57.5,82,41,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.28606605529785,59.817047119140625,41,82,0,2,82,0,2,-105.0,70.5,-47.5,192878,27,32,41,9,21,5.0,583120,8.114288,nan,0.58312,nan,2,0,578320,4,0,0,2,264,128,32,136,34,66,2,4536,27,2
10,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,0,562500.0,45.17909744137559,18.792708209076913,49,98,0,4,98,0,4,-105.0,70.5,-47.5,192878,33,32,49,10,25,5.0,1162712,9.277,nan,1.162712,nan,4,0,1156640,8,0,0,4,528,256,64,272,68,132,4,5544,33,4
