step,contact_threshold_rx_power_dbm,contact_threshold_snr_db,feasible_contact_decisions,feasible_contact_pairs,greedy_comm_bytes,greedy_comm_cumulative_mb,greedy_comm_mb,greedy_events,local_policy_initial_pull_probability,model_transfer_snr_min_db,network_half_duplex_rejections,network_mean_direction_capacity_bytes,network_mean_sinr_db,network_min_sinr_db,network_raw_contact_pairs,network_raw_directed_candidates,network_rejected_transfers,network_scheduled_transfers,network_shortlisted_directed_candidates,network_sinr_or_airtime_rejections,network_transfer_proposals,noise_floor_dbm,propagation_loss_contact_threshold_db,rssi_gossip_threshold_dbm,snr_min_db,t2_b0_comm_bytes,t2_b0_comm_cumulative_mb,t2_b0_comm_cumulative_vs_greedy_ratio,t2_b0_comm_mb,t2_b0_comm_vs_greedy_ratio,t2_b0_events,t2_b0_metadata_bytes,t2_b0_model_bytes,t2_b0_model_messages,t2_b0_policy_bytes,t2_b0_policy_messages,t2_b0_pull_events,t2_b0_scalar_bytes,t2_b0_scalar_control_bytes,t2_b0_scalar_control_messages,t2_b0_scalar_loss_bytes,t2_b0_scalar_loss_messages,t2_b0_scalar_messages,t2_b0_selected_providers,t2_b0_training_sample_bytes,t2_b0_training_sample_messages,t2_b0_valid_pull_events
1,-47.5,57.5,0,0,0,0.0,0.0,0,0.0,57.5,,,,,0,,,0,0,,0,-105.0,70.5,-47.5,5.0,0,0.0,nan,0.0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-47.5,57.5,6,3,0,0.0,0.0,0,0.0,57.5,0,562500.0,56.4253761839158,45.681154542495044,3,6,0,2,6,0,2,-105.0,70.5,-47.5,5.0,1198960,1.19896,nan,1.19896,nan,2,432,578320,4,619944,6,2,264,128,32,136,34,66,2,0,0,2
3,-47.5,57.5,10,5,0,0.0,0.0,0,0.0,57.5,0,562500.0,60.00922966003418,60.00922775268555,5,10,0,1,10,0,1,-105.0,70.5,-47.5,5.0,1323108,2.522068,nan,1.323108,nan,1,576,289160,2,1033240,10,1,132,64,16,68,17,33,1,0,0,1
4,-47.5,57.5,36,18,0,0.0,0.0,0,0.0,57.5,0,562500.0,61.753134409586586,58.14664840698242,18,36,0,3,36,0,3,-105.0,70.5,-47.5,5.0,4589700,7.111768,nan,4.5897,nan,3,2160,867480,6,3719664,36,3,396,192,48,204,51,99,3,0,0,3
5,-47.5,57.5,40,20,0,0.0,0.0,0,0.0,57.5,0,562500.0,44.859226689350606,30.11941444203692,20,40,0,4,40,0,4,-105.0,70.5,-47.5,5.0,5292360,12.404128,nan,5.29236,nan,4,2232,1156640,8,4132960,40,4,528,256,64,272,68,132,4,0,0,4
6,-47.5,57.5,60,30,0,0.0,0.0,0,0.0,57.5,3,562500.0,37.54346423297328,22.438211253892035,30,60,3,5,60,0,8,-105.0,70.5,-47.5,5.0,7649428,20.053556,nan,7.649428,nan,5,3528,1445800,10,6199440,60,5,660,320,80,340,85,165,5,0,0,5
7,-47.5,57.5,66,33,0,0.0,0.0,0,0.0,57.5,1,562500.0,43.8742524188016,36.229522335009165,33,66,1,4,66,0,5,-105.0,70.5,-47.5,5.0,7980296,28.033852,nan,7.980296,nan,4,3744,1156640,8,6819384,66,4,528,256,64,272,68,132,4,0,0,4
8,-47.5,57.5,72,36,0,0.0,0.0,0,0.0,57.5,3,562500.0,45.69289389319373,27.75247941182215,36,72,3,7,72,0,10,-105.0,70.5,-47.5,5.0,9468116,37.501968,nan,9.468116,nan,7,3744,2024120,14,7439328,72,7,924,448,112,476,119,231,7,0,0,7
9,-47.5,57.5,82,41,0,0.0,0.0,0,0.0,57.5,4,562500.0,29.814410611878397,20.276045296774065,41,82,4,7,82,0,11,-105.0,70.5,-47.5,5.0,10500924,48.002892,nan,10.500924,nan,7,3312,2024120,14,8472568,82,7,924,448,112,476,119,231,7,0,0,7
10,-47.5,57.5,98,49,0,0.0,0.0,0,0.0,57.5,4,562500.0,31.826314923053438,19.140362501351575,49,98,4,8,98,0,12,-105.0,70.5,-47.5,5.0,12443472,60.446364,nan,12.443472,nan,8,3384,2313280,16,10125752,98,8,1056,512,128,544,136,264,8,0,0,8
